table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3194,r438,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,437,"['2,029', '']","['1,801', '']","['2,012', '']","['2,174', '']","['3,252', '']","['2,670', '']","['2,866', '']","['3,220', '']","['3,722', '']","['3,157', '']"
3194,r439,All institutions -> Colgate U.,All institutions,Colgate U.,2,438,"['2,559', '']","['2,109', '']","['3,004', '']","['2,340', '']","['2,226', '']","['2,244', '']","['2,631', '']","['2,728', '']","['3,142', '']","['3,128', '']"
3194,r440,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,439,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['4,920', '']","['4,695', '']","['3,111', '']"
3194,r441,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,440,"['3,444', '']","['3,140', '']","['2,543', '']","['2,855', '']","['2,123', '']","['3,045', '']","['2,447', '']","['2,876', '']","['2,911', '']","['3,092', '']"
3194,r442,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,441,"['2,550', '']","['3,498', '']","['4,196', '']","['2,877', '']","['3,977', '']","['3,507', '']","['2,868', '']","['4,318', '']","['3,387', '']","['3,060', '']"
3194,r443,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,442,"['106', '']","['142', '']","['261', '']","['23', '']","['1', '']","['1,812', '']","['1,784', '']","['971', '']","['2,105', '']","['3,052', '']"
3194,r444,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,443,"['7,166', '']","['8,157', 'i']","['9,149', '']","['6,674', 'i']","['7,838', 'i']","['9,002', 'i']","['12,077', 'i']","['13,254', '']","['14,021', 'i']","['3,010', '']"
3194,r445,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,444,"['2,155', '']","['2,576', '']","['3,196', '']","['2,067', '']","['1,970', '']","['1,812', '']","['2,635', '']","['3,130', '']","['3,265', '']","['2,996', '']"
3194,r446,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,445,"['4,354', '']","['4,125', '']","['5,001', '']","['3,799', '']","['3,726', '']","['3,515', '']","['3,252', '']","['3,738', '']","['5,893', '']","['2,986', '']"
3194,r447,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,446,"['3,529', '']","['3,738', '']","['3,466', '']","['3,637', '']","['3,481', '']","['3,906', '']","['4,169', '']","['3,304', '']","['3,120', '']","['2,968', '']"
3194,r448,"All institutions -> California State U., Maritime Academy",All institutions,"California State U., Maritime Academy",2,447,"['ne', '']","['3,005', 'i']","['2,342', '']","['2,180', '']","['1,011', '']","['1,522', '']","['2,205', '']","['1,916', '']","['3,039', '']","['2,959', '']"
3194,r449,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,448,"['2,632', '']","['1,941', '']","['1,758', '']","['1,733', '']","['1,646', '']","['1,620', '']","['1,208', '']","['1,741', '']","['2,451', '']","['2,924', '']"
3194,r450,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,449,"['2,381', '']","['2,364', '']","['2,684', '']","['2,744', '']","['2,657', '']","['2,215', '']","['2,310', '']","['2,643', '']","['2,690', '']","['2,795', '']"
3194,r451,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,450,"['0', '']","['899', 'i']","['1,034', 'i']","['632', 'i']","['2,472', 'i']","['2,058', 'i']","['1,406', '']","['1,481', '']","['1,684', '']","['2,756', '']"
3194,r452,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,451,"['585', '']","['925', '']","['748', '']","['576', '']","['ne', '']","['838', '']","['804', '']","['978', '']","['1,584', '']","['2,750', '']"
3194,r453,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,452,"['ne', '']","['3,414', 'i']","['1,930', 'i']","['ne', '']","['ne', '']","['3,953', '']","['4,996', '']","['4,330', '']","['4,207', '']","['2,731', '']"
3194,r454,All institutions -> Dillard U.,All institutions,Dillard U.,2,453,"['3,707', '']","['5,577', 'i']","['7,448', '']","['7,692', '']","['6,907', '']","['9,385', '']","['9,459', '']","['6,943', '']","['6,573', '']","['2,730', '']"
3194,r455,All institutions -> Hope C.,All institutions,Hope C.,2,454,"['3,552', '']","['3,605', '']","['3,320', '']","['3,367', '']","['2,719', '']","['2,932', '']","['2,811', '']","['3,213', '']","['3,011', '']","['2,694', '']"
3194,r456,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,455,"['2,305', '']","['2,810', '']","['2,838', '']","['2,716', '']","['3,335', '']","['3,565', '']","['3,297', '']","['3,635', '']","['2,601', '']","['2,689', '']"
3194,r457,"All institutions -> U. South Florida, Saint Petersburg",All institutions,"U. South Florida, Saint Petersburg",2,455,"['659', '']","['364', '']","['559', '']","['1,195', '']","['1,498', '']","['252', '']","['1,093', '']","['2,450', '']","['2,746', '']","['2,689', '']"
3194,r458,All institutions -> Bowdoin C.,All institutions,Bowdoin C.,2,457,"['2,532', '']","['2,633', '']","['4,277', '']","['4,025', '']","['2,950', '']","['2,873', '']","['3,079', '']","['2,200', '']","['2,506', '']","['2,677', '']"
3194,r459,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,458,"['3,344', '']","['1,990', '']","['1,614', '']","['1,945', '']","['1,798', '']","['1,632', '']","['3,605', '']","['1,849', '']","['2,293', '']","['2,665', '']"
3194,r460,"All institutions -> U. Nebraska, Kearney",All institutions,"U. Nebraska, Kearney",2,459,"['1,441', '']","['2,137', '']","['948', '']","['1,234', '']","['1,275', '']","['1,216', '']","['1,588', '']","['3,011', '']","['2,091', '']","['2,636', '']"
3194,r461,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,460,"['5,068', '']","['1,100', '']","['6,200', '']","['7,030', '']","['5,907', 'i']","['5,252', 'i']","['4,598', 'i']","['3,944', 'i']","['3,290', 'i']","['2,634', '']"
3194,r462,All institutions -> Stockton U.,All institutions,Stockton U.,2,461,"['ne', '']","['1,226', '']","['609', '']","['ne', '']","['1,155', '']","['1,297', '']","['759', '']","['ne', '']","['2,560', '']","['2,630', '']"
3194,r463,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,462,"['2,932', 'i']","['3,168', '']","['2,982', '']","['2,242', '']","['2,543', '']","['2,613', '']","['3,847', '']","['4,114', '']","['4,657', '']","['2,594', '']"
3194,r464,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,463,"['13,340', '']","['12,340', '']","['13,607', '']","['1,927', '']","['2,236', '']","['2,303', '']","['2,372', '']","['2,253', '']","['2,434', '']","['2,577', '']"
3194,r465,"All institutions -> CUNY, New York City C. of Technology",All institutions,"CUNY, New York City C. of Technology",2,464,"['133', '']","['284', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,358', '']","['2,576', '']"
3194,r466,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,465,"['2,710', '']","['2,288', '']","['2,430', '']","['2,833', '']","['2,284', '']","['1,676', '']","['2,152', '']","['1,474', '']","['2,298', '']","['2,562', '']"
3194,r467,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,466,"['2,353', '']","['1,419', '']","['1,768', '']","['1,011', '']","['1,048', '']","['1,145', '']","['1,305', '']","['1,431', '']","['1,430', '']","['2,518', '']"
3194,r468,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,467,"['1,759', '']","['1,687', '']","['1,479', '']","['1,536', '']","['2,458', '']","['2,205', '']","['2,162', '']","['2,255', '']","['2,253', '']","['2,513', '']"
3194,r469,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,468,"['2,728', '']","['3,446', '']","['2,774', '']","['1,906', '']","['2,482', '']","['3,379', '']","['2,546', '']","['1,638', '']","['2,087', '']","['2,497', '']"
3194,r470,All institutions -> Occidental C.,All institutions,Occidental C.,2,469,"['2,154', '']","['1,803', '']","['1,592', '']","['1,634', '']","['2,177', '']","['1,426', '']","['1,907', '']","['1,764', '']","['1,432', '']","['2,458', '']"
3194,r471,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,470,"['2,147', '']","['1,316', '']","['1,550', '']","['1,758', '']","['1,606', '']","['1,972', '']","['1,409', '']","['2,250', '']","['2,558', '']","['2,428', '']"
3194,r472,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,471,"['314,240', '']","['281,334', '']","['289,027', '']","['271,166', '']","['306,826', '']","['306,174', '']","['46,130', '']","['3,258', '']","['3,302', '']","['2,420', '']"
3194,r473,All institutions -> U. of the Pacific,All institutions,U. of the Pacific,2,472,"['4,429', '']","['3,241', '']","['3,753', '']","['3,479', '']","['1,877', '']","['1,488', '']","['2,289', '']","['1,592', '']","['2,228', '']","['2,387', '']"
3194,r474,All institutions -> Pace U.,All institutions,Pace U.,2,473,"['2,413', '']","['2,709', '']","['3,306', '']","['2,914', '']","['3,570', '']","['3,436', '']","['2,946', '']","['2,847', '']","['2,148', '']","['2,384', '']"
3194,r475,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,474,"['2,869', '']","['2,801', '']","['2,439', '']","['2,753', '']","['2,267', '']","['1,640', '']","['2,430', '']","['2,297', '']","['2,123', '']","['2,359', '']"
3194,r476,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,475,"['471', '']","['497', '']","['553', '']","['13', '']","['742', '']","['2,168', '']","['744', '']","['1,114', '']","['1,361', '']","['2,356', '']"
3194,r477,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,476,"['3,852', '']","['3,366', 'i']","['2,879', '']","['2,815', '']","['3,121', '']","['2,948', '']","['2,795', '']","['2,840', '']","['3,178', '']","['2,355', '']"
3194,r478,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,477,"['2,970', '']","['3,101', '']","['2,296', '']","['2,159', '']","['2,528', '']","['2,187', '']","['1,908', '']","['2,498', '']","['2,934', '']","['2,352', '']"
3194,r479,All institutions -> U. Richmond,All institutions,U. Richmond,2,478,"['3,243', '']","['3,051', '']","['3,302', '']","['2,602', '']","['2,921', '']","['2,484', '']","['2,559', '']","['2,532', '']","['2,301', '']","['2,311', '']"
3194,r480,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,479,"['1,509', '']","['1,697', '']","['1,971', '']","['2,376', '']","['2,392', '']","['2,225', '']","['1,832', '']","['2,200', '']","['2,635', '']","['2,309', '']"
3194,r481,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,480,"['1,210', '']","['1,524', '']","['4,514', '']","['1,983', '']","['1,349', '']","['778', '']","['ne', '']","['1,904', '']","['2,414', '']","['2,307', '']"
3194,r482,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,481,"['2,978', '']","['2,542', '']","['1,865', '']","['1,857', '']","['1,894', '']","['1,868', '']","['1,747', '']","['2,252', '']","['2,860', '']","['2,293', '']"
3194,r483,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,482,"['5,890', '']","['6,187', 'i']","['6,041', 'i']","['ne', '']","['3,022', 'i']","['ne', '']","['ne', '']","['ne', '']","['3,060', '']","['2,250', '']"
3194,r484,All institutions -> Pomona C.,All institutions,Pomona C.,2,483,"['2,377', '']","['3,115', '']","['2,694', '']","['3,364', '']","['3,412', '']","['3,234', '']","['3,447', '']","['2,787', '']","['2,425', '']","['2,239', '']"
3194,r485,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,484,"['2,322', '']","['2,603', '']","['2,575', '']","['2,189', '']","['1,597', '']","['2,046', '']","['2,794', '']","['2,418', '']","['2,641', '']","['2,226', '']"
3194,r486,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,485,"['2,188', '']","['2,378', '']","['1,771', '']","['2,050', '']","['2,499', '']","['2,092', '']","['3,040', '']","['2,502', '']","['2,501', '']","['2,224', '']"
3194,r487,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,486,"['3,812', '']","['2,327', '']","['3,082', '']","['2,201', '']","['2,772', '']","['1,654', '']","['2,038', '']","['2,026', '']","['2,182', '']","['2,220', '']"
3194,r488,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,487,"['2,271', 'i']","['2,557', 'i']","['2,590', '']","['2,760', '']","['2,503', 'i']","['1,575', 'i']","['ne', '']","['ne', '']","['1,649', '']","['2,201', '']"
3194,r489,All institutions -> National Defense U.,All institutions,National Defense U.,2,488,"['ne', '']","['ne', '']","['ne', '']","['4,906', '']","['6,712', '']","['4,832', '']","['5,720', '']","['5,723', '']","['2,219', '']","['2,155', '']"
3194,r490,All institutions -> U. Central Arkansas,All institutions,U. Central Arkansas,2,489,"['1,700', '']","['1,457', '']","['1,563', '']","['1,444', '']","['2,201', '']","['2,037', '']","['2,132', '']","['2,167', '']","['2,253', '']","['2,150', '']"
3194,r491,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,490,"['337', 'i']","['750', '']","['ne', '']","['1,309', '']","['1,133', 'i']","['1,154', '']","['1,445', '']","['2,961', '']","['2,582', '']","['2,145', '']"
3194,r492,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,491,"['376', '']","['388', '']","['ne', '']","['ne', '']","['613', '']","['ne', '']","['ne', '']","['805', '']","['1,877', '']","['2,078', '']"
3194,r493,All institutions -> Bates C.,All institutions,Bates C.,2,492,"['1,545', '']","['1,814', '']","['2,031', '']","['2,444', '']","['1,531', '']","['2,725', '']","['1,730', '']","['1,750', '']","['1,508', '']","['2,074', '']"
3194,r494,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,493,"['ne', '']","['769', '']","['658', '']","['ne', '']","['850', '']","['532', '']","['ne', '']","['739', '']","['1,156', '']","['2,063', '']"
3194,r495,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,494,"['2,383', '']","['2,035', '']","['2,232', '']","['2,411', '']","['2,079', '']","['1,750', '']","['1,585', '']","['1,875', '']","['1,629', '']","['2,042', '']"
3194,r496,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,495,"['2,566', '']","['2,394', '']","['3,705', '']","['2,343', '']","['2,573', '']","['2,349', '']","['1,120', '']","['1,710', '']","['1,589', '']","['2,029', '']"
3194,r497,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,496,"['2,188', '']","['2,214', '']","['1,970', '']","['1,641', '']","['1,867', '']","['1,715', '']","['1,650', '']","['1,517', '']","['1,429', '']","['2,025', '']"
3194,r498,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,497,"['1,889', '']","['2,532', '']","['2,970', '']","['2,099', '']","['1,971', '']","['2,355', '']","['2,195', '']","['1,868', '']","['1,905', '']","['2,009', '']"
3194,r499,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,498,"['413', '']","['364', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,008', '']"
3194,r500,All institutions -> Spelman C.,All institutions,Spelman C.,2,499,"['2,740', '']","['1,833', '']","['1,874', '']","['1,366', '']","['1,185', '']","['1,035', '']","['1,291', '']","['1,227', '']","['1,673', '']","['2,004', '']"
3194,r501,All institutions -> Oberlin C.,All institutions,Oberlin C.,2,500,"['1,940', '']","['1,652', '']","['1,778', '']","['1,599', '']","['1,755', '']","['1,801', '']","['1,223', '']","['1,832', '']","['1,610', '']","['1,991', '']"
3194,r502,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,501,"['1,860', '']","['1,342', '']","['2,143', '']","['967', '']","['900', '']","['1,379', '']","['2,315', '']","['1,843', '']","['1,736', '']","['1,987', '']"
3194,r503,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,502,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['212', '']","['ne', '']","['ne', '']","['ne', '']","['1,981', '']"
3194,r504,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,503,"['3,171', '']","['3,780', '']","['2,538', '']","['2,027', '']","['1,820', '']","['2,973', '']","['3,276', '']","['1,964', '']","['2,506', '']","['1,971', '']"
3194,r505,All institutions -> Keck Graduate Institute,All institutions,Keck Graduate Institute,2,504,"['ne', '']","['2,313', '']","['1,920', '']","['2,357', '']","['2,132', '']","['1,708', '']","['1,799', 'i']","['1,859', 'i']","['1,850', 'i']","['1,969', 'i']"
3194,r506,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,505,"['1,096', '']","['1,669', '']","['1,327', '']","['1,173', '']","['1,469', '']","['1,002', '']","['1,036', '']","['1,137', '']","['1,437', '']","['1,961', '']"
3194,r507,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,506,"['ne', '']","['592', '']","['1,016', '']","['983', '']","['1,524', '']","['1,221', '']","['2,351', '']","['2,155', '']","['2,094', '']","['1,960', '']"
3194,r508,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,507,"['1,174', '']","['2,239', '']","['1,989', '']","['1,082', '']","['957', '']","['1,162', '']","['1,594', '']","['1,626', '']","['1,813', '']","['1,958', '']"
3194,r509,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,508,"['1,128', '']","['984', 'i']","['991', 'i']","['998', 'i']","['1,003', 'i']","['1,010', 'i']","['1,446', 'i']","['1,364', 'i']","['1,353', 'i']","['1,936', 'i']"
3194,r510,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,509,"['1,532', '']","['1,801', '']","['1,740', '']","['1,842', '']","['1,966', '']","['1,900', '']","['1,972', '']","['1,875', '']","['1,349', '']","['1,894', '']"
3194,r511,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,510,"['2,573', '']","['2,792', '']","['2,278', '']","['4,923', '']","['4,691', '']","['4,440', '']","['4,192', '']","['2,912', '']","['2,050', '']","['1,889', '']"
3194,r512,All institutions -> Polytechnic U. Puerto Rico,All institutions,Polytechnic U. Puerto Rico,2,511,"['ne', '']","['240', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,884', '']"
3194,r513,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,512,"['713', '']","['1,067', '']","['1,817', '']","['1,726', '']","['1,795', '']","['1,521', '']","['1,415', '']","['1,109', '']","['1,359', '']","['1,870', 'i']"
3194,r514,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,513,"['1,320', '']","['1,355', '']","['1,120', '']","['2,042', '']","['1,100', '']","['654', '']","['ne', '']","['923', '']","['ne', '']","['1,846', '']"
3194,r515,All institutions -> Claflin U.,All institutions,Claflin U.,2,514,"['3,241', '']","['5,202', '']","['5,255', '']","['2,574', '']","['1,618', '']","['1,204', '']","['1,748', '']","['1,354', '']","['1,505', '']","['1,736', '']"
3194,r516,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,515,"['1,808', '']","['1,536', '']","['2,155', '']","['2,205', '']","['1,852', '']","['2,040', '']","['1,293', '']","['2,246', '']","['2,104', '']","['1,727', '']"
3194,r517,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,516,"['1,874', '']","['2,700', '']","['1,996', '']","['2,613', '']","['2,210', '']","['1,801', '']","['2,261', '']","['1,405', '']","['1,793', '']","['1,720', '']"
3194,r518,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,517,"['ne', '']","['ne', '']","['819', '']","['435', '']","['652', '']","['828', '']","['820', '']","['444', '']","['2,940', '']","['1,713', '']"
3194,r519,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,518,"['1,957', '']","['1,840', '']","['1,704', '']","['937', '']","['569', '']","['650', '']","['911', '']","['1,316', '']","['1,255', '']","['1,688', '']"
3194,r520,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,519,"['783', '']","['977', '']","['ne', '']","['724', '']","['ne', '']","['ne', '']","['ne', '']","['1,626', '']","['1,953', '']","['1,679', '']"
3194,r521,All institutions -> Mercyhurst U.,All institutions,Mercyhurst U.,2,520,"['1,106', '']","['581', '']","['588', '']","['474', '']","['887', '']","['631', '']","['307', '']","['976', 'i']","['ne', '']","['1,673', 'i']"
3194,r522,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,521,"['2,284', '']","['2,358', '']","['3,015', '']","['2,083', '']","['1,371', '']","['1,574', '']","['1,822', '']","['2,043', '']","['1,822', '']","['1,657', '']"
3194,r523,"All institutions -> Palmer C. of Chiropractic, Davenport",All institutions,"Palmer C. of Chiropractic, Davenport",2,522,"['4,693', '']","['4,861', '']","['4,507', '']","['3,774', '']","['2,736', 'i']","['1,698', '']","['1,510', '']","['1,189', '']","['1,600', '']","['1,650', '']"
3194,r524,"All institutions -> SUNY, C. Plattsburgh",All institutions,"SUNY, C. Plattsburgh",2,523,"['1,613', '']","['1,098', '']","['913', '']","['ne', '']","['1,008', '']","['1,087', '']","['1,020', '']","['1,003', '']","['1,604', '']","['1,649', '']"
3194,r525,All institutions -> Des Moines U.,All institutions,Des Moines U.,2,524,"['855', '']","['924', '']","['ne', '']","['ne', '']","['929', '']","['ne', '']","['1,206', '']","['1,355', '']","['1,351', '']","['1,643', '']"
3194,r526,All institutions -> Colby C.,All institutions,Colby C.,2,525,"['1,515', '']","['1,528', '']","['1,709', '']","['1,571', '']","['1,475', '']","['1,573', '']","['1,639', '']","['1,643', '']","['1,948', '']","['1,641', '']"
3194,r527,All institutions -> Furman U.,All institutions,Furman U.,2,526,"['2,202', '']","['2,023', '']","['1,889', '']","['1,994', '']","['1,513', '']","['1,748', '']","['1,864', '']","['2,029', '']","['2,015', '']","['1,628', '']"
3194,r528,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,526,"['1,229', '']","['1,847', '']","['2,027', '']","['1,869', 'i']","['1,820', 'i']","['1,610', 'i']","['ne', '']","['1,460', 'i']","['1,544', 'i']","['1,628', 'i']"
3194,r529,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,528,"['434', '']","['518', '']","['ne', '']","['ne', '']","['ne', '']","['976', '']","['1,009', '']","['835', '']","['1,325', '']","['1,627', '']"
3194,r530,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,529,"['1,882', '']","['2,000', '']","['2,064', '']","['2,376', '']","['1,433', '']","['1,420', '']","['2,089', '']","['2,564', '']","['2,223', '']","['1,624', '']"
3194,r531,All institutions -> Kettering U.,All institutions,Kettering U.,2,530,"['6,275', '']","['4,936', '']","['3,215', '']","['2,806', '']","['2,728', '']","['2,685', '']","['2,650', '']","['3,245', '']","['2,060', '']","['1,613', '']"
3194,r532,All institutions -> C. Wooster,All institutions,C. Wooster,2,531,"['938', '']","['1,110', '']","['880', '']","['ne', '']","['1,135', '']","['1,135', 'i']","['ne', '']","['1,379', '']","['1,338', '']","['1,586', '']"
3194,r533,All institutions -> Macalester C.,All institutions,Macalester C.,2,532,"['3,080', '']","['3,343', '']","['1,518', '']","['1,241', '']","['1,256', '']","['1,096', '']","['1,389', '']","['1,754', '']","['1,218', '']","['1,582', '']"
3194,r534,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,533,"['1,292', '']","['1,449', '']","['1,675', '']","['1,369', '']","['1,654', '']","['1,217', '']","['1,217', '']","['2,496', '']","['1,423', '']","['1,579', '']"
3194,r535,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,534,"['ne', '']","['2,134', '']","['1,153', '']","['826', '']","['ne', '']","['315', '']","['ne', '']","['ne', '']","['ne', '']","['1,574', '']"
3194,r536,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,535,"['2,743', '']","['2,780', '']","['2,894', '']","['3,088', '']","['1,384', 'i']","['1,035', '']","['1,460', '']","['1,105', '']","['1,582', '']","['1,563', '']"
3194,r537,All institutions -> Davidson C.,All institutions,Davidson C.,2,536,"['1,432', '']","['1,808', '']","['1,291', '']","['2,213', '']","['1,629', '']","['2,305', '']","['1,463', '']","['1,583', '']","['1,338', '']","['1,549', '']"
3194,r538,All institutions -> U. Hartford,All institutions,U. Hartford,2,537,"['1,137', '']","['2,414', '']","['1,736', '']","['1,448', '']","['1,305', '']","['1,350', '']","['1,478', '']","['1,572', '']","['460', '']","['1,528', '']"
3194,r539,All institutions -> Gettysburg C.,All institutions,Gettysburg C.,2,538,"['664', '']","['541', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,014', '']","['1,407', '']","['1,525', '']"
3194,r540,All institutions -> Calvin U.,All institutions,Calvin U.,2,539,"['3,720', '']","['2,045', '']","['2,370', '']","['3,408', '']","['2,627', '']","['1,772', 'i']","['1,331', '']","['1,306', '']","['1,793', '']","['1,521', '']"
3194,r541,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,540,"['ne', '']","['363', '']","['ne', '']","['1,101', '']","['3,324', '']","['1,640', '']","['1,282', '']","['1,002', '']","['1,170', '']","['1,517', '']"
3194,r542,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,541,"['3,841', '']","['3,611', '']","['3,190', '']","['2,943', '']","['2,150', '']","['1,967', '']","['2,112', '']","['1,888', '']","['1,742', '']","['1,470', '']"
3194,r543,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,542,"['1,774', '']","['1,287', '']","['1,225', '']","['1,132', '']","['798', '']","['ne', '']","['1,170', '']","['1,557', '']","['1,136', '']","['1,468', '']"
3194,r544,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,542,"['ne', '']","['743', '']","['1,280', '']","['436', '']","['ne', '']","['ne', '']","['1,069', '']","['1,175', '']","['1,289', '']","['1,468', '']"
3194,r545,All institutions -> Fort Lewis C.,All institutions,Fort Lewis C.,2,544,"['360', '']","['606', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,460', '']"
3194,r546,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,545,"['1,174', '']","['1,616', '']","['1,369', '']","['1,283', '']","['1,927', '']","['1,450', '']","['1,815', '']","['1,900', '']","['1,665', '']","['1,459', '']"
3194,r547,"All institutions -> Union C., Schenectady",All institutions,"Union C., Schenectady",2,546,"['1,957', '']","['1,527', '']","['1,378', '']","['2,312', '']","['1,807', '']","['1,431', '']","['2,031', '']","['1,042', '']","['1,297', '']","['1,454', '']"
3194,r548,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,547,"['ne', '']","['1,419', 'i']","['1,758', '']","['1,104', '']","['892', '']","['1,078', '']","['1,108', '']","['1,326', '']","['1,371', '']","['1,435', '']"
3194,r549,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,547,"['2,326', '']","['1,992', '']","['1,489', '']","['1,418', '']","['1,511', '']","['2,148', '']","['1,576', '']","['1,676', '']","['1,694', '']","['1,435', '']"
