table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_headcount,field_all_personnel_functions_ftes,field_researchers_headcount,field_researchers_ftes,field_r_d_technicians_headcount,field_r_d_technicians_ftes,field_r_d_support_staff_headcount,field_r_d_support_staff_ftes
12726,r124,United States -> Connecticut -> Private -> Sacred Heart U.,United States,Connecticut,Private,Sacred Heart U.,4,"['153', '']","['17.3', '']","['153', '']","['17.3', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r125,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['209', '']","['47.8', '']","['39', '']","['19.9', '']","['170', '']","['27.9', '']","['0', '']","['0.0', '']"
12726,r126,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['69', '']","['10.8', '']","['61', '']","['8.9', '']","['1', '']","['0.1', '']","['7', '']","['1.8', '']"
12726,r127,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['199', '']","['32.0', '']","['93', '']","['12.0', '']","['85', '']","['11.0', '']","['21', '']","['9.0', '']"
12726,r128,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['278', '']","['187.6', 'i']","['63', '']","['44.4', 'i']","['75', '']","['47.9', 'i']","['140', '']","['95.3', 'i']"
12726,r129,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['7,015', '']","['2,612.7', '']","['3,975', '']","['1,900.8', '']","['1,998', '']","['550.7', '']","['1,042', '']","['161.2', '']"
12726,r130,United States -> Delaware,United States,Delaware,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r131,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r132,United States -> Delaware -> Public -> Delaware State U.,United States,Delaware,Public,Delaware State U.,4,"['154', '']","['66.8', '']","['141', '']","['55.8', '']","['8', '']","['7.0', '']","['5', '']","['4.0', '']"
12726,r133,United States -> Delaware -> Public -> U. Delaware,United States,Delaware,Public,U. Delaware,4,"['4,156', '']","['2,291.0', '']","['786', '']","['606.0', '']","['2,058', '']","['1,029.0', '']","['1,312', '']","['656.0', '']"
12726,r134,United States -> District of Columbia,United States,District of Columbia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r135,United States -> District of Columbia -> Public,United States,District of Columbia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r136,United States -> District of Columbia -> Public -> National Defense U.,United States,District of Columbia,Public,National Defense U.,4,"['29', '']","['26.0', '']","['23', '']","['22.0', '']","['0', '']","['0.0', '']","['6', '']","['4.0', '']"
12726,r137,United States -> District of Columbia -> Public -> U. of the District of Columbia,United States,District of Columbia,Public,U. of the District of Columbia,4,"['182', 'i']","['77.2', 'i']","['76', 'i']","['34.6', 'i']","['43', 'i']","['21.6', 'i']","['63', 'i']","['21.0', 'i']"
12726,r138,United States -> District of Columbia -> Private,United States,District of Columbia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r139,United States -> District of Columbia -> Private -> American U.,United States,District of Columbia,Private,American U.,4,"['1,734', '']","['1,052.0', '']","['447', '']","['86.0', '']","['393', '']","['295.0', '']","['894', '']","['671.0', '']"
12726,r140,United States -> District of Columbia -> Private -> Catholic U. of America,United States,District of Columbia,Private,Catholic U. of America,4,"['325', '']","['218.4', '']","['148', '']","['101.4', '']","['166', '']","['107.9', '']","['11', '']","['9.1', '']"
12726,r141,United States -> District of Columbia -> Private -> Gallaudet U.,United States,District of Columbia,Private,Gallaudet U.,4,"['179', '']","['62.0', '']","['101', '']","['31.0', '']","['59', '']","['20.0', '']","['19', '']","['11.0', '']"
12726,r142,United States -> District of Columbia -> Private -> George Washington U.,United States,District of Columbia,Private,George Washington U.,4,"['3,470', '']","['1,137.8', '']","['840', '']","['374.3', '']","['577', '']","['391.8', '']","['2,053', '']","['371.7', '']"
12726,r143,United States -> District of Columbia -> Private -> Georgetown U.,United States,District of Columbia,Private,Georgetown U.,4,"['3,649', '']","['1,478.6', '']","['682', '']","['354.6', '']","['1,564', '']","['707.2', '']","['1,403', '']","['416.8', '']"
12726,r144,United States -> District of Columbia -> Private -> Howard U.,United States,District of Columbia,Private,Howard U.,4,"['971', '']","['457.2', '']","['308', '']","['138.7', '']","['377', '']","['167.3', '']","['286', '']","['151.2', '']"
12726,r145,United States -> Florida,United States,Florida,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r146,United States -> Florida -> Public,United States,Florida,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r147,United States -> Florida -> Public -> Florida A&M U.,United States,Florida,Public,Florida A&M U.,4,"['3,214', '']","['732.0', '']","['111', '']","['41.2', '']","['139', '']","['86.0', '']","['2,964', '']","['604.8', '']"
12726,r148,United States -> Florida -> Public -> Florida Atlantic U.,United States,Florida,Public,Florida Atlantic U.,4,"['1,341', '']","['768.6', '']","['327', '']","['261.6', '']","['830', '']","['415.0', '']","['184', '']","['92.0', '']"
12726,r149,United States -> Florida -> Public -> Florida Gulf Coast U.,United States,Florida,Public,Florida Gulf Coast U.,4,"['207', '']","['112.7', '']","['41', '']","['33.5', '']","['38', '']","['12.8', '']","['128', '']","['66.4', '']"
12726,r150,United States -> Florida -> Public -> Florida International U.,United States,Florida,Public,Florida International U.,4,"['5,050', '']","['2,979.6', '']","['889', '']","['799.5', '']","['3,384', '']","['1,442.8', '']","['777', '']","['737.3', '']"
12726,r151,United States -> Florida -> Public -> Florida Polytechnic U.,United States,Florida,Public,Florida Polytechnic U.,4,"['116', '']","['21.6', '']","['43', '']","['7.8', '']","['16', '']","['8.1', '']","['57', '']","['5.7', '']"
12726,r152,United States -> Florida -> Public -> Florida State U.,United States,Florida,Public,Florida State U.,4,"['3,820', '']","['1,736.1', '']","['1,334', '']","['487.7', '']","['2,025', '']","['895.1', '']","['461', '']","['353.3', '']"
12726,r153,United States -> Florida -> Public -> New C. Florida,United States,Florida,Public,New C. Florida,4,"['103', '']","['48.0', 'i']","['74', '']","['33.7', 'i']","['28', '']","['14.0', 'i']","['1', '']","['0.3', 'i']"
12726,r154,United States -> Florida -> Public -> U. Central Florida,United States,Florida,Public,U. Central Florida,4,"['2,818', '']","['1,012.6', 'i']","['626', '']","['285.2', 'i']","['NA', '']","['NA', '']","['2,192', '']","['727.4', 'i']"
12726,r155,United States -> Florida -> Public -> U. Florida,United States,Florida,Public,U. Florida,4,"['14,827', '']","['5,879.2', '']","['4,657', '']","['2,387.3', '']","['6,647', '']","['2,430.6', '']","['3,523', '']","['1,061.3', '']"
12726,r156,United States -> Florida -> Public -> U. North Florida,United States,Florida,Public,U. North Florida,4,"['616', '']","['184.0', '']","['63', '']","['15.0', '']","['417', '']","['111.0', '']","['136', '']","['58.0', '']"
12726,r157,United States -> Florida -> Public -> U. South Florida,United States,Florida,Public,U. South Florida,4,"['3,737', '']","['2,104.4', '']","['1,913', '']","['816.3', '']","['153', '']","['96.6', '']","['1,671', '']","['1,191.5', '']"
12726,r158,United States -> Florida -> Public -> U. West Florida,United States,Florida,Public,U. West Florida,4,"['292', '']","['68.0', '']","['61', '']","['15.0', '']","['41', '']","['9.0', '']","['190', '']","['44.0', '']"
12726,r159,United States -> Florida -> Private,United States,Florida,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r160,United States -> Florida -> Private -> Embry-Riddle Aeronautical U.,United States,Florida,Private,Embry-Riddle Aeronautical U.,4,"['172', '']","['121.2', 'i']","['172', '']","['121.2', 'i']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
12726,r161,United States -> Florida -> Private -> Florida Institute of Technology,United States,Florida,Private,Florida Institute of Technology,4,"['343', '']","['225.3', 'i']","['88', '']","['62.0', 'i']","['246', '']","['157.2', 'i']","['9', '']","['6.1', 'i']"
12726,r162,United States -> Florida -> Private -> Nova Southeastern U.,United States,Florida,Private,Nova Southeastern U.,4,"['832', '']","['740.2', '']","['566', '']","['542.9', '']","['180', '']","['127.4', '']","['86', '']","['69.9', '']"
12726,r163,United States -> Florida -> Private -> U. Miami,United States,Florida,Private,U. Miami,4,"['3,519', '']","['2,361.4', 'i']","['2,546', '']","['1,794.6', 'i']","['668', '']","['359.2', 'i']","['305', '']","['207.6', 'i']"
12726,r164,United States -> Georgia,United States,Georgia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r165,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r166,United States -> Georgia -> Public -> Albany State U.,United States,Georgia,Public,Albany State U.,4,"['117', 'i']","['47.3', 'i']","['25', 'i']","['11.6', 'i']","['29', 'i']","['14.7', 'i']","['63', 'i']","['21.0', 'i']"
12726,r167,United States -> Georgia -> Public -> Augusta U.,United States,Georgia,Public,Augusta U.,4,"['1,540', '']","['1,353.0', '']","['676', '']","['658.0', '']","['749', '']","['581.0', '']","['115', '']","['114.0', '']"
12726,r168,United States -> Georgia -> Public -> Fort Valley State U.,United States,Georgia,Public,Fort Valley State U.,4,"['102', '']","['42.6', 'i']","['27', '']","['12.3', 'i']","['32', '']","['16.0', 'i']","['43', '']","['14.3', 'i']"
12726,r169,United States -> Georgia -> Public -> Georgia Institute of Technology,United States,Georgia,Public,Georgia Institute of Technology,4,"['9,726', '']","['4,493.4', 'i']","['2,967', '']","['1,351.8', 'i']","['5,326', '']","['2,666.1', 'i']","['1,433', '']","['475.5', 'i']"
12726,r170,United States -> Georgia -> Public -> Georgia Southern U.,United States,Georgia,Public,Georgia Southern U.,4,"['1,259', '']","['272.3', '']","['790', '']","['212.8', '']","['441', '']","['44.8', '']","['28', '']","['14.7', '']"
12726,r171,United States -> Georgia -> Public -> Georgia State U.,United States,Georgia,Public,Georgia State U.,4,"['4,254', '']","['1,591.7', 'i']","['1,046', '']","['476.6', 'i']","['299', '']","['149.7', 'i']","['2,909', '']","['965.4', 'i']"
12726,r172,United States -> Georgia -> Public -> Kennesaw State U.,United States,Georgia,Public,Kennesaw State U.,4,"['973', 'i']","['445.2', 'i']","['618', 'i']","['281.6', 'i']","['272', 'i']","['136.1', 'i']","['83', 'i']","['27.5', 'i']"
12726,r173,United States -> Georgia -> Public -> Savannah State U.,United States,Georgia,Public,Savannah State U.,4,"['178', '']","['42.0', '']","['151', '']","['37.0', '']","['3', '']","['3.0', '']","['24', '']","['2.0', '']"
12726,r174,United States -> Georgia -> Public -> U. Georgia,United States,Georgia,Public,U. Georgia,4,"['6,213', '']","['3,056.6', '']","['1,949', '']","['1,237.2', '']","['2,485', '']","['1,038.9', '']","['1,779', '']","['780.5', '']"
12726,r175,United States -> Georgia -> Public -> U. North Georgia,United States,Georgia,Public,U. North Georgia,4,"['73', '']","['31.9', '']","['43', '']","['21.5', '']","['0', '']","['0.0', '']","['30', '']","['10.4', '']"
12726,r176,United States -> Georgia -> Private,United States,Georgia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r177,United States -> Georgia -> Private -> Clark Atlanta U.,United States,Georgia,Private,Clark Atlanta U.,4,"['165', '']","['140.0', '']","['24', '']","['23.5', '']","['126', '']","['102.5', '']","['15', '']","['14.0', '']"
12726,r178,United States -> Georgia -> Private -> Emory U.,United States,Georgia,Private,Emory U.,4,"['6,352', '']","['4,539.0', '']","['1,062', '']","['838.0', '']","['1,249', '']","['1,027.0', '']","['4,041', '']","['2,674.0', '']"
12726,r179,United States -> Georgia -> Private -> Mercer U.,United States,Georgia,Private,Mercer U.,4,"['502', '']","['280.9', '']","['254', '']","['65.2', '']","['184', '']","['171.9', '']","['64', '']","['43.8', '']"
12726,r180,United States -> Georgia -> Private -> Morehouse C.,United States,Georgia,Private,Morehouse C.,4,"['87', '']","['61.3', 'i']","['87', '']","['61.3', 'i']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
12726,r181,United States -> Georgia -> Private -> Morehouse School of Medicine,United States,Georgia,Private,Morehouse School of Medicine,4,"['319', '']","['264.6', '']","['132', '']","['102.9', '']","['96', '']","['74.4', '']","['91', '']","['87.3', '']"
12726,r182,United States -> Georgia -> Private -> Spelman C.,United States,Georgia,Private,Spelman C.,4,"['106', '']","['37.4', '']","['58', '']","['9.0', '']","['9', '']","['6.3', '']","['39', '']","['22.1', '']"
12726,r183,United States -> Hawaii,United States,Hawaii,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r184,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
12726,r185,"United States -> Hawaii -> Public -> U. Hawaii, Hilo",United States,Hawaii,Public,"U. Hawaii, Hilo",4,"['140', '']","['66.6', '']","['22', '']","['8.9', '']","['54', '']","['25.3', '']","['64', '']","['32.4', '']"
12726,r186,"United States -> Hawaii -> Public -> U. Hawaii, Manoa",United States,Hawaii,Public,"U. Hawaii, Manoa",4,"['3,410', '']","['1,784.1', '']","['703', '']","['432.3', '']","['2,233', '']","['1,061.5', '']","['474', '']","['290.3', '']"
12726,r187,"United States -> Hawaii -> Public -> U. Hawaii, Maui C.",United States,Hawaii,Public,"U. Hawaii, Maui C.",4,"['61', '']","['12.1', '']","['29', '']","['8.7', '']","['30', '']","['3.3', '']","['2', '']","['0.1', '']"
12726,r188,"United States -> Hawaii -> Public -> U. Hawaii, system office",United States,Hawaii,Public,"U. Hawaii, system office",4,"['42', '']","['33.9', '']","['9', '']","['8.2', '']","['13', '']","['7.1', '']","['20', '']","['18.6', '']"
12726,r189,United States -> Hawaii -> Private,United States,Hawaii,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
