table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7862,r468,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['0', '']","['0', '']","['422', '']","['10,474', '']","['0', '']","['5,503', '']","['4,910', '']","['1,415', '']","['0', '']","['15,055', '']","['0', '']"
7862,r469,North Carolina -> Public -> Elizabeth City State U.,North Carolina,Public,Elizabeth City State U.,3,"['ne', '']","['268', '']","['0', '']","['800', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r470,North Carolina -> Public -> Fayetteville State U.,North Carolina,Public,Fayetteville State U.,3,"['ne', '']","['400', '']","['930', '']","['0', '']","['681', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r471,North Carolina -> Public -> North Carolina Agricultural and Technical State U.,North Carolina,Public,North Carolina Agricultural and Technical State U.,3,"['13,665', '']","['16,736', '']","['10,844', '']","['0', '']","['0', '']","['533', '']","['804', '']","['0', '']","['5,100', '']","['90,616', '']","['0', '']"
7862,r472,North Carolina -> Public -> North Carolina Central U.,North Carolina,Public,North Carolina Central U.,3,"['0', '']","['950', '']","['600', '']","['0', '']","['280', '']","['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r473,North Carolina -> Public -> North Carolina State U.,North Carolina,Public,North Carolina State U.,3,"['25,682', '']","['4,675', '']","['4,826', '']","['11,259', '']","['19,137', '']","['10,812', '']","['14,899', '']","['3,674', '']","['25,725', '']","['63,380', '']","['0', '']"
7862,r474,"North Carolina -> Public -> U. North Carolina, Asheville",North Carolina,Public,"U. North Carolina, Asheville",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r475,"North Carolina -> Public -> U. North Carolina, Chapel Hill",North Carolina,Public,"U. North Carolina, Chapel Hill",3,"['50,786', '']","['10,210', '']","['5,154', '']","['3,935', '']","['72,102', '']","['69,270', '']","['16,645', '']","['1,560', '']","['4,299', '']","['106,232', '']","['0', '']"
7862,r476,"North Carolina -> Public -> U. North Carolina, Charlotte",North Carolina,Public,"U. North Carolina, Charlotte",3,"['595', '']","['6,050', '']","['664', '']","['8,109', '']","['16,500', '']","['13,233', '']","['560', '']","['1,270', '']","['80,000', '']","['0', '']","['0', '']"
7862,r477,"North Carolina -> Public -> U. North Carolina, Greensboro",North Carolina,Public,"U. North Carolina, Greensboro",3,"['11,625', '']","['288', '']","['0', '']","['550', '']","['941', '']","['610', '']","['771', '']","['0', '']","['683', '']","['0', '']","['0', '']"
7862,r478,"North Carolina -> Public -> U. North Carolina, Wilmington",North Carolina,Public,"U. North Carolina, Wilmington",3,"['0', '']","['5,000', '']","['332', '']","['0', '']","['0', '']","['1,705', '']","['11,081', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r479,North Carolina -> Public -> Western Carolina U.,North Carolina,Public,Western Carolina U.,3,"['12,425', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r480,North Carolina -> Public -> Winston-Salem State U.,North Carolina,Public,Winston-Salem State U.,3,"['0', '']","['0', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r481,North Carolina -> Private,North Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r482,North Carolina -> Private -> Davidson C.,North Carolina,Private,Davidson C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r483,North Carolina -> Private -> Duke U.,North Carolina,Private,Duke U.,3,"['18,028', '']","['71,030', '']","['23,293', '']","['18,055', '']","['23,900', '']","['17,437', '']","['21,820', '']","['929', '']","['24,065', '']","['0', '']","['0', '']"
7862,r484,North Carolina -> Private -> Johnson C. Smith U.,North Carolina,Private,Johnson C. Smith U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r485,North Carolina -> Private -> Wake Forest U.,North Carolina,Private,Wake Forest U.,3,"['0', '']","['4,841', '']","['7,913', '']","['1,485', '']","['0', '']","['28,371', '']","['13,543', '']","['9,453', '']","['14,400', '']","['0', '']","['0', '']"
7862,r486,North Dakota,North Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r487,North Dakota -> Public,North Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r488,North Dakota -> Public -> North Dakota State U.,North Dakota,Public,North Dakota State U.,3,"['0', '']","['326', '']","['8,645', '']","['0', '']","['1,796', '']","['963', '']","['383', '']","['2,844', '']","['1,750', '']","['800', '']","['0', '']"
7862,r489,North Dakota -> Public -> U. North Dakota,North Dakota,Public,U. North Dakota,3,"['0', '']","['0', '']","['0', '']","['0', '']","['1,450', '']","['2,120', '']","['380', '']","['687', '']","['0', '']","['0', '']","['0', '']"
7862,r490,Ohio,Ohio,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r491,Ohio -> Public,Ohio,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r492,Ohio -> Public -> Bowling Green State U.,Ohio,Public,Bowling Green State U.,3,"['0', '']","['2,215', '']","['1,864', '']","['1,998', '']","['4,803', '']","['3,104', '']","['13,816', '']","['1,500', '']","['500', '']","['0', '']","['16,137', '']"
7862,r493,Ohio -> Public -> Central State U.,Ohio,Public,Central State U.,3,"['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,600', '']","['0', '']","['0', '']","['0', '']"
7862,r494,Ohio -> Public -> Cleveland State U.,Ohio,Public,Cleveland State U.,3,"['0', '']","['6,220', '']","['1,750', '']","['0', '']","['658', '']","['0', '']","['815', '']","['1,701', '']","['704', '']","['0', '']","['0', '']"
7862,r495,Ohio -> Public -> Kent State U.,Ohio,Public,Kent State U.,3,"['NA', '']","['0', '']","['330', '']","['13,000', '']","['54,571', '']","['2,000', '']","['678', '']","['3,680', '']","['0', '']","['0', '']","['0', '']"
7862,r496,Ohio -> Public -> Miami U.,Ohio,Public,Miami U.,3,"['5,175', '']","['10,727', '']","['250', '']","['18,800', '']","['25,270', '']","['50,228', '']","['64,344', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r497,Ohio -> Public -> Northeast Ohio Medical U.,Ohio,Public,Northeast Ohio Medical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['704', '']","['2,111', '']","['4,369', '']","['650', '']","['900', '']","['0', '']"
7862,r498,Ohio -> Public -> Ohio State U.,Ohio,Public,Ohio State U.,3,"['5,349', '']","['2,884', '']","['15,555', '']","['75,433', '']","['13,667', '']","['30,234', '']","['185,704', '']","['2,122', '']","['84,614', '']","['0', '']","['0', '']"
7862,r499,Ohio -> Public -> Ohio U.,Ohio,Public,Ohio U.,3,"['0', '']","['2,829', '']","['13,783', '']","['8,888', '']","['7,130', '']","['359', '']","['0', '']","['6,850', '']","['11,115', '']","['0', '']","['16,586', '']"
7862,r500,Ohio -> Public -> U. Akron,Ohio,Public,U. Akron,3,"['NA', '']","['NA', '']","['7,217', '']","['0', '']","['2,400', '']","['3,534', '']","['0', '']","['0', '']","['14,000', '']","['0', '']","['0', '']"
7862,r501,Ohio -> Public -> U. Cincinnati,Ohio,Public,U. Cincinnati,3,"['1,884', '']","['0', '']","['26,408', '']","['27,609', '']","['26,132', '']","['5,111', '']","['29,669', '']","['13,735', '']","['1,191', '']","['139,387', '']","['33,938', '']"
7862,r502,Ohio -> Public -> U. Toledo,Ohio,Public,U. Toledo,3,"['10,598', '']","['7,025', '']","['1,563', '']","['6,838', '']","['2,105', '']","['3,986', '']","['3,846', '']","['1,832', '']","['5,000', '']","['0', '']","['26,025', '']"
7862,r503,Ohio -> Public -> Wright State U.,Ohio,Public,Wright State U.,3,"['3,914', '']","['6,625', '']","['900', '']","['6,114', '']","['1,000', '']","['3,165', '']","['330', '']","['1,800', '']","['3,000', '']","['0', '']","['0', '']"
7862,r504,Ohio -> Public -> Youngstown State U.,Ohio,Public,Youngstown State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,000', '']","['0', '']","['850', '']","['0', '']","['0', '']"
7862,r505,Ohio -> Private,Ohio,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r506,Ohio -> Private -> Case Western Reserve U.,Ohio,Private,Case Western Reserve U.,3,"['23,430', '']","['3,520', '']","['2,412', '']","['5,897', '']","['2,497', '']","['2,497', '']","['2,507', '']","['2,283', '']","['2,464', '']","['0', '']","['0', '']"
7862,r507,Ohio -> Private -> Heidelberg U.,Ohio,Private,Heidelberg U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r508,Ohio -> Private -> Oberlin C.,Ohio,Private,Oberlin C.,3,"['ne', '']","['ne', '']","['2,345', '']","['765', '']","['0', '']","['0', '']","['0', '']","['862', '']","['0', '']","['0', '']","['1,145', '']"
7862,r509,Ohio -> Private -> U. Dayton,Ohio,Private,U. Dayton,3,"['1,000', '']","['2,351', '']","['3,255', '']","['13,768', '']","['4,160', '']","['9,918', 'i']","['8,319', '']","['1,896', '']","['8,525', '']","['0', '']","['0', '']"
7862,r510,Oklahoma,Oklahoma,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r511,Oklahoma -> Public,Oklahoma,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r512,Oklahoma -> Public -> Langston U.,Oklahoma,Public,Langston U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r513,"Oklahoma -> Public -> Oklahoma State U., Center for Health Sciences",Oklahoma,Public,"Oklahoma State U., Center for Health Sciences",3,"['na', '']","['na', '']","['1,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15,341', '']","['16,000', '']","['0', '']","['0', '']"
7862,r514,"Oklahoma -> Public -> Oklahoma State U., Stillwater",Oklahoma,Public,"Oklahoma State U., Stillwater",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', 'i']","['2,544', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r515,Oklahoma -> Public -> U. Central Oklahoma,Oklahoma,Public,U. Central Oklahoma,3,"['ne', '']","['ne', '']","['833', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['1,223', '']","['0', '']","['0', '']","['0', '']"
7862,r516,"Oklahoma -> Public -> U. Oklahoma, Norman and Health Science Center",Oklahoma,Public,"U. Oklahoma, Norman and Health Science Center",3,"['3,325', '']","['517', '']","['3,692', '']","['16,748', '']","['26,578', '']","['142,552', '']","['27,500', '']","['20,000', '']","['30,000', '']","['0', '']","['0', '']"
7862,r517,"Oklahoma -> Public -> U. Oklahoma, Tulsa",Oklahoma,Public,"U. Oklahoma, Tulsa",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r518,Oklahoma -> Private,Oklahoma,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r519,Oklahoma -> Private -> U. Tulsa,Oklahoma,Private,U. Tulsa,3,"['250', '']","['0', '']","['0', '']","['0', '']","['3,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r520,Oregon,Oregon,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r521,Oregon -> Public,Oregon,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r522,Oregon -> Public -> Oregon Health and Science U.,Oregon,Public,Oregon Health and Science U.,3,"['12,450', '']","['38,300', '']","['24,674', '']","['4,675', '']","['12,042', '']","['13,357', '']","['22,260', '']","['45,293', '']","['4,020', '']","['22,395', '']","['0', '']"
7862,r523,Oregon -> Public -> Oregon Institute of Technology,Oregon,Public,Oregon Institute of Technology,3,"['0', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['50,200', '']","['11,700', '']","['4,362', '']","['0', '']","['0', '']","['0', '']"
7862,r524,Oregon -> Public -> Oregon State U.,Oregon,Public,Oregon State U.,3,"['8,000', '']","['20,952', '']","['17,042', '']","['5,600', '']","['2,750', '']","['11,250', '']","['4,100', '']","['183,870', '']","['58,000', '']","['110,000', '']","['470,000', '']"
7862,r525,Oregon -> Public -> Portland State U.,Oregon,Public,Portland State U.,3,"['925', '']","['6,534', '']","['0', '']","['0', '']","['0', '']","['410', '']","['0', '']","['14,497', '']","['48,500', '']","['0', '']","['52,567', '']"
7862,r526,Oregon -> Public -> U. Oregon,Oregon,Public,U. Oregon,3,"['2,133', '']","['1,539', '']","['3,943', '']","['22,919', '']","['3,342', '']","['10,468', '']","['6,773', '']","['9,650', '']","['63,600', '']","['67,300', '']","['0', '']"
7862,r527,Oregon -> Private,Oregon,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r528,Oregon -> Private -> Lewis and Clark C.,Oregon,Private,Lewis and Clark C.,3,"['ne', '']","['0', '']","['260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r529,Oregon -> Private -> National U. of Natural Medicine,Oregon,Private,National U. of Natural Medicine,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r530,Oregon -> Private -> Pacific U.,Oregon,Private,Pacific U.,3,"['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r531,Oregon -> Private -> Reed C.,Oregon,Private,Reed C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']"
7862,r532,Pennsylvania,Pennsylvania,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r533,Pennsylvania -> Public,Pennsylvania,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r534,Pennsylvania -> Public -> Indiana U. Pennsylvania,Pennsylvania,Public,Indiana U. Pennsylvania,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r535,"Pennsylvania -> Public -> Pennsylvania State U., Behrend",Pennsylvania,Public,"Pennsylvania State U., Behrend",3,"['na', '']","['na', '']","['4,364', '']","['571', '']","['0', '']","['0', '']","['0', '']","['557', '']","['0', '']","['0', '']","['0', '']"
7862,r536,"Pennsylvania -> Public -> Pennsylvania State U., Harrisburg",Pennsylvania,Public,"Pennsylvania State U., Harrisburg",3,"['na', '']","['na', '']","['2,600', '']","['1,050', '']","['2,500', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r537,"Pennsylvania -> Public -> Pennsylvania State U., University Park and Hershey Medical Center",Pennsylvania,Public,"Pennsylvania State U., University Park and Hershey Medical Center",3,"['na', '']","['na', '']","['29,871', '']","['34,842', '']","['33,881', '']","['32,900', '']","['16,800', '']","['29,062', '']","['104,875', '']","['72,000', '']","['0', '']"
7862,r538,Pennsylvania -> Public -> Temple U.,Pennsylvania,Public,Temple U.,3,"['19,900', '']","['3,700', '']","['11,745', 'i']","['0', '']","['27,589', '']","['14,349', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r539,"Pennsylvania -> Public -> U. Pittsburgh, Pittsburgh",Pennsylvania,Public,"U. Pittsburgh, Pittsburgh",3,"['NA', '']","['56,880', '']","['111,565', '']","['11,763', '']","['54,685', '']","['38,875', '']","['108,370', '']","['45,413', '']","['40,025', '']","['0', '']","['0', '']"
7862,r540,Pennsylvania -> Public -> West Chester U. Pennsylvania,Pennsylvania,Public,West Chester U. Pennsylvania,3,"['ne', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['2,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r541,Pennsylvania -> Private,Pennsylvania,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r542,Pennsylvania -> Private -> Bryn Mawr C.,Pennsylvania,Private,Bryn Mawr C.,3,"['0', '']","['3,106', '']","['0', '']","['1,310', '']","['1,240', '']","['0', '']","['0', '']","['4,522', '']","['0', '']","['1,315', '']","['0', '']"
7862,r543,Pennsylvania -> Private -> Bucknell U.,Pennsylvania,Private,Bucknell U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,750', '']","['2,354', '']","['0', '']","['4,099', '']","['0', '']","['0', '']"
7862,r544,Pennsylvania -> Private -> Carnegie Mellon U.,Pennsylvania,Private,Carnegie Mellon U.,3,"['20,197', '']","['14,677', '']","['5,192', '']","['7,115', '']","['19,983', '']","['20,898', '']","['11,479', '']","['7,920', '']","['2,660', '']","['0', '']","['0', '']"
7862,r545,Pennsylvania -> Private -> Drexel U.,Pennsylvania,Private,Drexel U.,3,"['NA', '']","['1,600', '']","['346', '']","['6,012', '']","['13,093', '']","['16,572', '']","['17,278', '']","['978', '']","['0', '']","['0', '']","['0', '']"
7862,r546,Pennsylvania -> Private -> Duquesne U.,Pennsylvania,Private,Duquesne U.,3,"['0', '']","['0', '']","['800', '']","['9,288', '']","['6,082', '']","['2,149', '']","['991', '']","['1,100', '']","['1,200', '']","['0', '']","['0', '']"
7862,r547,Pennsylvania -> Private -> Franklin and Marshall C.,Pennsylvania,Private,Franklin and Marshall C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r548,Pennsylvania -> Private -> Haverford C.,Pennsylvania,Private,Haverford C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,825', '']","['345', '']","['0', '']","['500', '']","['0', '']","['0', '']"
7862,r549,Pennsylvania -> Private -> Lafayette C.,Pennsylvania,Private,Lafayette C.,3,"['0', '']","['0', '']","['303', '']","['289', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['7,500', '']","['0', '']","['0', '']"
7862,r550,Pennsylvania -> Private -> Lehigh U.,Pennsylvania,Private,Lehigh U.,3,"['0', '']","['4,000', '']","['0', '']","['0', '']","['1,800', '']","['1,000', '']","['16,957', '']","['3,162', '']","['0', '']","['0', '']","['0', '']"
7862,r551,Pennsylvania -> Private -> Mercyhurst U.,Pennsylvania,Private,Mercyhurst U.,3,"['ne', '']","['ne', '']","['1,500', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r552,Pennsylvania -> Private -> Philadelphia C. of Osteopathic Medicine,Pennsylvania,Private,Philadelphia C. of Osteopathic Medicine,3,"['1,850', '']","['0', '']","['1,132', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r553,Pennsylvania -> Private -> Saint Joseph's U.,Pennsylvania,Private,Saint Joseph's U.,3,"['850', '']","['1,060', '']","['700', '']","['500', '']","['ne', '']","['ne', '']","['360', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r554,Pennsylvania -> Private -> Swarthmore C.,Pennsylvania,Private,Swarthmore C.,3,"['0', '']","['0', '']","['0', '']","['500', '']","['900', '']","['0', '']","['0', '']","['0', '']","['1,560', '']","['0', '']","['0', '']"
7862,r555,Pennsylvania -> Private -> Thomas Jefferson U.,Pennsylvania,Private,Thomas Jefferson U.,3,"['NA', '']","['4,280', '']","['17,090', '']","['32,900', '']","['1,180', '']","['5,632', '']","['37,245', '']","['3,141', 'i']","['12,254', 'i']","['0', 'i']","['0', 'i']"
7862,r556,Pennsylvania -> Private -> U. of the Sciences Philadelphia,Pennsylvania,Private,U. of the Sciences Philadelphia,3,"['NA', '']","['0', '']","['516', '']","['0', '']","['950', '']","['8,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r557,Pennsylvania -> Private -> U. Pennsylvania,Pennsylvania,Private,U. Pennsylvania,3,"['81,667', '']","['48,278', '']","['72,313', '']","['44,278', '']","['158,151', '']","['258,618', '']","['184,466', '']","['112,541', '']","['239,580', '']","['0', '']","['0', '']"
7862,r558,Pennsylvania -> Private -> Villanova U.,Pennsylvania,Private,Villanova U.,3,"['NA', '']","['0', '']","['0', 'i']","['0', '']","['583', '']","['720', '']","['2,797', '']","['0', '']","['1,550', '']","['0', '']","['0', '']"
7862,r559,Rhode Island,Rhode Island,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r560,Rhode Island -> Public,Rhode Island,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r561,Rhode Island -> Public -> Rhode Island C.,Rhode Island,Public,Rhode Island C.,3,"['ne', '']","['ne', '']","['ne', '']","['1,061', '']","['ne', '']","['10,668', '']","['ne', '']","['314', '']","['0', '']","['0', '']","['600', '']"
7862,r562,Rhode Island -> Public -> U. Rhode Island,Rhode Island,Public,U. Rhode Island,3,"['0', '']","['1,694', '']","['2,236', '']","['2,845', '']","['0', '']","['1,766', '']","['6,162', '']","['6,306', '']","['0', '']","['42,870', '']","['70,128', '']"
7862,r563,Rhode Island -> Private,Rhode Island,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r564,Rhode Island -> Private -> Brown U.,Rhode Island,Private,Brown U.,3,"['19,362', '']","['14,193', '']","['84,711', '']","['48,445', '']","['7,336', '']","['18,606', '']","['11,629', '']","['18,614', '']","['5,100', '']","['0', '']","['0', '']"
7862,r565,Rhode Island -> Private -> Providence C.,Rhode Island,Private,Providence C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['13,389', '']","['3,951', '']","['3,096', '']","['10,763', '']","['0', '']","['0', '']"
7862,r566,Rhode Island -> Private -> Roger Williams U.,Rhode Island,Private,Roger Williams U.,3,"['NA', '']","['ne', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,200', '']","['0', '']","['0', '']"
7862,r567,South Carolina,South Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r568,South Carolina -> Public,South Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r569,South Carolina -> Public -> C. Charleston,South Carolina,Public,C. Charleston,3,"['NA', '']","['NA', '']","['0', '']","['0', '']","['1,406', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r570,South Carolina -> Public -> Clemson U.,South Carolina,Public,Clemson U.,3,"['0', '']","['0', '']","['0', '']","['995', '']","['0', '']","['6,853', '']","['0', '']","['4,928', '']","['0', '']","['0', '']","['0', '']"
7862,r571,South Carolina -> Public -> Coastal Carolina U.,South Carolina,Public,Coastal Carolina U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['685', '']","['2,251', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r572,South Carolina -> Public -> Medical U. South Carolina,South Carolina,Public,Medical U. South Carolina,3,"['12,568', '']","['2,043', '']","['3,419', '']","['36,525', '']","['0', '']","['1,000', '']","['4,118', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r573,South Carolina -> Public -> South Carolina State U.,South Carolina,Public,South Carolina State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r574,"South Carolina -> Public -> U. South Carolina, Aiken",South Carolina,Public,"U. South Carolina, Aiken",3,"['na', '']","['na', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['1,500', '']","['1,000', '']","['0', '']","['0', '']","['0', '']"
7862,r575,"South Carolina -> Public -> U. South Carolina, Columbia",South Carolina,Public,"U. South Carolina, Columbia",3,"['na', '']","['na', '']","['3,809', '']","['16,758', '']","['1,350', '']","['0', '']","['721', '']","['1,515', '']","['0', '']","['0', '']","['0', '']"
7862,r576,South Carolina -> Public -> Winthrop U.,South Carolina,Public,Winthrop U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['1,000', '']","['0', '']","['1,000', '']"
7862,r577,South Carolina -> Private,South Carolina,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r578,South Carolina -> Private -> Claflin U.,South Carolina,Private,Claflin U.,3,"['ne', '']","['3,500', '']","['1,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,000', '']"
7862,r579,South Carolina -> Private -> Furman U.,South Carolina,Private,Furman U.,3,"['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r580,South Dakota,South Dakota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r581,South Dakota -> Public,South Dakota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r582,South Dakota -> Public -> Black Hills State U.,South Dakota,Public,Black Hills State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
