table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r096,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['6,120', '']","['4,704', '']","['5,291', '']","['4,563', '']","['4,088', '']","['2,734', '']","['3,013', '']","['2,155', '']","['3,014', '']","['3,078', '']","['1,713', '']","['1,371', '']","['1,835', '']"
10160,r097,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['2,934', '']","['3,483', '']","['4,275', '']","['4,554', '']","['5,146', '']","['4,476', '']","['4,734', '']","['5,089', '']","['5,642', '']","['6,036', '']","['8,607', '']","['7,580', '']","['10,143', '']"
10160,r098,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['2,124', '']","['2,668', '']","['4,301', '']","['2,663', '']","['2,764', '']","['2,599', '']","['2,365', '']","['2,602', '']","['2,741', '']","['2,712', '']","['2,161', '']","['1,375', '']","['2,657', '']"
10160,r099,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['592,791', '']","['603,294', '']","['623,544', '']","['645,636', '']","['687,222', '']","['691,031', '']","['702,866', '']","['764,322', '']","['891,625', '']","['909,683', '']","['941,198', '']","['955,565', '']","['1,039,905', '']"
10160,r100,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['1,786', '']","['1,768', '']","['3,005', '']","['3,721', '']","['5,474', '']","['4,904', '']","['6,895', '']","['6,187', '']","['5,140', '']","['4,951', '']","['5,899', '']","['6,688', '']","['9,029', '']"
10160,r101,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r102,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r103,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['44,879', '']","['48,704', '']","['58,836', '']","['59,091', '']","['59,695', '']","['58,349', '']","['60,931', '']","['59,477', '']","['60,372', '']","['70,397', '']","['78,517', '']","['81,443', '']","['98,404', '']"
10160,r104,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['302,896', '']","['330,784', '']","['375,919', '']","['313,238', '']","['307,978', '']","['317,219', '']","['331,862', '']","['338,404', '']","['374,955', '']","['398,477', '']","['407,302', '']","['447,197', '']","['456,911', '']"
10160,r105,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['413', '']","['364', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['3,107', '']","['3,104', '']","['2,990', '']","['3,117', '']"
10160,r106,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['392', '']","['606', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,460', '']","['1,370', '']","['1,926', '']","['2,765', '']"
10160,r107,Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>a</sup>,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>a</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['562,855', '']","['611,358', '']"
10160,r108,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['349,449', '']","['390,677', '']","['392,004', '']","['385,849', '']","['379,475', '']","['420,775', '']","['453,123', '']","['499,389', '']","['514,573', '']","['513,822', '']","['525,674', '']","['547,724', '']","['611,380', '']"
10160,r109,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['9,088', '']","['7,425', '']","['4,727', '']","['4,721', '']","['5,363', '']","['6,988', '']","['6,812', '']","['6,680', '']","['5,976', '']","['4,720', '']","['5,557', '']","['5,338', '']","['7,761', '']"
10160,r110,Colorado -> Public -> U. Colorado Denver<sup>a</sup>,Colorado,Public,U. Colorado Denver<sup>a</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['18,039', '']","['18,080', '']"
10160,r111,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['2,607', '']","['2,078', '']","['2,896', '']","['3,034', '']","['4,176', '']","['3,652', '']","['4,028', '']","['4,538', '']","['5,089', '']","['4,571', '']","['3,738', '']","['3,159', '']","['3,308', '']"
10160,r112,Colorado -> Public -> U.S. Air Force Academy,Colorado,Public,U.S. Air Force Academy,3,"['62,097', '']","['73,607', '']","['56,044', '']","['57,164', '']","['44,663', '']","['38,326', '']","['55,358', '']","['48,287', '']","['35,925', '']","['43,941', '']","['42,197', '']","['32,086', '']","['36,506', '']"
10160,r113,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r114,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['671', '']","['1,198', '']","['1,248', '']","['1,229', '']","['1,823', '']","['2,247', '']","['1,775', '']","['2,215', '']","['2,560', '']","['2,233', '']","['2,291', '']","['5,467', '']","['3,646', '']"
10160,r115,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['15,748', '']","['17,004', '']","['15,237', '']","['19,262', '']","['18,183', '']","['16,116', '']","['21,326', '']","['22,289', '']","['27,270', '']","['36,551', '']","['41,349', '']","['38,751', '']","['45,561', '']"
10160,r116,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r117,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r118,Connecticut -> Public -> Central Connecticut State U.,Connecticut,Public,Central Connecticut State U.,3,"['776', '']","['1,451', '']","['1,506', '']","['1,574', '']","['1,185', '']","['1,259', '']","['1,322', '']","['995', '']","['ne', '']","['1,381', '']","['1,572', '']","['1,314', '']","['1,035', '']"
10160,r119,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['ne', '']","['216', '']","['ne', '']","['ne', '']","['1,459', '']","['1,149', '']","['1,209', '']","['1,228', '']","['1,100', '']","['1,659', '']","['1,799', '']","['1,646', '']","['1,734', '']"
10160,r120,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['3,840', '']","['4,083', '']","['3,526', '']","['2,012', '']","['5,465', '']","['5,482', '']","['3,243', '']","['2,493', '']","['2,763', '']","['4,627', '']","['5,413', '']","['5,750', '']","['6,286', '']"
10160,r121,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['237,908', '']","['253,792', '']","['256,854', '']","['242,251', '']","['258,056', '']","['259,397', '']","['265,522', '']","['267,647', '']","['269,685', '']","['285,764', '']","['280,131', '']","['302,329', '']","['367,557', '']"
10160,r122,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r123,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['1,532', '']","['1,801', '']","['1,740', '']","['1,842', '']","['1,966', '']","['1,900', '']","['1,972', '']","['1,875', '']","['1,349', '']","['1,894', '']","['1,598', '']","['1,244', '']","['1,875', '']"
10160,r124,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['1,875', '']","['1,934', '']","['2,102', '']","['1,786', '']","['2,131', '']","['1,717', '']","['1,598', '']","['2,856', '']","['1,672', '']","['1,858', '']","['1,428', '']","['1,775', '']","['1,620', '']"
10160,r125,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,3,"['1,137', '']","['2,419', '']","['2,007', '']","['1,807', '']","['1,606', '']","['1,701', '']","['1,803', '']","['1,801', '']","['1,073', '']","['1,528', '']","['1,436', '']","['1,252', '']","['1,090', '']"
10160,r126,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['ne', '']","['2,009', '']","['2,723', '']","['1,400', '']","['1,616', 'i']","['1,832', '']","['3,822', '']","['5,005', '']","['5,585', '']","['5,062', '']","['3,843', '']","['4,069', '']","['4,548', '']"
10160,r127,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['8,397', '']","['10,367', '']","['8,945', '']","['8,120', '']","['7,262', '']","['7,223', '']","['7,740', '']","['8,945', '']","['10,662', '']","['9,958', '']","['8,300', '']","['8,009', '']","['10,101', '']"
10160,r128,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['623,510', '']","['656,967', '']","['656,555', '']","['788,784', '']","['772,840', '']","['803,004', '']","['881,765', '']","['951,084', '']","['990,399', '']","['1,072,309', '']","['1,094,135', '']","['1,165,148', '']","['1,191,201', '']"
10160,r129,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r130,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r131,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['15,200', '']","['19,019', '']","['15,668', '']","['17,295', '']","['17,679', '']","['15,980', '']","['21,320', '']","['20,793', '']","['21,377', '']","['23,017', '']","['23,105', 'i']","['23,193', '']","['29,016', '']"
10160,r132,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['153,311', '']","['169,746', '']","['170,174', '']","['179,967', '']","['175,563', '']","['175,724', '']","['176,295', '']","['183,428', '']","['186,192', '']","['206,270', '']","['220,445', '']","['231,532', '']","['368,107', '']"
10160,r133,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r134,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r135,District of Columbia -> Public -> National Defense U.,District of Columbia,Public,National Defense U.,3,"['ne', '']","['ne', '']","['ne', '']","['5,865', '']","['7,682', '']","['5,542', '']","['6,447', '']","['6,293', '']","['4,276', '']","['4,231', '']","['4,583', '']","['3,786', '']","['3,920', '']"
10160,r136,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['5,012', '']","['4,422', '']","['4,030', '']","['3,073', '']","['2,361', '']","['2,043', '']","['3,469', '']","['3,733', '']","['2,960', '']","['4,800', '']","['4,590', '']","['8,104', '']","['10,779', '']"
10160,r137,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r138,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['39,747', '']","['46,611', '']","['43,526', '']","['61,087', '']","['63,628', '']","['58,325', '']","['57,064', '']","['56,034', '']","['61,741', '']","['71,053', '']","['71,839', '']","['65,912', '']","['67,616', '']"
10160,r139,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['21,454', '']","['25,397', '']","['24,971', '']","['23,235', '']","['22,331', '']","['24,265', '']","['25,139', '']","['24,282', '']","['25,497', '']","['24,484', '']","['25,221', '']","['35,548', '']","['38,191', '']"
10160,r140,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['7,652', '']","['7,161', '']","['6,765', '']","['6,769', '']","['5,655', '']","['4,477', '']","['6,947', '']","['7,603', '']","['7,617', '']","['5,382', '']","['4,599', '']","['6,126', '']","['6,360', '']"
10160,r141,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['196,917', '']","['197,621', '']","['196,448', '']","['202,428', '']","['227,995', '']","['241,117', '']","['231,829', '']","['245,519', '']","['260,656', '']","['269,799', '']","['270,369', '']","['266,108', '']","['275,483', '']"
10160,r142,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['159,355', '']","['169,916', '']","['180,308', '']","['178,995', '']","['172,726', '']","['176,131', '']","['183,788', '']","['212,319', '']","['221,449', '']","['240,960', '']","['258,659', '']","['279,932', '']","['313,220', '']"
10160,r143,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['40,080', '']","['42,341', '']","['45,486', '']","['42,789', '']","['40,771', '']","['47,322', '']","['41,038', '']","['45,768', '']","['45,965', '']","['44,163', '']","['44,933', '']","['52,412', '']","['67,594', '']"
10160,r144,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r145,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r146,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['53,474', '']","['53,326', '']","['52,263', '']","['51,149', '']","['46,367', '']","['46,522', '']","['45,390', '']","['37,578', '']","['39,682', '']","['42,470', '']","['41,319', '']","['47,124', '']","['50,636', '']"
10160,r147,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['56,472', '']","['62,024', '']","['65,377', '']","['23,967', '']","['22,997', '']","['21,214', '']","['26,750', '']","['46,025', '']","['48,024', '']","['51,085', '']","['53,845', '']","['58,471', '']","['61,748', '']"
10160,r148,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['13,906', '']","['17,051', '']","['14,393', '']","['14,204', '']","['9,626', '']","['8,992', '']","['7,335', '']","['6,025', '']","['5,115', '']","['5,907', '']","['6,671', '']","['8,197', '']","['9,896', '']"
10160,r149,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['110,271', '']","['110,006', '']","['118,058', '']","['128,070', '']","['132,531', '']","['163,033', '']","['170,846', '']","['177,292', '']","['196,180', '']","['225,864', '']","['236,842', '']","['246,075', '']","['281,665', '']"
10160,r150,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['212', '']","['ne', '']","['ne', '']","['ne', '']","['2,006', '']","['1,091', '']","['1,269', '']","['1,725', '']"
10160,r151,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['227,329', '']","['230,411', '']","['225,378', '']","['250,877', '']","['252,548', '']","['256,449', '']","['268,288', '']","['282,901', '']","['297,661', '']","['329,205', '']","['350,430', '']","['328,604', '']","['355,986', '']"
