table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_businesses,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_organizations,field_any_public_private_partnership_fundinga
12493,r377,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Langley Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Langley Research Center,,,4,"['240,270', '']","['240,270', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r378,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Marshall Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Marshall Space Flight Center,,,4,"['691,175', '']","['691,175', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r379,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> NASA Headquarters,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),NASA Headquarters,,,4,"['233,119', '']","['233,119', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r380,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Stennis Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Stennis Space Center,,,4,"['8,957', '']","['8,957', '']","['0', '']","['0', '']","['0', '']","['0', '']",Not provided
12493,r381,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,,3,"['183,723', 'i']","['183,723', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r382,All agencies -> Other agencies -> Smithsonian Institution -> Archives of American Art,All agencies,Other agencies,Smithsonian Institution,Archives of American Art,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r383,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r384,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics -> Smithsonian Astrophysical Observatory,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,Smithsonian Astrophysical Observatory,,5,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r385,All agencies -> Other agencies -> Smithsonian Institution -> National Museum of Natural History,All agencies,Other agencies,Smithsonian Institution,National Museum of Natural History,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r386,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Conservation Biology Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Conservation Biology Institute,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r387,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Environmental Research Center,All agencies,Other agencies,Smithsonian Institution,Smithsonian Environmental Research Center,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
12493,r388,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Tropical Research Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Tropical Research Institute,,,4,"['30,620', 'i']","['30,620', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']",Not provided
