table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r124,United States -> Connecticut -> Private -> Connecticut C.,United States,Connecticut,Private,Connecticut C.,4,"['21', '']","['7.0', '']","['7', '']","['2.0', '']","['2', '']","['2.0', '']","['12', '']","['3.0', '']"
10170,r125,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['53', '']","['4.0', '']","['8', '']","['3.0', '']","['1', '']","['1.0', '']","['44', '']","['NA', '']"
10170,r126,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['68', '']","['7.1', '']","['59', '']","['5.0', '']","['2', '']","['0.1', '']","['7', '']","['2.0', '']"
10170,r127,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['171', '']","['24.0', '']","['56', '']","['2.0', '']","['90', '']","['12.0', '']","['25', '']","['10.0', '']"
10170,r128,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['271', '']","['176.3', 'i']","['53', '']","['38.1', 'i']","['67', '']","['33.7', 'i']","['151', '']","['104.5', 'i']"
10170,r129,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['6,738', '']","['2,582.6', '']","['3,788', '']","['1,865.9', '']","['1,973', '']","['563.4', '']","['977', '']","['153.3', '']"
10170,r130,United States -> Delaware,United States,Delaware,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r131,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r132,United States -> Delaware -> Public -> Delaware State U.,United States,Delaware,Public,Delaware State U.,4,"['175', '']","['98.8', '']","['159', '']","['84.3', '']","['5', '']","['5.0', '']","['11', '']","['9.5', '']"
10170,r133,United States -> Delaware -> Public -> U. Delaware,United States,Delaware,Public,U. Delaware,4,"['4,341', '']","['2,495.0', '']","['878', '']","['790.0', '']","['2,053', '']","['1,000.0', '']","['1,410', '']","['705.0', '']"
10170,r134,United States -> District of Columbia,United States,District of Columbia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r135,United States -> District of Columbia -> Public,United States,District of Columbia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r136,United States -> District of Columbia -> Public -> National Defense U.,United States,District of Columbia,Public,National Defense U.,4,"['35', '']","['30.0', '']","['32', '']","['27.5', '']","['0', '']","['0.0', '']","['3', '']","['2.5', '']"
10170,r137,United States -> District of Columbia -> Public -> U. of the District of Columbia,United States,District of Columbia,Public,U. of the District of Columbia,4,"['175', '']","['63.2', 'i']","['32', '']","['14.7', 'i']","['NA', '']","['0.0', 'i']","['143', '']","['48.5', 'i']"
10170,r138,United States -> District of Columbia -> Private,United States,District of Columbia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r139,United States -> District of Columbia -> Private -> American U.,United States,District of Columbia,Private,American U.,4,"['1,466', '']","['723.0', '']","['329', '']","['49.0', '']","['894', '']","['492.0', '']","['243', '']","['182.0', '']"
10170,r140,United States -> District of Columbia -> Private -> Catholic U. of America,United States,District of Columbia,Private,Catholic U. of America,4,"['253', '']","['189.0', '']","['84', '']","['50.0', '']","['148', '']","['118.0', '']","['21', '']","['21.0', '']"
10170,r141,United States -> District of Columbia -> Private -> Gallaudet U.,United States,District of Columbia,Private,Gallaudet U.,4,"['200', '']","['29.0', '']","['95', '']","['11.0', '']","['86', '']","['16.0', '']","['19', '']","['2.0', '']"
10170,r142,United States -> District of Columbia -> Private -> George Washington U.,United States,District of Columbia,Private,George Washington U.,4,"['3,043', '']","['938.8', '']","['719', '']","['323.0', '']","['624', '']","['372.6', '']","['1,700', '']","['243.2', '']"
10170,r143,United States -> District of Columbia -> Private -> Georgetown U.,United States,District of Columbia,Private,Georgetown U.,4,"['3,530', '']","['1,474.5', '']","['638', '']","['336.9', '']","['1,577', '']","['759.7', '']","['1,315', '']","['377.9', '']"
10170,r144,United States -> District of Columbia -> Private -> Howard U.,United States,District of Columbia,Private,Howard U.,4,"['841', '']","['397.1', '']","['256', '']","['82.2', '']","['364', '']","['207.1', '']","['221', '']","['107.8', '']"
10170,r145,United States -> Florida,United States,Florida,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r146,United States -> Florida -> Public,United States,Florida,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r147,United States -> Florida -> Public -> Florida A&M U.,United States,Florida,Public,Florida A&M U.,4,"['6,178', '']","['710.5', '']","['96', '']","['40.5', '']","['871', '']","['88.3', '']","['5,211', '']","['581.7', '']"
10170,r148,United States -> Florida -> Public -> Florida Atlantic U.,United States,Florida,Public,Florida Atlantic U.,4,"['1,320', '']","['539.3', 'i']","['312', '']","['143.4', 'i']","['827', '']","['334.5', 'i']","['181', '']","['61.4', 'i']"
10170,r149,United States -> Florida -> Public -> Florida Gulf Coast U.,United States,Florida,Public,Florida Gulf Coast U.,4,"['339', '']","['86.7', '']","['44', '']","['22.8', '']","['85', '']","['11.1', '']","['210', '']","['52.8', '']"
10170,r150,United States -> Florida -> Public -> Florida International U.,United States,Florida,Public,Florida International U.,4,"['4,968', '']","['2,806.0', '']","['874', '']","['790.4', '']","['3,348', '']","['1,350.8', '']","['746', '']","['664.8', '']"
10170,r151,United States -> Florida -> Public -> Florida Polytechnic U.,United States,Florida,Public,Florida Polytechnic U.,4,"['111', '']","['13.4', '']","['44', '']","['5.6', '']","['4', '']","['2.5', '']","['63', '']","['5.3', '']"
10170,r152,United States -> Florida -> Public -> Florida State U.,United States,Florida,Public,Florida State U.,4,"['3,650', '']","['1,434.9', '']","['991', '']","['373.5', '']","['2,258', '']","['782.1', '']","['401', '']","['279.3', '']"
10170,r153,United States -> Florida -> Public -> U. Central Florida,United States,Florida,Public,U. Central Florida,4,"['2,921', '']","['1,064.7', 'i']","['611', '']","['280.8', 'i']","['NA', '']","['0.0', 'i']","['2,310', '']","['783.9', 'i']"
10170,r154,United States -> Florida -> Public -> U. Florida,United States,Florida,Public,U. Florida,4,"['14,085', '']","['5,576.9', '']","['4,582', '']","['2,346.6', '']","['6,325', '']","['2,280.1', '']","['3,178', '']","['950.2', '']"
10170,r155,United States -> Florida -> Public -> U. North Florida,United States,Florida,Public,U. North Florida,4,"['611', '']","['179.0', '']","['55', '']","['13.0', '']","['407', '']","['108.0', '']","['149', '']","['58.0', '']"
10170,r156,United States -> Florida -> Public -> U. South Florida<sup>b</sup>,United States,Florida,Public,U. South Florida<sup>b</sup>,4,"['3,735', '']","['2,166.3', '']","['1,788', '']","['754.2', '']","['149', '']","['96.9', '']","['1,798', '']","['1,315.2', '']"
10170,r157,United States -> Florida -> Public -> U. West Florida,United States,Florida,Public,U. West Florida,4,"['312', '']","['119.4', 'i']","['74', '']","['34.0', 'i']","['71', '']","['28.7', 'i']","['167', '']","['56.7', 'i']"
10170,r158,United States -> Florida -> Private,United States,Florida,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r159,United States -> Florida -> Private -> Embry-Riddle Aeronautical U.,United States,Florida,Private,Embry-Riddle Aeronautical U.,4,"['118', '']","['84.8', 'i']","['118', '']","['84.8', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r160,United States -> Florida -> Private -> Florida Institute of Technology,United States,Florida,Private,Florida Institute of Technology,4,"['769', '']","['417.6', 'i']","['131', '']","['94.1', 'i']","['622', '']","['312.4', 'i']","['16', '']","['11.1', 'i']"
10170,r161,United States -> Florida -> Private -> Nova Southeastern U.,United States,Florida,Private,Nova Southeastern U.,4,"['282', '']","['192.9', '']","['100', '']","['60.7', '']","['124', '']","['88.3', '']","['58', '']","['43.9', '']"
10170,r162,United States -> Florida -> Private -> U. Miami,United States,Florida,Private,U. Miami,4,"['3,603', '']","['2,792.8', '']","['2,029', '']","['1,974.9', '']","['570', '']","['519.5', '']","['1,004', '']","['298.4', '']"
10170,r163,United States -> Georgia,United States,Georgia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r164,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r165,United States -> Georgia -> Public -> Augusta U.,United States,Georgia,Public,Augusta U.,4,"['808', '']","['312.0', '']","['300', '']","['113.0', '']","['310', '']","['124.0', '']","['198', '']","['75.0', '']"
10170,r166,United States -> Georgia -> Public -> Fort Valley State U.,United States,Georgia,Public,Fort Valley State U.,4,"['107', '']","['41.5', 'i']","['27', '']","['12.4', 'i']","['30', '']","['12.1', 'i']","['50', '']","['17.0', 'i']"
10170,r167,United States -> Georgia -> Public -> Georgia Institute of Technology,United States,Georgia,Public,Georgia Institute of Technology,4,"['9,159', '']","['3,760.9', 'i']","['2,938', '']","['1,350.4', 'i']","['4,595', '']","['1,858.7', 'i']","['1,626', '']","['551.8', 'i']"
10170,r168,United States -> Georgia -> Public -> Georgia Southern U.,United States,Georgia,Public,Georgia Southern U.,4,"['1,224', '']","['246.0', '']","['805', '']","['204.9', '']","['390', '']","['26.8', '']","['29', '']","['14.3', '']"
10170,r169,United States -> Georgia -> Public -> Georgia State U.,United States,Georgia,Public,Georgia State U.,4,"['5,075', '']","['1,918.5', 'i']","['1,424', '']","['654.5', 'i']","['386', '']","['156.1', 'i']","['3,265', '']","['1,107.9', 'i']"
10170,r170,United States -> Georgia -> Public -> Kennesaw State U.,United States,Georgia,Public,Kennesaw State U.,4,"['906', 'i']","['392.5', 'i']","['631', 'i']","['290.2', 'i']","['140', 'i']","['56.7', 'i']","['135', 'i']","['45.6', 'i']"
10170,r171,United States -> Georgia -> Public -> Savannah State U.,United States,Georgia,Public,Savannah State U.,4,"['59', '']","['13.0', '']","['55', '']","['11.0', '']","['2', '']","['1.0', '']","['2', '']","['1.0', '']"
10170,r172,United States -> Georgia -> Public -> U. Georgia,United States,Georgia,Public,U. Georgia,4,"['6,903', '']","['3,054.0', '']","['2,076', '']","['1,203.0', '']","['2,854', '']","['1,090.0', '']","['1,973', '']","['761.0', '']"
10170,r173,United States -> Georgia -> Public -> U. North Georgia,United States,Georgia,Public,U. North Georgia,4,"['77', '']","['37.3', '']","['45', '']","['22.7', '']","['0', '']","['0.0', '']","['32', '']","['14.6', '']"
10170,r174,United States -> Georgia -> Private,United States,Georgia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r175,United States -> Georgia -> Private -> Clark Atlanta U.,United States,Georgia,Private,Clark Atlanta U.,4,"['203', '']","['126.5', '']","['29', '']","['28.5', '']","['171', '']","['96.0', '']","['3', '']","['2.0', '']"
10170,r176,United States -> Georgia -> Private -> Emory U.,United States,Georgia,Private,Emory U.,4,"['4,931', '']","['3,402.0', '']","['1,300', '']","['986.0', '']","['903', '']","['712.0', '']","['2,728', '']","['1,704.0', '']"
10170,r177,United States -> Georgia -> Private -> Mercer U.,United States,Georgia,Private,Mercer U.,4,"['566', '']","['296.0', '']","['271', '']","['75.3', '']","['194', '']","['184.3', '']","['101', '']","['36.4', '']"
10170,r178,United States -> Georgia -> Private -> Morehouse C.,United States,Georgia,Private,Morehouse C.,4,"['87', '']","['62.5', 'i']","['87', '']","['62.5', 'i']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r179,United States -> Georgia -> Private -> Morehouse School of Medicine,United States,Georgia,Private,Morehouse School of Medicine,4,"['291', '']","['240.5', '']","['120', '']","['93.5', '']","['88', '']","['67.6', '']","['83', '']","['79.4', '']"
10170,r180,United States -> Georgia -> Private -> Spelman C.,United States,Georgia,Private,Spelman C.,4,"['44', '']","['17.1', '']","['26', '']","['5.8', '']","['6', '']","['6.0', '']","['12', '']","['5.3', '']"
10170,r181,United States -> Hawaii,United States,Hawaii,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r182,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r183,"United States -> Hawaii -> Public -> U. Hawaii, Hilo",United States,Hawaii,Public,"U. Hawaii, Hilo",4,"['123', '']","['59.5', '']","['20', '']","['10.3', '']","['46', '']","['21.6', '']","['57', '']","['27.6', '']"
10170,r184,"United States -> Hawaii -> Public -> U. Hawaii, Manoa",United States,Hawaii,Public,"U. Hawaii, Manoa",4,"['3,147', '']","['1,637.9', '']","['674', '']","['387.9', '']","['2,025', '']","['977.1', '']","['448', '']","['272.9', '']"
10170,r185,"United States -> Hawaii -> Public -> U. Hawaii, system office",United States,Hawaii,Public,"U. Hawaii, system office",4,"['40', '']","['34.2', '']","['8', '']","['7.5', '']","['10', '']","['5.2', '']","['22', '']","['21.5', '']"
10170,r186,United States -> Hawaii -> Private,United States,Hawaii,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r187,United States -> Hawaii -> Private -> Hawaii Pacific U.,United States,Hawaii,Private,Hawaii Pacific U.,4,"['297', 'i']","['190.5', 'i']","['128', 'i']","['91.7', 'i']","['95', 'i']","['47.5', 'i']","['74', 'i']","['51.3', 'i']"
10170,r188,United States -> Idaho,United States,Idaho,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r189,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r190,United States -> Idaho -> Public -> Boise State U.,United States,Idaho,Public,Boise State U.,4,"['894', 'i']","['362.3', 'i']","['313', 'i']","['144.1', 'i']","['323', 'i']","['130.7', 'i']","['258', 'i']","['87.5', 'i']"
