table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_federally_funded_r_d_expenditures,field_funding_agency_department_of_agriculture,field_funding_agency_department_of_commerce,field_funding_agency_department_of_defense,field_funding_agency_department_of_energy,field_funding_agency_department_of_health_and_human_services,field_funding_agency_department_of_homeland_security,field_funding_agency_department_of_the_interior,field_funding_agency_department_of_transportation,field_funding_agency_department_of_veterans_affairs,field_funding_agency_environmental_protection_agency,field_funding_agency_national_aeronautics_and_space_administration,field_funding_agency_other_federal_agencies
12494,r292,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Miami Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Miami Health Care System,,,4,"['11,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11,126', '']","['0', '']","['0', '']","['0', '']"
12494,r293,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> North Florida/ South Georgia Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,North Florida/ South Georgia Health Care System,,,4,"['12,506', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,506', '']","['0', '']","['0', '']","['0', '']"
12494,r294,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Orlando Medical Center,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Orlando Medical Center,,,4,"['592', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']"
12494,r295,"All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Tampa Health Care, James A. Haley Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,"Tampa Health Care, James A. Haley Veterans' Hospital",,,4,"['11,999', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11,999', '']","['0', '']","['0', '']","['0', '']"
12494,r296,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,,,,3,"['51,828', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['51,828', '']","['0', '']","['0', '']","['0', '']"
12494,r297,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Lexington Medical Center (Troy Bowling Campus),All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Lexington Medical Center (Troy Bowling Campus),,,4,"['5,146', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,146', '']","['0', '']","['0', '']","['0', '']"
12494,r298,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Louisville Health Care, Robley Rex Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Louisville Health Care, Robley Rex Medical Center",,,4,"['3,476', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,476', '']","['0', '']","['0', '']","['0', '']"
12494,r299,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Memphis Medical Center,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Memphis Medical Center,,,4,"['7,373', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,373', '']","['0', '']","['0', '']","['0', '']"
12494,r300,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Mountain Home Health Care, James H. Quillen Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Mountain Home Health Care, James H. Quillen Medical Center",,,4,"['3,218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,218', '']","['0', '']","['0', '']","['0', '']"
12494,r301,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Tennessee Valley Health Care, Nashville Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Tennessee Valley Health Care, Nashville Medical Center",,,4,"['32,614', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,614', '']","['0', '']","['0', '']","['0', '']"
12494,r302,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,,,,3,"['107,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['107,300', '']","['0', '']","['0', '']","['0', '']"
12494,r303,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Ann Arbor Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Ann Arbor Health Care System,,,4,"['31,274', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,274', '']","['0', '']","['0', '']","['0', '']"
12494,r304,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Battle Creek Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Battle Creek Medical Center,,,4,"['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12494,r305,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Cincinnati Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Cincinnati Medical Center,,,4,"['7,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,700', '']","['0', '']","['0', '']","['0', '']"
12494,r306,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Dayton Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Dayton Medical Center,,,4,"['1,167', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,167', '']","['0', '']","['0', '']","['0', '']"
12494,r307,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Detroit Health Care, John D. Dingell Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Detroit Health Care, John D. Dingell Medical Center",,,4,"['9,562', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,562', '']","['0', '']","['0', '']","['0', '']"
12494,r308,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Indiana Health Care, Richard L. Roudebush Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Indiana Health Care, Richard L. Roudebush Medical Center",,,4,"['27,341', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27,341', '']","['0', '']","['0', '']","['0', '']"
12494,r309,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",,,4,"['30,251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,251', '']","['0', '']","['0', '']","['0', '']"
12494,r310,All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System,All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,,,,3,"['75,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['75,386', '']","['0', '']","['0', '']","['0', '']"
12494,r311,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Chicago Health Care, Jesse Brown Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Chicago Health Care, Jesse Brown Medical Center",,,4,"['19,642', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,642', '']","['0', '']","['0', '']","['0', '']"
12494,r312,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Hines Health Care, Edward Hines Junior Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Hines Health Care, Edward Hines Junior Hospital",,,4,"['29,727', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,727', '']","['0', '']","['0', '']","['0', '']"
12494,r313,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Madison Health Care, William S. Middleton Memorial Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Madison Health Care, William S. Middleton Memorial Veterans' Hospital",,,4,"['18,242', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['18,242', '']","['0', '']","['0', '']","['0', '']"
12494,r314,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Milwaukee Health Care, Clement J. Zablocki Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Milwaukee Health Care, Clement J. Zablocki Medical Center",,,4,"['7,776', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,776', '']","['0', '']","['0', '']","['0', '']"
12494,r315,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,,,,3,"['12,330', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,330', '']","['0', '']","['0', '']","['0', '']"
12494,r316,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> Kansas City Medical Center,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,Kansas City Medical Center,,,4,"['4,515', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,515', '']","['0', '']","['0', '']","['0', '']"
12494,r317,"All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> St. Louis Health Care, John J. Cochran Veterans Hospital",All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,"St. Louis Health Care, John J. Cochran Veterans Hospital",,,4,"['7,814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,814', '']","['0', '']","['0', '']","['0', '']"
12494,r318,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,,,,3,"['47,956', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['47,956', '']","['0', '']","['0', '']","['0', '']"
12494,r319,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Central Arkansas Health Care, Eugene J. Towbin Health Care Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Central Arkansas Health Care, Eugene J. Towbin Health Care Center",,,4,"['13,208', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,208', '']","['0', '']","['0', '']","['0', '']"
12494,r320,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Houston Health Care, Michael E. DeBakey Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Houston Health Care, Michael E. DeBakey Medical Center",,,4,"['26,763', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,763', '']","['0', '']","['0', '']","['0', '']"
12494,r321,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",,,4,"['1,119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,119', '']","['0', '']","['0', '']","['0', '']"
12494,r322,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Shreveport Health Care, Overton Brooks Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Shreveport Health Care, Overton Brooks Medical Center",,,4,"['497', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['497', '']","['0', '']","['0', '']","['0', '']"
12494,r323,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Southeast Louisiana Health Care System,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,Southeast Louisiana Health Care System,,,4,"['6,368', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,368', '']","['0', '']","['0', '']","['0', '']"
12494,r324,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,,,,3,"['27,491', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['27,491', '']","['0', '']","['0', '']","['0', '']"
12494,r325,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> Central Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,Central Texas Health Care,,,4,"['3,132', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,132', '']","['0', '']","['0', '']","['0', '']"
12494,r326,"All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> North Texas, Dallas Medical Center",All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,"North Texas, Dallas Medical Center",,,4,"['6,955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,955', '']","['0', '']","['0', '']","['0', '']"
12494,r327,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> South Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,South Texas Health Care,,,4,"['17,403', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,403', '']","['0', '']","['0', '']","['0', '']"
12494,r328,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,,,,3,"['90,167', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90,167', '']","['0', '']","['0', '']","['0', '']"
12494,r329,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Colorado, Rocky Mountain Regional Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Colorado, Rocky Mountain Regional Medical Center",,,4,"['33,422', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['33,422', '']","['0', '']","['0', '']","['0', '']"
12494,r330,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Oklahoma, Jack C. Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Oklahoma, Jack C. Montgomery Medical Center",,,4,"['436', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['436', '']","['0', '']","['0', '']","['0', '']"
12494,r331,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Oklahoma City Medical Center,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Oklahoma City Medical Center,,,4,"['8,676', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,676', '']","['0', '']","['0', '']","['0', '']"
12494,r332,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Salt Lake City Health Care,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Salt Lake City Health Care,,,4,"['47,633', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['47,633', '']","['0', '']","['0', '']","['0', '']"
12494,r333,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,,,,3,"['111,071', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['111,071', '']","['0', '']","['0', '']","['0', '']"
12494,r334,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Boise Medical Center,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Boise Medical Center,,,4,"['2,749', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,749', '']","['0', '']","['0', '']","['0', '']"
12494,r335,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Portland Health Care System,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Portland Health Care System,,,4,"['48,302', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['48,302', '']","['0', '']","['0', '']","['0', '']"
12494,r336,"All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Puget Sound Health Care, Seattle Medical Center",All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,"Puget Sound Health Care, Seattle Medical Center",,,4,"['60,019', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['60,019', '']","['0', '']","['0', '']","['0', '']"
12494,r337,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,,,,3,"['148,509', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['148,509', '']","['0', '']","['0', '']","['0', '']"
12494,r338,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Central California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Central California Health Care System,,,4,"['409', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['409', '']","['0', '']","['0', '']","['0', '']"
12494,r339,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Northern California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Northern California Health Care System,,,4,"['7,744', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7,744', '']","['0', '']","['0', '']","['0', '']"
12494,r340,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Pacific Islands Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Pacific Islands Health Care System,,,4,"['2,180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,180', '']","['0', '']","['0', '']","['0', '']"
12494,r341,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Palo Alto Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Palo Alto Health Care System,,,4,"['74,320', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['74,320', '']","['0', '']","['0', '']","['0', '']"
12494,r342,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> San Francisco Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,San Francisco Health Care System,,,4,"['62,638', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['62,638', '']","['0', '']","['0', '']","['0', '']"
12494,r343,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Sierra Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Sierra Nevada Health Care System,,,4,"['577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['577', '']","['0', '']","['0', '']","['0', '']"
12494,r344,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Southern Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Southern Nevada Health Care System,,,4,"['640', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['640', '']","['0', '']","['0', '']","['0', '']"
12494,r345,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,,,,3,"['136,105', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['136,105', '']","['0', '']","['0', '']","['0', '']"
12494,r346,"All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Greater Los Angeles, West Los Angeles Medical Center",All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,"Greater Los Angeles, West Los Angeles Medical Center",,,4,"['31,993', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,993', '']","['0', '']","['0', '']","['0', '']"
12494,r347,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Loma Linda Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Loma Linda Health Care System,,,4,"['5,570', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,570', '']","['0', '']","['0', '']","['0', '']"
12494,r348,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Long Beach Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Long Beach Health Care System,,,4,"['8,534', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,534', '']","['0', '']","['0', '']","['0', '']"
12494,r349,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> New Mexico Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,New Mexico Health Care System,,,4,"['26,569', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,569', '']","['0', '']","['0', '']","['0', '']"
12494,r350,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Phoenix Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Phoenix Health Care System,,,4,"['3,448', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,448', '']","['0', '']","['0', '']","['0', '']"
12494,r351,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> San Diego Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,San Diego Health Care System,,,4,"['55,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['55,386', '']","['0', '']","['0', '']","['0', '']"
12494,r352,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Southern Arizona Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Southern Arizona Health Care System,,,4,"['4,606', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,606', '']","['0', '']","['0', '']","['0', '']"
12494,r353,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,,,,3,"['37,877', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['37,877', '']","['0', '']","['0', '']","['0', '']"
12494,r354,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Fargo Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Fargo Health Care System,,,4,"['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']"
12494,r355,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Minneapolis Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Minneapolis Health Care System,,,4,"['26,578', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,578', '']","['0', '']","['0', '']","['0', '']"
12494,r356,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Nebraska-Western Iowa Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Nebraska-Western Iowa Health Care System,,,4,"['10,283', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,283', '']","['0', '']","['0', '']","['0', '']"
12494,r357,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Sioux Falls Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Sioux Falls Health Care System,,,4,"['823', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['823', '']","['0', '']","['0', '']","['0', '']"
12494,r358,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> St. Cloud Health Care,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,St. Cloud Health Care,,,4,"['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']"
12494,r359,All agencies -> Other agencies,All agencies,Other agencies,,,,,2,"['4,245,118', ' ']","['1', ' ']","['0', ' ']","['44', ' ']","['1,174', ' ']","['0', ' ']","['0', ' ']","['157', ' ']","['0', ' ']","['0', ' ']","['290,832', ' ']","['3,764,686', ' ']","['188,224', ' ']"
12494,r360,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,,3,"['292,399', '']","['1', '']","['0', '']","['44', '']","['1,174', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']","['290,832', '']","['0', '']","['192', '']"
12494,r361,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Computational Toxicology and Exposure,All agencies,Other agencies,Environmental Protection Agency,Center for Computational Toxicology and Exposure,,,4,"['54,685', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['54,676', '']","['0', '']","['1', '']"
12494,r362,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Measurement and Modeling,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Measurement and Modeling,,,4,"['84,799', '']","['0', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['84,735', '']","['0', '']","['13', '']"
