table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12845,r439,All institutions -> U. Guam,All institutions,U. Guam,2,438,"['53', '']","['5', '']","['11', '']","['3', '']","['0', '']","['8', '']","['0', '']","['6', '']","['16', '']","['2', '']","['2', '']","['1', '']","['0', '']"
12845,r440,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,439,"['52', '']","['7', '']","['25', '']","['1', '']","['0', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r441,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,440,"['52', '']","['0', '']","['9', '']","['3', '']","['31', '']","['1', '']","['0', '']","['*', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']"
12845,r442,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,441,"['52', '']","['19', '']","['6', '']","['0', '']","['14', '']","['2', '']","['1', '']","['0', '']","['4', '']","['3', '']","['0', '']","['3', '']","['0', '']"
12845,r443,All institutions -> Trinity U.,All institutions,Trinity U.,2,442,"['50', '']","['7', '']","['15', '']","['1', '']","['5', '']","['3', '']","['0', '']","['*', '']","['*', '']","['11', '']","['4', '']","['4', '']","['0', '']"
12845,r444,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,443,"['50', '']","['3', '']","['21', '']","['0', '']","['0', '']","['2', '']","['0', '']","['*', '']","['3', '']","['20', '']","['1', '']","['0', '']","['0', '']"
12845,r445,All institutions -> U. Hartford,All institutions,U. Hartford,2,444,"['49', '']","['0', '']","['2', '']","['0', '']","['28', '']","['0', '']","['5', '']","['0', '']","['0', '']","['4', '']","['1', '']","['0', '']","['9', '']"
12845,r446,All institutions -> Calvin U.,All institutions,Calvin U.,2,445,"['49', '']","['0', '']","['9', '']","['5', '']","['13', '']","['2', '']","['6', '']","['*', '']","['*', '']","['9', '']","['2', '']","['2', '']","['0', '']"
12845,r447,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,446,"['49', '']","['0', '']","['23', '']","['*', '']","['0', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r448,All institutions -> Reed C.,All institutions,Reed C.,2,447,"['48', '']","['0', '']","['18', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['7', '']","['0', '']","['0', '']"
12845,r449,All institutions -> Ursinus C.,All institutions,Ursinus C.,2,448,"['48', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['3', '']","['1', '']","['0', '']","['21', '']","['1', '']","['0', '']","['0', '']"
12845,r450,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,449,"['48', '']","['21', '']","['9', '']","['3', '']","['2', '']","['1', '']","['0', '']","['3', '']","['5', '']","['1', '']","['0', '']","['4', '']","['0', '']"
12845,r451,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,450,"['48', '']","['0', '']","['8', '']","['2', '']","['1', '']","['10', '']","['1', '']","['0', '']","['0', '']","['8', '']","['10', '']","['7', '']","['0', '']"
12845,r452,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,451,"['48', '']","['33', '']","['9', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['*', '']","['0', '']","['0', '']"
12845,r453,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,452,"['47', '']","['2', '']","['10', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['6', '']","['5', '']","['0', '']"
12845,r454,All institutions -> U. New England,All institutions,U. New England,2,453,"['47', '']","['4', '']","['19', '']","['0', '']","['0', '']","['6', '']","['10', '']","['0', '']","['3', '']","['2', '']","['0', '']","['1', '']","['2', '']"
12845,r455,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,454,"['46', '']","['0', '']","['9', '']","['1', '']","['0', '']","['5', '']","['0', '']","['2', '']","['0', '']","['14', '']","['5', '']","['9', '']","['1', '']"
12845,r456,All institutions -> Sacred Heart U.,All institutions,Sacred Heart U.,2,455,"['46', '']","['0', '']","['0', '']","['5', '']","['2', '']","['4', '']","['14', '']","['1', '']","['0', '']","['2', '']","['3', '']","['13', '']","['0', '']"
12845,r457,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,456,"['45', '']","['0', '']","['20', '']","['0', '']","['4', '']","['1', '']","['2', '']","['0', '']","['0', '']","['17', '']","['1', '']","['*', '']","['0', '']"
12845,r458,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,457,"['44', '']","['0', '']","['11', '']","['2', '']","['0', '']","['5', '']","['0', '']","['1', '']","['*', '']","['13', '']","['11', '']","['*', '']","['0', '']"
12845,r459,All institutions -> Colorado C.,All institutions,Colorado C.,2,458,"['44', '']","['0', '']","['8', '']","['2', '']","['0', '']","['4', '']","['2', '']","['2', '']","['5', '']","['14', '']","['3', '']","['6', '']","['0', '']"
12845,r460,All institutions -> Davidson C.,All institutions,Davidson C.,2,459,"['44', '']","['0', '']","['9', '']","['2', '']","['0', '']","['0', '']","['0', '']","['*', '']","['1', '']","['14', '']","['17', '']","['*', '']","['0', '']"
12845,r461,All institutions -> Pepperdine U.,All institutions,Pepperdine U.,2,460,"['44', '']","['0', '']","['12', '']","['*', '']","['0', '']","['0', '']","['5', '']","['1', '']","['2', '']","['9', '']","['6', '']","['9', '']","['0', '']"
12845,r462,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,461,"['43', '']","['2', '']","['8', '']","['5', '']","['9', '']","['7', '']","['0', '']","['2', '']","['5', '']","['4', '']","['0', '']","['1', '']","['0', '']"
12845,r463,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,462,"['42', '']","['0', '']","['6', '']","['2', '']","['9', '']","['0', '']","['20', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
12845,r464,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,463,"['41', '']","['*', '']","['6', '']","['0', '']","['19', '']","['2', '']","['0', '']","['*', '']","['*', '']","['7', '']","['6', '']","['1', '']","['0', '']"
12845,r465,All institutions -> Haverford C.,All institutions,Haverford C.,2,464,"['41', '']","['0', '']","['9', '']","['4', '']","['0', '']","['2', '']","['0', '']","['3', '']","['0', '']","['18', '']","['6', '']","['0', '']","['0', '']"
12845,r466,All institutions -> U. San Diego,All institutions,U. San Diego,2,465,"['41', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
12845,r467,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,466,"['41', '']","['0', '']","['6', '']","['4', '']","['12', '']","['0', '']","['5', '']","['3', '']","['0', '']","['6', '']","['3', '']","['3', '']","['0', '']"
12845,r468,All institutions -> Utah Valley U.,All institutions,Utah Valley U.,2,467,"['41', '']","['3', '']","['19', '']","['1', '']","['6', '']","['2', '']","['1', '']","['1', '']","['1', '']","['7', '']","['*', '']","['1', '']","['0', '']"
12845,r469,All institutions -> Providence C.,All institutions,Providence C.,2,468,"['41', '']","['0', '']","['14', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['10', '']","['0', '']","['0', '']"
12845,r470,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,469,"['40', '']","['0', '']","['16', '']","['2', '']","['2', '']","['*', '']","['1', '']","['*', '']","['0', '']","['8', '']","['8', '']","['2', '']","['0', '']"
12845,r471,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,470,"['40', '']","['0', '']","['9', '']","['*', '']","['0', '']","['4', '']","['1', '']","['*', '']","['8', '']","['7', '']","['6', '']","['4', '']","['0', '']"
12845,r472,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,471,"['39', '']","['0', '']","['11', '']","['1', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['2', '']","['0', '']"
12845,r473,All institutions -> Williams C.,All institutions,Williams C.,2,472,"['39', 'i']","['0', 'i']","['7', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['12', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
12845,r474,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,473,"['39', '']","['0', '']","['16', '']","['0', '']","['11', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['2', '']","['1', '']","['0', '']"
12845,r475,All institutions -> Edward Via C. of Osteopathic Medicine,All institutions,Edward Via C. of Osteopathic Medicine,2,474,"['39', '']","['0', '']","['27', '']","['1', '']","['0', '']","['0', '']","['10', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r476,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,475,"['38', '']","['3', '']","['12', '']","['3', '']","['10', '']","['0', '']","['1', '']","['2', '']","['*', '']","['4', '']","['1', '']","['0', '']","['1', '']"
12845,r477,All institutions -> Manhattan C.,All institutions,Manhattan C.,2,476,"['38', 'i']","['0', 'i']","['4', 'i']","['3', 'i']","['5', 'i']","['3', 'i']","['0', 'i']","['4', 'i']","['1', 'i']","['11', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
12845,r478,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,477,"['38', '']","['0', '']","['9', '']","['1', '']","['1', '']","['2', '']","['10', '']","['1', '']","['0', '']","['6', '']","['4', '']","['4', '']","['0', '']"
12845,r479,All institutions -> Butler U.,All institutions,Butler U.,2,478,"['37', '']","['0', '']","['14', '']","['1', '']","['0', '']","['0', '']","['5', '']","['0', '']","['1', '']","['12', '']","['4', '']","['0', '']","['0', '']"
12845,r480,All institutions -> St. Olaf C.,All institutions,St. Olaf C.,2,479,"['37', '']","['0', '']","['9', '']","['1', '']","['*', '']","['*', '']","['4', '']","['4', '']","['3', '']","['6', '']","['6', '']","['3', '']","['0', '']"
12845,r481,All institutions -> Norwich U.,All institutions,Norwich U.,2,480,"['37', '']","['1', '']","['2', '']","['2', '']","['18', '']","['3', '']","['2', '']","['0', '']","['0', '']","['8', '']","['2', '']","['0', '']","['0', '']"
12845,r482,All institutions -> U. Colorado Denver,All institutions,U. Colorado Denver,2,481,"['37', '']","['0', '']","['6', '']","['0', '']","['15', '']","['0', '']","['3', '']","['1', '']","['0', '']","['7', '']","['2', '']","['4', '']","['0', '']"
12845,r483,All institutions -> Bates C.,All institutions,Bates C.,2,482,"['36', '']","['0', '']","['16', '']","['*', '']","['0', '']","['4', '']","['0', '']","['*', '']","['*', '']","['9', '']","['3', '']","['2', '']","['1', '']"
12845,r484,All institutions -> Dine C.,All institutions,Dine C.,2,483,"['35', '']","['8', '']","['8', '']","['1', '']","['0', '']","['1', '']","['2', '']","['2', '']","['0', '']","['5', '']","['2', '']","['2', '']","['5', '']"
12845,r485,All institutions -> Canisius U.,All institutions,Canisius U.,2,484,"['35', '']","['1', '']","['12', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['18', '']","['2', '']","['0', '']","['0', '']"
12845,r486,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,485,"['35', '']","['0', '']","['8', '']","['1', '']","['3', '']","['0', '']","['0', '']","['2', '']","['1', '']","['8', '']","['3', '']","['9', '']","['2', '']"
12845,r487,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,486,"['35', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['28', '']","['0', '']"
12845,r488,All institutions -> C. Wooster,All institutions,C. Wooster,2,487,"['35', 'i']","['0', 'i']","['5', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['12', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
12845,r489,All institutions -> Kenyon C.,All institutions,Kenyon C.,2,488,"['34', 'i']","['0', 'i']","['5', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['11', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
12845,r490,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,489,"['34', '']","['0', '']","['11', '']","['2', '']","['5', '']","['0', '']","['1', '']","['1', '']","['0', '']","['7', '']","['7', '']","['1', '']","['0', '']"
12845,r491,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,490,"['34', '']","['0', '']","['2', '']","['0', '']","['0', '']","['8', '']","['0', '']","['1', '']","['0', '']","['11', '']","['8', '']","['5', '']","['0', '']"
12845,r492,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,491,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
12845,r493,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,492,"['33', '']","['0', '']","['11', '']","['1', '']","['3', '']","['1', '']","['2', '']","['*', '']","['3', '']","['8', '']","['2', '']","['2', '']","['0', '']"
12845,r494,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,493,"['33', '']","['0', '']","['4', '']","['2', '']","['*', '']","['1', '']","['15', '']","['1', '']","['0', '']","['5', '']","['2', '']","['2', '']","['0', '']"
12845,r495,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,494,"['33', '']","['1', '']","['15', '']","['3', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', '']","['10', '']","['1', '']","['0', '']"
12845,r496,All institutions -> Philadelphia C. of Osteopathic Medicine,All institutions,Philadelphia C. of Osteopathic Medicine,2,495,"['32', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']"
12845,r497,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,496,"['32', '']","['1', '']","['10', '']","['2', '']","['3', '']","['3', '']","['1', '']","['1', '']","['1', '']","['5', '']","['1', '']","['5', '']","['*', '']"
12845,r498,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,497,"['32', '']","['2', '']","['*', '']","['1', '']","['12', '']","['*', '']","['10', '']","['*', '']","['1', '']","['5', '']","['1', '']","['*', '']","['0', '']"
12845,r499,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,498,"['32', '']","['0', '']","['7', '']","['0', '']","['9', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2', '']","['4', '']","['8', '']","['0', '']"
12845,r500,All institutions -> Texas A&M U.-San Antonio,All institutions,Texas A&M U.-San Antonio,2,499,"['31', '']","['0', '']","['9', '']","['8', '']","['0', '']","['3', '']","['4', '']","['0', '']","['0', '']","['4', '']","['3', '']","['1', '']","['0', '']"
12845,r501,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,500,"['31', '']","['0', '']","['8', '']","['0', '']","['6', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['0', '']"
12845,r502,All institutions -> U. Central del Caribe,All institutions,U. Central del Caribe,2,501,"['31', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r503,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,502,"['31', '']","['0', '']","['10', '']","['1', '']","['6', '']","['0', '']","['5', '']","['1', '']","['0', '']","['6', '']","['1', '']","['1', '']","['0', '']"
12845,r504,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,503,"['31', '']","['0', '']","['7', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['7', '']","['9', '']","['2', '']","['1', '']","['0', '']"
12845,r505,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,504,"['31', '']","['1', '']","['12', '']","['0', '']","['3', '']","['*', '']","['0', '']","['1', '']","['1', '']","['12', '']","['0', '']","['*', '']","['1', '']"
12845,r506,All institutions -> U. New Haven,All institutions,U. New Haven,2,505,"['31', '']","['0', '']","['6', '']","['2', '']","['6', '']","['*', '']","['5', '']","['*', '']","['1', '']","['7', '']","['1', '']","['2', '']","['0', '']"
12845,r507,All institutions -> New School,All institutions,New School,2,506,"['30', 'i']","['0', 'i']","['2', 'i']","['2', 'i']","['5', 'i']","['0', 'i']","['*', 'i']","['*', 'i']","['0', 'i']","['2', 'i']","['7', 'i']","['11', 'i']","['0', 'i']"
12845,r508,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,507,"['30', '']","['0', '']","['21', '']","['3', '']","['*', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']"
12845,r509,All institutions -> West Virginia School of Osteopathic Medicine,All institutions,West Virginia School of Osteopathic Medicine,2,508,"['30', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r510,All institutions -> U. of Health Sciences and Pharmacy in St. Louis,All institutions,U. of Health Sciences and Pharmacy in St. Louis,2,509,"['30', '']","['1', '']","['8', '']","['*', '']","['0', '']","['0', '']","['20', '']","['1', '']","['0', '']","['*', '']","['*', '']","['1', '']","['0', '']"
12845,r511,All institutions -> U. of the Incarnate Word,All institutions,U. of the Incarnate Word,2,510,"['30', '']","['*', '']","['3', '']","['*', '']","['2', '']","['*', '']","['22', '']","['*', '']","['0', '']","['*', '']","['1', '']","['1', '']","['0', '']"
12845,r512,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,511,"['30', '']","['2', '']","['7', '']","['2', '']","['*', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['8', '']","['0', '']","['0', '']"
12845,r513,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,512,"['29', '']","['0', '']","['5', '']","['2', '']","['11', '']","['0', '']","['*', '']","['0', '']","['4', '']","['3', '']","['1', '']","['1', '']","['0', '']"
12845,r514,All institutions -> Alfred U.,All institutions,Alfred U.,2,513,"['28', '']","['0', '']","['0', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r515,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,514,"['28', '']","['0', '']","['9', '']","['1', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['4', '']","['9', '']","['1', '']","['0', '']"
12845,r516,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,515,"['28', '']","['1', '']","['5', '']","['*', '']","['0', '']","['1', '']","['3', '']","['0', '']","['3', '']","['10', '']","['2', '']","['2', '']","['0', '']"
12845,r517,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,516,"['27', '']","['2', '']","['3', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['1', '']","['14', '']","['3', '']","['*', '']","['0', '']"
12845,r518,All institutions -> Macalester C.,All institutions,Macalester C.,2,517,"['27', '']","['0', '']","['6', '']","['1', '']","['0', '']","['4', '']","['0', '']","['1', '']","['2', '']","['6', '']","['5', '']","['3', '']","['0', '']"
12845,r519,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,518,"['27', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['3', '']","['0', '']","['0', '']"
12845,r520,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,519,"['27', '']","['*', '']","['5', '']","['5', '']","['*', '']","['*', '']","['5', '']","['*', '']","['2', '']","['1', '']","['6', '']","['2', '']","['1', '']"
12845,r521,All institutions -> Ferris State U.,All institutions,Ferris State U.,2,520,"['27', '']","['0', '']","['6', '']","['*', '']","['10', '']","['1', '']","['2', '']","['0', '']","['0', '']","['6', '']","['1', '']","['0', '']","['0', '']"
12845,r522,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,521,"['27', '']","['5', '']","['10', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['2', '']","['5', '']","['2', '']","['0', '']","['0', '']"
12845,r523,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,522,"['26', '']","['0', '']","['10', '']","['*', '']","['0', '']","['3', '']","['0', '']","['*', '']","['*', '']","['8', '']","['3', '']","['1', '']","['0', '']"
12845,r524,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,523,"['26', '']","['0', '']","['6', '']","['0', '']","['0', '']","['5', '']","['1', '']","['0', '']","['4', '']","['10', '']","['0', '']","['0', '']","['0', '']"
12845,r525,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,524,"['25', '']","['0', '']","['3', '']","['4', '']","['8', '']","['1', '']","['0', '']","['0', '']","['4', '']","['4', '']","['1', '']","['0', '']","['0', '']"
12845,r526,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,525,"['24', '']","['6', '']","['10', '']","['1', '']","['0', '']","['1', '']","['1', '']","['0', '']","['1', '']","['2', '']","['2', '']","['2', '']","['0', '']"
12845,r527,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,526,"['24', '']","['*', '']","['5', '']","['10', '']","['0', '']","['*', '']","['2', '']","['*', '']","['1', '']","['3', '']","['1', '']","['2', '']","['0', '']"
12845,r528,"All institutions -> Pennsylvania State U., Altoona",All institutions,"Pennsylvania State U., Altoona",2,527,"['24', '']","['0', '']","['3', '']","['*', '']","['11', '']","['0', '']","['2', '']","['0', '']","['0', '']","['7', '']","['*', '']","['0', '']","['0', '']"
12845,r529,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,528,"['24', '']","['0', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['4', '']","['0', '']","['0', '']","['8', '']","['10', '']","['0', '']"
12845,r530,All institutions -> Franklin W. Olin C. of Engineering,All institutions,Franklin W. Olin C. of Engineering,2,529,"['23', '']","['0', '']","['4', '']","['1', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['1', '']","['0', '']"
12845,r531,All institutions -> U. Texas of the Permian Basin,All institutions,U. Texas of the Permian Basin,2,530,"['23', '']","['1', '']","['2', '']","['2', '']","['5', '']","['2', '']","['2', '']","['2', '']","['1', '']","['2', '']","['2', '']","['*', '']","['2', '']"
12845,r532,All institutions -> Claflin U.,All institutions,Claflin U.,2,531,"['23', '']","['2', '']","['13', '']","['2', '']","['1', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['0', '']","['0', '']"
12845,r533,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,532,"['23', '']","['0', '']","['5', '']","['2', '']","['0', '']","['0', '']","['1', '']","['*', '']","['0', '']","['7', '']","['8', '']","['*', '']","['0', '']"
12845,r534,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,533,"['22', '']","['0', '']","['2', '']","['0', '']","['14', '']","['0', '']","['0', '']","['2', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
12845,r535,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,534,"['22', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r536,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,535,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
12845,r537,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,536,"['20', '']","['2', '']","['5', '']","['0', '']","['0', '']","['1', '']","['4', '']","['0', '']","['0', '']","['6', '']","['0', '']","['2', '']","['0', '']"
12845,r538,All institutions -> Biola U.,All institutions,Biola U.,2,537,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
12845,r539,All institutions -> U. of St. Thomas (MN),All institutions,U. of St. Thomas (MN),2,538,"['20', '']","['0', '']","['13', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']"
12845,r540,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,539,"['20', '']","['0', '']","['7', '']","['*', '']","['0', '']","['2', '']","['1', '']","['0', '']","['0', '']","['9', '']","['*', '']","['1', '']","['0', '']"
12845,r541,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,540,"['20', '']","['0', '']","['5', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['3', '']","['6', '']","['*', '']","['2', '']"
12845,r542,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,541,"['19', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r543,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,542,"['19', '']","['2', '']","['5', '']","['3', '']","['4', '']","['2', '']","['1', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']"
12845,r544,All institutions -> Keck Graduate Institute,All institutions,Keck Graduate Institute,2,543,"['18', '']","['0', '']","['11', '']","['0', '']","['2', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r545,"All institutions -> SUNY, C. of Optometry",All institutions,"SUNY, C. of Optometry",2,544,"['18', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r546,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,545,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
12845,r547,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,546,"['18', '']","['0', '']","['4', '']","['1', '']","['3', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
12845,r548,All institutions -> Stockton U.,All institutions,Stockton U.,2,547,"['17', '']","['*', '']","['5', '']","['*', '']","['*', '']","['2', '']","['*', '']","['*', '']","['2', '']","['4', '']","['3', '']","['1', '']","['0', '']"
12845,r549,All institutions -> Barnard C.,All institutions,Barnard C.,2,548,"['17', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']","['6', '']","['*', '']","['0', '']"
