table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_r_d_field_agricultural_sciences_and_natural_resources_and_conservation,field_r_d_field_biological_biomedical_and_health_sciences,field_r_d_field_computer_and_information_sciences,field_r_d_field_geosciences_atmospheric_sciences_and_ocean_sciences,field_r_d_field_mathematics_and_statistics,field_r_d_field_physical_sciences,field_r_d_field_psychology,field_r_d_field_social_sciences,field_r_d_field_engineering,field_r_d_field_other_fields
12495,r310,All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System,All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,,,,3,"['75,386', '']","['0', '']","['75,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r311,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Chicago Health Care, Jesse Brown Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Chicago Health Care, Jesse Brown Medical Center",,,4,"['19,642', '']","['0', '']","['19,642', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r312,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Hines Health Care, Edward Hines Junior Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Hines Health Care, Edward Hines Junior Hospital",,,4,"['29,727', '']","['0', '']","['29,727', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r313,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Madison Health Care, William S. Middleton Memorial Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Madison Health Care, William S. Middleton Memorial Veterans' Hospital",,,4,"['18,242', '']","['0', '']","['18,242', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r314,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Milwaukee Health Care, Clement J. Zablocki Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Milwaukee Health Care, Clement J. Zablocki Medical Center",,,4,"['7,776', '']","['0', '']","['7,776', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r315,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,,,,3,"['12,330', '']","['0', '']","['12,330', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r316,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> Kansas City Medical Center,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,Kansas City Medical Center,,,4,"['4,515', '']","['0', '']","['4,515', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r317,"All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> St. Louis Health Care, John J. Cochran Veterans Hospital",All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,"St. Louis Health Care, John J. Cochran Veterans Hospital",,,4,"['7,814', '']","['0', '']","['7,814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r318,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,,,,3,"['47,956', '']","['0', '']","['47,956', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r319,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Central Arkansas Health Care, Eugene J. Towbin Health Care Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Central Arkansas Health Care, Eugene J. Towbin Health Care Center",,,4,"['13,208', '']","['0', '']","['13,208', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r320,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Houston Health Care, Michael E. DeBakey Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Houston Health Care, Michael E. DeBakey Medical Center",,,4,"['26,763', '']","['0', '']","['26,763', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r321,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",,,4,"['1,119', '']","['0', '']","['1,119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r322,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Shreveport Health Care, Overton Brooks Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Shreveport Health Care, Overton Brooks Medical Center",,,4,"['497', '']","['0', '']","['497', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r323,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Southeast Louisiana Health Care System,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,Southeast Louisiana Health Care System,,,4,"['6,368', '']","['0', '']","['6,368', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r324,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,,,,3,"['27,491', '']","['0', '']","['27,491', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r325,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> Central Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,Central Texas Health Care,,,4,"['3,132', '']","['0', '']","['3,132', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r326,"All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> North Texas, Dallas Medical Center",All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,"North Texas, Dallas Medical Center",,,4,"['6,955', '']","['0', '']","['6,955', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r327,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> South Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,South Texas Health Care,,,4,"['17,403', '']","['0', '']","['17,403', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r328,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,,,,3,"['90,167', '']","['0', '']","['90,167', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r329,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Colorado, Rocky Mountain Regional Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Colorado, Rocky Mountain Regional Medical Center",,,4,"['33,422', '']","['0', '']","['33,422', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r330,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Oklahoma, Jack C. Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Oklahoma, Jack C. Montgomery Medical Center",,,4,"['436', '']","['0', '']","['436', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r331,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Oklahoma City Medical Center,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Oklahoma City Medical Center,,,4,"['8,676', '']","['0', '']","['8,676', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r332,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Salt Lake City Health Care,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Salt Lake City Health Care,,,4,"['47,633', '']","['0', '']","['47,633', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r333,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,,,,3,"['111,071', '']","['0', '']","['111,071', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r334,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Boise Medical Center,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Boise Medical Center,,,4,"['2,749', '']","['0', '']","['2,749', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r335,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Portland Health Care System,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Portland Health Care System,,,4,"['48,302', '']","['0', '']","['48,302', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r336,"All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Puget Sound Health Care, Seattle Medical Center",All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,"Puget Sound Health Care, Seattle Medical Center",,,4,"['60,019', '']","['0', '']","['60,019', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r337,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,,,,3,"['148,509', '']","['0', '']","['148,509', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r338,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Central California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Central California Health Care System,,,4,"['409', '']","['0', '']","['409', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r339,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Northern California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Northern California Health Care System,,,4,"['7,744', '']","['0', '']","['7,744', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r340,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Pacific Islands Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Pacific Islands Health Care System,,,4,"['2,180', '']","['0', '']","['2,180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r341,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Palo Alto Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Palo Alto Health Care System,,,4,"['74,320', '']","['0', '']","['74,320', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r342,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> San Francisco Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,San Francisco Health Care System,,,4,"['62,638', '']","['0', '']","['62,638', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r343,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Sierra Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Sierra Nevada Health Care System,,,4,"['577', '']","['0', '']","['577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r344,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Southern Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Southern Nevada Health Care System,,,4,"['640', '']","['0', '']","['640', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r345,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,,,,3,"['136,105', '']","['0', '']","['136,105', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r346,"All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Greater Los Angeles, West Los Angeles Medical Center",All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,"Greater Los Angeles, West Los Angeles Medical Center",,,4,"['31,993', '']","['0', '']","['31,993', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r347,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Loma Linda Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Loma Linda Health Care System,,,4,"['5,570', '']","['0', '']","['5,570', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r348,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Long Beach Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Long Beach Health Care System,,,4,"['8,534', '']","['0', '']","['8,534', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r349,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> New Mexico Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,New Mexico Health Care System,,,4,"['26,569', '']","['0', '']","['26,569', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r350,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Phoenix Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Phoenix Health Care System,,,4,"['3,448', '']","['0', '']","['3,448', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r351,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> San Diego Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,San Diego Health Care System,,,4,"['55,386', '']","['0', '']","['55,386', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r352,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Southern Arizona Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Southern Arizona Health Care System,,,4,"['4,606', '']","['0', '']","['4,606', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r353,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,,,,3,"['37,877', '']","['0', '']","['37,877', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r354,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Fargo Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Fargo Health Care System,,,4,"['144', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r355,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Minneapolis Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Minneapolis Health Care System,,,4,"['26,578', '']","['0', '']","['26,578', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r356,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Nebraska-Western Iowa Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Nebraska-Western Iowa Health Care System,,,4,"['10,283', '']","['0', '']","['10,283', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r357,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Sioux Falls Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Sioux Falls Health Care System,,,4,"['823', '']","['0', '']","['823', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r358,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> St. Cloud Health Care,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,St. Cloud Health Care,,,4,"['49', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r359,All agencies -> Other agencies,All agencies,Other agencies,,,,,2,"['4,245,202', ' ']","['42,490', ' ']","['252,010', ' ']","['4,005', ' ']","['380,360', ' ']","['2,224', ' ']","['1,169,259', ' ']","['0', ' ']","['23,719', 'i']","['2,300,595', ' ']","['70,541', ' ']"
12495,r360,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,,3,"['292,399', '']","['32,897', '']","['82,616', '']","['4,005', '']","['120,517', '']","['2,224', '']","['6,982', '']","['0', '']","['1,689', '']","['41,469', '']","['0', '']"
12495,r361,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Computational Toxicology and Exposure,All agencies,Other agencies,Environmental Protection Agency,Center for Computational Toxicology and Exposure,,,4,"['54,685', '']","['6,152', '']","['15,452', '']","['749', '']","['22,539', '']","['416', '']","['1,306', '']","['0', '']","['316', '']","['7,755', '']","['0', '']"
12495,r362,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Measurement and Modeling,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Measurement and Modeling,,,4,"['84,799', '']","['9,541', '']","['23,957', '']","['1,162', '']","['34,953', '']","['645', '']","['2,025', '']","['0', '']","['490', '']","['12,027', '']","['0', '']"
12495,r363,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Environmental Solutions and Emergency Response,All agencies,Other agencies,Environmental Protection Agency,Center for Environmental Solutions and Emergency Response,,,4,"['52,849', '']","['5,946', '']","['14,933', '']","['724', '']","['21,782', '']","['402', '']","['1,262', '']","['0', '']","['305', '']","['7,495', '']","['0', '']"
12495,r364,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Public Health and Environmental Assessment,All agencies,Other agencies,Environmental Protection Agency,Center for Public Health and Environmental Assessment,,,4,"['82,802', '']","['9,316', '']","['23,396', '']","['1,134', '']","['34,128', '']","['630', '']","['1,977', '']","['0', '']","['478', '']","['11,743', '']","['0', '']"
12495,r365,"All agencies -> Other agencies -> Environmental Protection Agency -> Office of Science Advisor, Policy, and Engagement",All agencies,Other agencies,Environmental Protection Agency,"Office of Science Advisor, Policy, and Engagement",,,4,"['17,264', '']","['1,942', '']","['4,878', '']","['236', '']","['7,116', '']","['131', '']","['412', '']","['0', '']","['100', '']","['2,448', '']","['0', '']"
12495,r366,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,,3,"['1,492', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,492', 'i']","['0', 'i']","['0', 'i']"
12495,r367,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,,3,"['2,902', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,469', '']","['0', '']","['0', '']","['0', '']","['433', '']"
12495,r368,All agencies -> Other agencies -> Library of Congress -> Digital Services Directorate,All agencies,Other agencies,Library of Congress,Digital Services Directorate,,,4,"['433', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['433', '']"
12495,r369,All agencies -> Other agencies -> Library of Congress -> Preservation Directorate,All agencies,Other agencies,Library of Congress,Preservation Directorate,,,4,"['2,469', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,469', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r370,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA),All agencies,Other agencies,National Aeronautics and Space Administration (NASA),,,,3,"['3,764,686', '']","['0', '']","['119,014', '']","['0', '']","['239,927', '']","['0', '']","['1,125,584', '']","['0', '']","['0', '']","['2,220,749', '']","['59,412', '']"
12495,r371,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Ames Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Ames Research Center,,,4,"['276,848', '']","['0', '']","['26,492', '']","['0', '']","['1,378', '']","['0', '']","['62,028', '']","['0', '']","['0', '']","['186,949', '']","['0', '']"
12495,r372,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Armstrong (Dryden) Flight Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Armstrong (Dryden) Flight Research Center,,,4,"['28,301', '']","['0', '']","['0', '']","['0', '']","['2,294', '']","['0', '']","['83', '']","['0', '']","['0', '']","['25,924', '']","['0', '']"
12495,r373,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Glenn Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Glenn Research Center,,,4,"['240,357', '']","['0', '']","['3,434', '']","['0', '']","['372', '']","['0', '']","['29,913', '']","['0', '']","['0', '']","['206,630', '']","['9', '']"
12495,r374,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Goddard Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Goddard Space Flight Center,,,4,"['1,067,753', '']","['0', '']","['3', '']","['0', '']","['124,492', '']","['0', '']","['650,875', '']","['0', '']","['0', '']","['292,383', '']","['0', '']"
12495,r375,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Johnson Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Johnson Space Center,,,4,"['799,127', '']","['0', '']","['75,674', '']","['0', '']","['3,823', '']","['0', '']","['72,110', '']","['0', '']","['0', '']","['588,951', '']","['58,569', '']"
12495,r376,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Kennedy Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Kennedy Space Center,,,4,"['178,778', '']","['0', '']","['8,266', '']","['0', '']","['10,974', '']","['0', '']","['94,338', '']","['0', '']","['0', '']","['65,175', '']","['25', '']"
12495,r377,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Langley Research Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Langley Research Center,,,4,"['240,270', '']","['0', '']","['3,506', '']","['0', '']","['12,422', '']","['0', '']","['25,122', '']","['0', '']","['0', '']","['198,633', '']","['587', '']"
12495,r378,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Marshall Space Flight Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Marshall Space Flight Center,,,4,"['691,175', '']","['0', '']","['288', '']","['0', '']","['3,860', '']","['0', '']","['123,741', '']","['0', '']","['0', '']","['563,065', '']","['221', '']"
12495,r379,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> NASA Headquarters,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),NASA Headquarters,,,4,"['233,119', '']","['0', '']","['1,352', '']","['0', '']","['80,311', '']","['0', '']","['67,360', '']","['0', '']","['0', '']","['84,097', '']","['0', '']"
12495,r380,All agencies -> Other agencies -> National Aeronautics and Space Administration (NASA) -> Stennis Space Center,All agencies,Other agencies,National Aeronautics and Space Administration (NASA),Stennis Space Center,,,4,"['8,957', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['8,944', '']","['0', '']"
12495,r381,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,,3,"['183,723', 'i']","['9,592', 'i']","['50,380', 'i']","['0', 'i']","['19,915', 'i']","['0', 'i']","['34,224', 'i']","['0', 'i']","['20,537', 'i']","['38,377', 'i']","['10,697', 'i']"
12495,r382,All agencies -> Other agencies -> Smithsonian Institution -> Archives of American Art,All agencies,Other agencies,Smithsonian Institution,Archives of American Art,,,4,"['30,620', 'i']","['1,599', 'i']","['8,397', 'i']","['0', 'i']","['3,319', 'i']","['0', 'i']","['5,704', 'i']","['0', 'i']","['3,423', 'i']","['6,396', 'i']","['1,783', 'i']"
12495,r383,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,,,4,"['30,620', 'i']","['1,599', 'i']","['8,397', 'i']","['0', 'i']","['3,319', 'i']","['0', 'i']","['5,704', 'i']","['0', 'i']","['3,423', 'i']","['6,396', 'i']","['1,783', 'i']"
12495,r384,All agencies -> Other agencies -> Smithsonian Institution -> Center for Astrophysics -> Smithsonian Astrophysical Observatory,All agencies,Other agencies,Smithsonian Institution,Center for Astrophysics,Smithsonian Astrophysical Observatory,,5,"['30,620', 'i']","['1,599', 'i']","['8,397', 'i']","['0', 'i']","['3,319', 'i']","['0', 'i']","['5,704', 'i']","['0', 'i']","['3,423', 'i']","['6,396', 'i']","['1,783', 'i']"
12495,r385,All agencies -> Other agencies -> Smithsonian Institution -> National Museum of Natural History,All agencies,Other agencies,Smithsonian Institution,National Museum of Natural History,,,4,"['30,620', 'i']","['1,599', 'i']","['8,397', 'i']","['0', 'i']","['3,319', 'i']","['0', 'i']","['5,704', 'i']","['0', 'i']","['3,423', 'i']","['6,396', 'i']","['1,783', 'i']"
12495,r386,All agencies -> Other agencies -> Smithsonian Institution -> Smithsonian Conservation Biology Institute,All agencies,Other agencies,Smithsonian Institution,Smithsonian Conservation Biology Institute,,,4,"['30,620', 'i']","['1,599', 'i']","['8,397', 'i']","['0', 'i']","['3,319', 'i']","['0', 'i']","['5,704', 'i']","['0', 'i']","['3,423', 'i']","['6,396', 'i']","['1,783', 'i']"
