table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_total_r_d_expenditures_all_r_d,field_total_r_d_expenditures_basic_research,field_total_r_d_expenditures_applied_research,field_total_r_d_expenditures_experimental_development,field_federally_funded_all_federal_r_d,field_federally_funded_basic_research,field_federally_funded_applied_research,field_federally_funded_experimental_development,field_nonfederally_funded_all_nonfederal_r_d,field_nonfederally_funded_basic_research,field_nonfederally_funded_applied_research,field_nonfederally_funded_experimental_development
12491,r291,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Caribbean Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Caribbean Health Care System,,,4,"['526', '']","['526', '']","['0', '']","['0', '']","['526', '']","['526', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r292,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Miami Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Miami Health Care System,,,4,"['11,126', '']","['7,043', '']","['3,956', '']","['127', '']","['11,126', '']","['7,043', '']","['3,956', '']","['127', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r293,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> North Florida/ South Georgia Health Care System,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,North Florida/ South Georgia Health Care System,,,4,"['12,506', '']","['1,879', '']","['9,467', '']","['1,160', '']","['12,506', '']","['1,879', '']","['9,467', '']","['1,160', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r294,All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Orlando Medical Center,All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,Orlando Medical Center,,,4,"['592', '']","['293', '']","['293', '']","['6', '']","['592', '']","['293', '']","['293', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r295,"All agencies -> Department of Veterans Affairs -> VISN 8: Sunshine Health Care Network -> Tampa Health Care, James A. Haley Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 8: Sunshine Health Care Network,"Tampa Health Care, James A. Haley Veterans' Hospital",,,4,"['11,999', '']","['7,714', '']","['4,047', '']","['238', '']","['11,999', '']","['7,714', '']","['4,047', '']","['238', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r296,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,,,,3,"['51,828', '']","['35,551', '']","['16,092', '']","['185', '']","['51,828', '']","['35,551', '']","['16,092', '']","['185', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r297,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Lexington Medical Center (Troy Bowling Campus),All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Lexington Medical Center (Troy Bowling Campus),,,4,"['5,146', '']","['3,806', '']","['1,284', '']","['56', '']","['5,146', '']","['3,806', '']","['1,284', '']","['56', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r298,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Louisville Health Care, Robley Rex Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Louisville Health Care, Robley Rex Medical Center",,,4,"['3,476', '']","['2,825', '']","['619', '']","['31', '']","['3,476', '']","['2,825', '']","['619', '']","['31', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r299,All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Memphis Medical Center,All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,Memphis Medical Center,,,4,"['7,373', '']","['4,022', '']","['3,351', '']","['0', '']","['7,373', '']","['4,022', '']","['3,351', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r300,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Mountain Home Health Care, James H. Quillen Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Mountain Home Health Care, James H. Quillen Medical Center",,,4,"['3,218', '']","['2,679', '']","['518', '']","['22', '']","['3,218', '']","['2,679', '']","['518', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r301,"All agencies -> Department of Veterans Affairs -> VISN 9: MidSouth Health Care Network -> Tennessee Valley Health Care, Nashville Medical Center",All agencies,Department of Veterans Affairs,VISN 9: MidSouth Health Care Network,"Tennessee Valley Health Care, Nashville Medical Center",,,4,"['32,614', '']","['22,218', '']","['10,320', '']","['77', '']","['32,614', '']","['22,218', '']","['10,320', '']","['77', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r302,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,,,,3,"['107,300', '']","['44,616', '']","['59,449', '']","['3,235', '']","['107,300', '']","['44,616', '']","['59,449', '']","['3,235', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r303,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Ann Arbor Health Care System,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Ann Arbor Health Care System,,,4,"['31,274', '']","['8,063', '']","['22,718', '']","['493', '']","['31,274', '']","['8,063', '']","['22,718', '']","['493', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r304,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Battle Creek Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Battle Creek Medical Center,,,4,"['5', '']","['0', '']","['4', '']","['1', '']","['5', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r305,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Cincinnati Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Cincinnati Medical Center,,,4,"['7,700', '']","['6,536', '']","['1,148', '']","['16', '']","['7,700', '']","['6,536', '']","['1,148', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r306,All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Dayton Medical Center,All agencies,Department of Veterans Affairs,VISN 10: Health Care System,Dayton Medical Center,,,4,"['1,167', '']","['526', '']","['641', '']","['0', '']","['1,167', '']","['526', '']","['641', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r307,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Detroit Health Care, John D. Dingell Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Detroit Health Care, John D. Dingell Medical Center",,,4,"['9,562', '']","['4,355', '']","['4,664', '']","['543', '']","['9,562', '']","['4,355', '']","['4,664', '']","['543', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r308,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Indiana Health Care, Richard L. Roudebush Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Indiana Health Care, Richard L. Roudebush Medical Center",,,4,"['27,341', '']","['14,136', '']","['13,031', '']","['175', '']","['27,341', '']","['14,136', '']","['13,031', '']","['175', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r309,"All agencies -> Department of Veterans Affairs -> VISN 10: Health Care System -> Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",All agencies,Department of Veterans Affairs,VISN 10: Health Care System,"Northeast Ohio Health Care, Louis Stokes Cleveland Medical Center",,,4,"['30,251', '']","['11,001', '']","['17,243', '']","['2,007', '']","['30,251', '']","['11,001', '']","['17,243', '']","['2,007', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r310,All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System,All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,,,,3,"['75,386', '']","['31,855', '']","['41,885', '']","['1,646', '']","['75,386', '']","['31,855', '']","['41,885', '']","['1,646', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r311,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Chicago Health Care, Jesse Brown Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Chicago Health Care, Jesse Brown Medical Center",,,4,"['19,642', '']","['16,079', '']","['3,343', '']","['219', '']","['19,642', '']","['16,079', '']","['3,343', '']","['219', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r312,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Hines Health Care, Edward Hines Junior Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Hines Health Care, Edward Hines Junior Hospital",,,4,"['29,727', '']","['2,681', '']","['25,978', '']","['1,068', '']","['29,727', '']","['2,681', '']","['25,978', '']","['1,068', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r313,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Madison Health Care, William S. Middleton Memorial Veterans' Hospital",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Madison Health Care, William S. Middleton Memorial Veterans' Hospital",,,4,"['18,242', '']","['9,089', '']","['9,003', '']","['150', '']","['18,242', '']","['9,089', '']","['9,003', '']","['150', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r314,"All agencies -> Department of Veterans Affairs -> VISN 12: Great Lakes Health Care System -> Milwaukee Health Care, Clement J. Zablocki Medical Center",All agencies,Department of Veterans Affairs,VISN 12: Great Lakes Health Care System,"Milwaukee Health Care, Clement J. Zablocki Medical Center",,,4,"['7,776', '']","['4,006', '']","['3,562', '']","['209', '']","['7,776', '']","['4,006', '']","['3,562', '']","['209', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r315,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,,,,3,"['12,330', '']","['9,271', '']","['3,049', '']","['10', '']","['12,330', '']","['9,271', '']","['3,049', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r316,All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> Kansas City Medical Center,All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,Kansas City Medical Center,,,4,"['4,515', '']","['3,823', '']","['693', '']","['0', '']","['4,515', '']","['3,823', '']","['693', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r317,"All agencies -> Department of Veterans Affairs -> VISN 15: Heartland Health Care Network -> St. Louis Health Care, John J. Cochran Veterans Hospital",All agencies,Department of Veterans Affairs,VISN 15: Heartland Health Care Network,"St. Louis Health Care, John J. Cochran Veterans Hospital",,,4,"['7,814', '']","['5,448', '']","['2,356', '']","['10', '']","['7,814', '']","['5,448', '']","['2,356', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r318,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,,,,3,"['47,956', '']","['15,888', '']","['31,531', '']","['536', '']","['47,956', '']","['15,888', '']","['31,531', '']","['536', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r319,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Central Arkansas Health Care, Eugene J. Towbin Health Care Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Central Arkansas Health Care, Eugene J. Towbin Health Care Center",,,4,"['13,208', '']","['5,343', '']","['7,673', '']","['193', '']","['13,208', '']","['5,343', '']","['7,673', '']","['193', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r320,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Houston Health Care, Michael E. DeBakey Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Houston Health Care, Michael E. DeBakey Medical Center",,,4,"['26,763', '']","['3,824', '']","['22,596', '']","['343', '']","['26,763', '']","['3,824', '']","['22,596', '']","['343', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r321,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Jackson Health Care, G.V. (Sonny) Montgomery Medical Center",,,4,"['1,119', '']","['1,119', '']","['0', '']","['0', '']","['1,119', '']","['1,119', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r322,"All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Shreveport Health Care, Overton Brooks Medical Center",All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,"Shreveport Health Care, Overton Brooks Medical Center",,,4,"['497', '']","['193', '']","['304', '']","['0', '']","['497', '']","['193', '']","['304', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r323,All agencies -> Department of Veterans Affairs -> VISN 16: South Central Health Care Network -> Southeast Louisiana Health Care System,All agencies,Department of Veterans Affairs,VISN 16: South Central Health Care Network,Southeast Louisiana Health Care System,,,4,"['6,368', '']","['5,409', '']","['959', '']","['0', '']","['6,368', '']","['5,409', '']","['959', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r324,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,,,,3,"['27,491', '']","['16,748', '']","['10,347', '']","['396', '']","['27,491', '']","['16,748', '']","['10,347', '']","['396', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r325,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> Central Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,Central Texas Health Care,,,4,"['3,132', '']","['1,752', '']","['1,219', '']","['161', '']","['3,132', '']","['1,752', '']","['1,219', '']","['161', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r326,"All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> North Texas, Dallas Medical Center",All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,"North Texas, Dallas Medical Center",,,4,"['6,955', '']","['2,105', '']","['4,733', '']","['117', '']","['6,955', '']","['2,105', '']","['4,733', '']","['117', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r327,All agencies -> Department of Veterans Affairs -> VISN 17: Heart of Texas Health Care Network -> South Texas Health Care,All agencies,Department of Veterans Affairs,VISN 17: Heart of Texas Health Care Network,South Texas Health Care,,,4,"['17,403', '']","['12,891', '']","['4,394', '']","['118', '']","['17,403', '']","['12,891', '']","['4,394', '']","['118', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r328,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,,,,3,"['90,167', '']","['34,447', '']","['52,689', '']","['3,031', '']","['90,167', '']","['34,447', '']","['52,689', '']","['3,031', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r329,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Colorado, Rocky Mountain Regional Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Colorado, Rocky Mountain Regional Medical Center",,,4,"['33,422', '']","['16,528', '']","['16,036', '']","['857', '']","['33,422', '']","['16,528', '']","['16,036', '']","['857', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r330,"All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Eastern Oklahoma, Jack C. Montgomery Medical Center",All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,"Eastern Oklahoma, Jack C. Montgomery Medical Center",,,4,"['436', '']","['258', '']","['178', '']","['0', '']","['436', '']","['258', '']","['178', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r331,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Oklahoma City Medical Center,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Oklahoma City Medical Center,,,4,"['8,676', '']","['7,689', '']","['988', '']","['0', '']","['8,676', '']","['7,689', '']","['988', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r332,All agencies -> Department of Veterans Affairs -> VISN 19: Rocky Mountain Network -> Salt Lake City Health Care,All agencies,Department of Veterans Affairs,VISN 19: Rocky Mountain Network,Salt Lake City Health Care,,,4,"['47,633', '']","['9,972', '']","['35,486', '']","['2,174', '']","['47,633', '']","['9,972', '']","['35,486', '']","['2,174', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r333,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,,,,3,"['111,071', '']","['26,798', '']","['81,697', '']","['2,575', '']","['111,071', '']","['26,798', '']","['81,697', '']","['2,575', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r334,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Boise Medical Center,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Boise Medical Center,,,4,"['2,749', '']","['2,749', '']","['0', '']","['0', '']","['2,749', '']","['2,749', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r335,All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Portland Health Care System,All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,Portland Health Care System,,,4,"['48,302', '']","['13,392', '']","['33,540', '']","['1,370', '']","['48,302', '']","['13,392', '']","['33,540', '']","['1,370', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r336,"All agencies -> Department of Veterans Affairs -> VISN 20: Northwest Network -> Puget Sound Health Care, Seattle Medical Center",All agencies,Department of Veterans Affairs,VISN 20: Northwest Network,"Puget Sound Health Care, Seattle Medical Center",,,4,"['60,019', '']","['10,657', '']","['48,157', '']","['1,205', '']","['60,019', '']","['10,657', '']","['48,157', '']","['1,205', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r337,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,,,,3,"['148,509', '']","['42,692', '']","['103,907', '']","['1,910', '']","['148,509', '']","['42,692', '']","['103,907', '']","['1,910', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r338,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Central California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Central California Health Care System,,,4,"['409', '']","['339', '']","['71', '']","['0', '']","['409', '']","['339', '']","['71', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r339,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Northern California Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Northern California Health Care System,,,4,"['7,744', '']","['3,904', '']","['3,558', '']","['281', '']","['7,744', '']","['3,904', '']","['3,558', '']","['281', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r340,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Pacific Islands Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Pacific Islands Health Care System,,,4,"['2,180', '']","['914', '']","['1,266', '']","['0', '']","['2,180', '']","['914', '']","['1,266', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r341,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Palo Alto Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Palo Alto Health Care System,,,4,"['74,320', '']","['14,530', '']","['58,928', '']","['862', '']","['74,320', '']","['14,530', '']","['58,928', '']","['862', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r342,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> San Francisco Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,San Francisco Health Care System,,,4,"['62,638', '']","['22,656', '']","['39,221', '']","['762', '']","['62,638', '']","['22,656', '']","['39,221', '']","['762', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r343,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Sierra Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Sierra Nevada Health Care System,,,4,"['577', '']","['10', '']","['562', '']","['5', '']","['577', '']","['10', '']","['562', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r344,All agencies -> Department of Veterans Affairs -> VISN 21: Sierra Pacific Network -> Southern Nevada Health Care System,All agencies,Department of Veterans Affairs,VISN 21: Sierra Pacific Network,Southern Nevada Health Care System,,,4,"['640', '']","['339', '']","['301', '']","['0', '']","['640', '']","['339', '']","['301', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r345,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,,,,3,"['136,105', '']","['48,699', '']","['83,622', '']","['3,785', '']","['136,105', '']","['48,699', '']","['83,622', '']","['3,785', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r346,"All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Greater Los Angeles, West Los Angeles Medical Center",All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,"Greater Los Angeles, West Los Angeles Medical Center",,,4,"['31,993', '']","['14,350', '']","['17,058', '']","['585', '']","['31,993', '']","['14,350', '']","['17,058', '']","['585', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r347,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Loma Linda Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Loma Linda Health Care System,,,4,"['5,570', '']","['2,373', '']","['2,976', '']","['220', '']","['5,570', '']","['2,373', '']","['2,976', '']","['220', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r348,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Long Beach Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Long Beach Health Care System,,,4,"['8,534', '']","['4,040', '']","['4,477', '']","['16', '']","['8,534', '']","['4,040', '']","['4,477', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r349,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> New Mexico Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,New Mexico Health Care System,,,4,"['26,569', '']","['3,458', '']","['23,110', '']","['0', '']","['26,569', '']","['3,458', '']","['23,110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r350,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Phoenix Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Phoenix Health Care System,,,4,"['3,448', '']","['1,749', '']","['1,496', '']","['203', '']","['3,448', '']","['1,749', '']","['1,496', '']","['203', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r351,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> San Diego Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,San Diego Health Care System,,,4,"['55,386', '']","['18,935', '']","['33,744', '']","['2,707', '']","['55,386', '']","['18,935', '']","['33,744', '']","['2,707', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r352,All agencies -> Department of Veterans Affairs -> VISN 22: Desert Pacific Health Care Network -> Southern Arizona Health Care System,All agencies,Department of Veterans Affairs,VISN 22: Desert Pacific Health Care Network,Southern Arizona Health Care System,,,4,"['4,606', '']","['3,793', '']","['760', '']","['54', '']","['4,606', '']","['3,793', '']","['760', '']","['54', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r353,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,,,,3,"['37,877', '']","['16,474', '']","['20,871', '']","['532', '']","['37,877', '']","['16,474', '']","['20,871', '']","['532', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r354,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Fargo Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Fargo Health Care System,,,4,"['144', '']","['0', '']","['144', '']","['0', '']","['144', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r355,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Minneapolis Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Minneapolis Health Care System,,,4,"['26,578', '']","['7,039', '']","['19,007', '']","['532', '']","['26,578', '']","['7,039', '']","['19,007', '']","['532', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r356,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Nebraska-Western Iowa Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Nebraska-Western Iowa Health Care System,,,4,"['10,283', '']","['8,680', '']","['1,603', '']","['0', '']","['10,283', '']","['8,680', '']","['1,603', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r357,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> Sioux Falls Health Care System,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,Sioux Falls Health Care System,,,4,"['823', '']","['755', '']","['68', '']","['0', '']","['823', '']","['755', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r358,All agencies -> Department of Veterans Affairs -> VISN 23: Midwest Health Care Network -> St. Cloud Health Care,All agencies,Department of Veterans Affairs,VISN 23: Midwest Health Care Network,St. Cloud Health Care,,,4,"['49', '']","['0', '']","['49', '']","['0', '']","['49', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r359,All agencies -> Other agencies,All agencies,Other agencies,,,,,2,"['4,245,202', ' ']","['1,021,147', ' ']","['1,209,925', ' ']","['2,014,129', ' ']","['4,245,118', ' ']","['1,021,147', ' ']","['1,209,841', ' ']","['2,014,129', ' ']","['84', ' ']","['0', ' ']","['84', ' ']","['0', ' ']"
12491,r360,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,,3,"['292,399', '']","['0', '']","['214,914', '']","['77,486', '']","['292,399', '']","['0', '']","['214,914', '']","['77,486', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12491,r361,All agencies -> Other agencies -> Environmental Protection Agency -> Center for Computational Toxicology and Exposure,All agencies,Other agencies,Environmental Protection Agency,Center for Computational Toxicology and Exposure,,,4,"['54,685', '']","['0', '']","['40,193', '']","['14,491', '']","['54,685', '']","['0', '']","['40,193', '']","['14,491', '']","['0', '']","['0', '']","['0', '']","['0', '']"
