table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7843,r441,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,440,"['47', '']","['2', '']","['10', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['6', '']","['5', '']","['0', '']"
7843,r442,All institutions -> U. New England,All institutions,U. New England,2,441,"['47', '']","['4', '']","['19', '']","['0', '']","['0', '']","['6', '']","['10', '']","['0', '']","['3', '']","['2', '']","['0', '']","['1', '']","['2', '']"
7843,r443,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,442,"['46', 'i']","['0', 'i']","['26', 'i']","['*', 'i']","['3', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['2', 'i']","['7', 'i']","['6', 'i']","['1', 'i']","['0', 'i']"
7843,r444,All institutions -> Mercyhurst U.,All institutions,Mercyhurst U.,2,443,"['45', '']","['0', '']","['8', '']","['2', '']","['0', '']","['1', '']","['12', '']","['*', '']","['0', '']","['7', '']","['2', '']","['14', '']","['0', '']"
7843,r445,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,444,"['44', '']","['0', '']","['11', '']","['2', '']","['0', '']","['5', '']","['0', '']","['1', '']","['*', '']","['13', '']","['11', '']","['*', '']","['0', '']"
7843,r446,All institutions -> Reed C.,All institutions,Reed C.,2,445,"['44', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['7', '']","['0', '']","['0', '']"
7843,r447,All institutions -> Davidson C.,All institutions,Davidson C.,2,446,"['44', '']","['0', '']","['9', '']","['2', '']","['0', '']","['0', '']","['0', '']","['*', '']","['1', '']","['14', '']","['17', '']","['*', '']","['0', '']"
7843,r448,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,447,"['43', '']","['21', '']","['9', '']","['3', '']","['2', '']","['1', '']","['0', '']","['3', '']","['5', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r449,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,448,"['43', '']","['0', '']","['8', '']","['2', '']","['0', '']","['5', '']","['0', '']","['2', '']","['0', '']","['12', '']","['5', '']","['9', '']","['1', '']"
7843,r450,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,449,"['43', '']","['2', '']","['8', '']","['5', '']","['9', '']","['7', '']","['0', '']","['2', '']","['5', '']","['4', '']","['0', '']","['1', '']","['0', '']"
7843,r451,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,450,"['43', 'i']","['0', 'i']","['11', 'i']","['4', 'i']","['0', 'i']","['0', 'i']","['22', 'i']","['*', 'i']","['0', 'i']","['5', 'i']","['*', 'i']","['*', 'i']","['0', 'i']"
7843,r452,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,451,"['41', '']","['*', '']","['6', '']","['0', '']","['19', '']","['2', '']","['0', '']","['*', '']","['*', '']","['7', '']","['6', '']","['1', '']","['0', '']"
7843,r453,All institutions -> Haverford C.,All institutions,Haverford C.,2,452,"['41', '']","['0', '']","['9', '']","['4', '']","['0', '']","['2', '']","['0', '']","['3', '']","['0', '']","['18', '']","['6', '']","['0', '']","['0', '']"
7843,r454,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,453,"['41', '']","['0', '']","['0', '']","['0', '']","['37', '']","['0', '']","['3', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']"
7843,r455,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,454,"['41', '']","['0', '']","['6', '']","['4', '']","['12', '']","['0', '']","['5', '']","['3', '']","['0', '']","['6', '']","['3', '']","['3', '']","['0', '']"
7843,r456,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,455,"['41', '']","['6', '']","['4', '']","['3', '']","['7', '']","['0', '']","['3', '']","['5', '']","['0', '']","['9', '']","['4', '']","['0', '']","['0', '']"
7843,r457,All institutions -> Pepperdine U.,All institutions,Pepperdine U.,2,456,"['40', '']","['0', '']","['13', '']","['*', '']","['0', '']","['0', '']","['4', '']","['1', '']","['1', '']","['9', '']","['4', '']","['7', '']","['0', '']"
7843,r458,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,457,"['40', '']","['0', '']","['7', '']","['0', '']","['2', '']","['19', '']","['1', '']","['1', '']","['*', '']","['7', '']","['2', '']","['1', '']","['0', '']"
7843,r459,All institutions -> U. San Diego,All institutions,U. San Diego,2,458,"['40', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
7843,r460,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,459,"['40', '']","['0', '']","['20', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['1', '']","['17', '']","['1', '']","['0', '']","['0', '']"
7843,r461,All institutions -> Williams C.,All institutions,Williams C.,2,460,"['40', 'i']","['0', 'i']","['7', 'i']","['3', 'i']","['0', 'i']","['4', 'i']","['0', 'i']","['4', 'i']","['0', 'i']","['12', 'i']","['5', 'i']","['5', 'i']","['0', 'i']"
7843,r462,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,461,"['39', '']","['0', '']","['16', '']","['1', '']","['2', '']","['1', '']","['1', '']","['*', '']","['0', '']","['8', '']","['8', '']","['2', '']","['0', '']"
7843,r463,All institutions -> Providence C.,All institutions,Providence C.,2,462,"['39', '']","['0', '']","['14', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12', '']","['8', '']","['0', '']","['0', '']"
7843,r464,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,463,"['39', '']","['0', '']","['11', '']","['1', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['2', '']","['0', '']"
7843,r465,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,464,"['38', '']","['0', '']","['9', '']","['1', '']","['1', '']","['2', '']","['10', '']","['1', '']","['0', '']","['6', '']","['4', '']","['4', '']","['0', '']"
7843,r466,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,465,"['37', 'i']","['0', 'i']","['15', 'i']","['14', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['2', 'i']","['0', 'i']","['6', 'i']","['*', 'i']","['*', 'i']","['0', 'i']"
7843,r467,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,466,"['36', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']"
7843,r468,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,467,"['36', '']","['0', '']","['16', '']","['0', '']","['9', '']","['0', '']","['7', '']","['0', '']","['0', '']","['3', '']","['1', '']","['0', '']","['0', '']"
7843,r469,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,468,"['35', '']","['0', '']","['8', '']","['1', '']","['3', '']","['0', '']","['0', '']","['2', '']","['1', '']","['8', '']","['3', '']","['9', '']","['2', '']"
7843,r470,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,469,"['35', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['28', '']","['0', '']"
7843,r471,All institutions -> Bates C.,All institutions,Bates C.,2,470,"['34', '']","['0', '']","['16', '']","['*', '']","['0', '']","['4', '']","['0', '']","['*', '']","['*', '']","['8', '']","['3', '']","['2', '']","['1', '']"
7843,r472,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,471,"['34', '']","['0', '']","['11', '']","['2', '']","['5', '']","['0', '']","['1', '']","['1', '']","['0', '']","['7', '']","['7', '']","['1', '']","['0', '']"
7843,r473,All institutions -> Edward Via C. of Osteopathic Medicine,All institutions,Edward Via C. of Osteopathic Medicine,2,472,"['34', '']","['0', '']","['24', '']","['1', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r474,All institutions -> Canisius C.,All institutions,Canisius C.,2,473,"['34', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['12', '']","['2', '']","['3', '']","['0', '']"
7843,r475,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,474,"['34', '']","['0', '']","['2', '']","['0', '']","['0', '']","['8', '']","['0', '']","['1', '']","['0', '']","['11', '']","['8', '']","['5', '']","['0', '']"
7843,r476,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,475,"['33', '']","['3', '']","['12', '']","['3', '']","['5', '']","['0', '']","['1', '']","['2', '']","['*', '']","['4', '']","['1', '']","['0', '']","['1', '']"
7843,r477,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,476,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
7843,r478,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,477,"['33', '']","['0', '']","['11', '']","['1', '']","['3', '']","['1', '']","['2', '']","['*', '']","['3', '']","['8', '']","['2', '']","['2', '']","['0', '']"
7843,r479,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,478,"['33', '']","['1', '']","['15', '']","['3', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', '']","['10', '']","['1', '']","['0', '']"
7843,r480,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,479,"['32', '']","['0', '']","['9', '']","['*', '']","['0', '']","['4', '']","['1', '']","['0', '']","['8', '']","['8', '']","['3', '']","['*', '']","['0', '']"
7843,r481,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,480,"['32', '']","['0', '']","['4', '']","['0', '']","['20', '']","['0', '']","['3', '']","['0', '']","['4', '']","['1', '']","['*', '']","['0', '']","['0', '']"
7843,r482,All institutions -> Philadelphia C. of Osteopathic Medicine,All institutions,Philadelphia C. of Osteopathic Medicine,2,481,"['32', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']"
7843,r483,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,482,"['32', '']","['2', '']","['*', '']","['1', '']","['12', '']","['*', '']","['10', '']","['*', '']","['1', '']","['5', '']","['1', '']","['*', '']","['0', '']"
7843,r484,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,483,"['32', '']","['0', '']","['7', '']","['0', '']","['9', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2', '']","['4', '']","['8', '']","['0', '']"
7843,r485,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,484,"['31', '']","['0', '']","['4', '']","['2', '']","['1', '']","['*', '']","['15', '']","['1', '']","['0', '']","['5', '']","['2', '']","['1', '']","['0', '']"
7843,r486,All institutions -> Manhattan C.,All institutions,Manhattan C.,2,485,"['31', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4', 'i']","['0', 'i']","['10', 'i']","['5', 'i']","['5', 'i']","['0', 'i']"
7843,r487,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,486,"['31', '']","['0', '']","['7', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['7', '']","['9', '']","['2', '']","['1', '']","['0', '']"
7843,r488,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,487,"['31', '']","['1', '']","['12', '']","['0', '']","['3', '']","['*', '']","['0', '']","['1', '']","['1', '']","['12', '']","['0', '']","['*', '']","['1', '']"
7843,r489,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,488,"['31', '']","['1', '']","['10', '']","['1', '']","['3', '']","['3', '']","['1', '']","['1', '']","['1', '']","['5', '']","['1', '']","['5', '']","['*', '']"
7843,r490,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,489,"['30', '']","['0', '']","['11', '']","['1', '']","['2', '']","['1', '']","['2', '']","['0', '']","['0', '']","['3', '']","['9', '']","['1', '']","['0', '']"
7843,r491,All institutions -> U. Central del Caribe,All institutions,U. Central del Caribe,2,490,"['29', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
7843,r492,All institutions -> U. of Health Sciences and Pharmacy in St. Louis,All institutions,U. of Health Sciences and Pharmacy in St. Louis,2,491,"['28', '']","['1', '']","['8', '']","['0', '']","['0', '']","['0', '']","['18', '']","['1', '']","['0', '']","['*', '']","['0', '']","['1', '']","['0', '']"
7843,r493,All institutions -> Alfred U.,All institutions,Alfred U.,2,492,"['28', '']","['0', '']","['0', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r494,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,493,"['28', '']","['1', '']","['5', '']","['*', '']","['0', '']","['1', '']","['3', '']","['0', '']","['3', '']","['10', '']","['2', '']","['2', '']","['0', '']"
7843,r495,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,494,"['28', '']","['0', '']","['5', '']","['2', '']","['11', '']","['0', '']","['*', '']","['0', '']","['4', '']","['3', '']","['1', '']","['1', '']","['0', '']"
7843,r496,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,495,"['28', '']","['0', '']","['5', '']","['0', '']","['6', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['0', '']"
7843,r497,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,496,"['28', '']","['*', '']","['5', '']","['5', '']","['*', '']","['*', '']","['6', '']","['*', '']","['2', '']","['1', '']","['6', '']","['1', '']","['1', '']"
7843,r498,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,497,"['28', '']","['0', '']","['8', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['0', '']","['16', '']","['1', '']","['0', '']","['1', '']"
7843,r499,All institutions -> Macalester C.,All institutions,Macalester C.,2,498,"['27', '']","['0', '']","['6', '']","['1', '']","['0', '']","['4', '']","['0', '']","['1', '']","['2', '']","['6', '']","['5', '']","['3', '']","['0', '']"
7843,r500,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,499,"['27', '']","['0', '']","['1', '']","['*', '']","['0', '']","['2', '']","['10', '']","['0', '']","['0', '']","['8', '']","['*', '']","['6', '']","['0', '']"
7843,r501,All institutions -> Scripps C.,All institutions,Scripps C.,2,500,"['27', '']","['1', '']","['10', '']","['*', '']","['0', '']","['1', '']","['0', '']","['1', '']","['2', '']","['6', '']","['3', '']","['3', '']","['0', '']"
7843,r502,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,501,"['26', '']","['0', '']","['10', '']","['*', '']","['0', '']","['3', '']","['0', '']","['*', '']","['*', '']","['8', '']","['3', '']","['1', '']","['0', '']"
7843,r503,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,502,"['26', '']","['5', '']","['10', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['2', '']","['5', '']","['1', '']","['0', '']","['0', '']"
7843,r504,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,503,"['26', '']","['2', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['3', '']","['0', '']","['0', '']"
7843,r505,All institutions -> U. New Haven,All institutions,U. New Haven,2,504,"['26', '']","['0', '']","['6', '']","['2', '']","['6', '']","['*', '']","['*', '']","['*', '']","['1', '']","['7', '']","['1', '']","['2', '']","['0', '']"
7843,r506,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,505,"['24', '']","['0', '']","['1', '']","['0', '']","['18', '']","['0', '']","['2', '']","['0', '']","['0', '']","['1', '']","['2', '']","['0', '']","['0', '']"
7843,r507,All institutions -> Claflin U.,All institutions,Claflin U.,2,506,"['23', '']","['2', '']","['13', '']","['2', '']","['1', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['0', '']","['0', '']"
7843,r508,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,507,"['23', '']","['0', '']","['7', '']","['*', '']","['6', '']","['0', '']","['2', '']","['0', '']","['0', '']","['6', '']","['2', '']","['0', '']","['0', '']"
7843,r509,All institutions -> Des Moines U.,All institutions,Des Moines U.,2,508,"['23', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r510,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,509,"['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['8', '']","['10', '']","['0', '']"
7843,r511,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,510,"['22', '']","['6', '']","['10', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['1', '']","['2', '']","['2', '']","['2', '']","['0', '']"
7843,r512,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,511,"['22', '']","['0', '']","['3', '']","['2', '']","['3', '']","['2', '']","['2', '']","['2', '']","['2', '']","['2', '']","['2', '']","['2', '']","['0', '']"
7843,r513,All institutions -> New School,All institutions,New School,2,512,"['22', '']","['0', '']","['3', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['12', '']","['0', '']"
7843,r514,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,513,"['21', '']","['2', '']","['7', '']","['2', '']","['0', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']"
7843,r515,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,514,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
7843,r516,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,515,"['21', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r517,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,516,"['21', '']","['0', '']","['5', '']","['*', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['7', '']","['8', '']","['*', '']","['0', '']"
7843,r518,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,517,"['20', '']","['0', '']","['1', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r519,All institutions -> Biola U.,All institutions,Biola U.,2,518,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
7843,r520,All institutions -> Keck Graduate Institute,All institutions,Keck Graduate Institute,2,519,"['20', '']","['0', '']","['11', '']","['0', '']","['1', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r521,All institutions -> Northern Michigan U.,All institutions,Northern Michigan U.,2,520,"['20', '']","['0', '']","['7', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['3', '']","['0', '']"
7843,r522,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,521,"['20', '']","['0', '']","['5', '']","['1', '']","['1', '']","['2', '']","['1', '']","['1', '']","['1', '']","['7', '']","['*', '']","['1', '']","['0', '']"
7843,r523,All institutions -> Albany C. of Pharmacy and Health Sciences,All institutions,Albany C. of Pharmacy and Health Sciences,2,522,"['20', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r524,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,523,"['18', '']","['1', '']","['5', '']","['1', '']","['0', '']","['2', '']","['1', '']","['*', '']","['2', '']","['3', '']","['2', '']","['1', '']","['0', '']"
7843,r525,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,524,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
7843,r526,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,525,"['18', '']","['0', '']","['4', '']","['1', '']","['3', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
7843,r527,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,526,"['18', '']","['0', '']","['2', '']","['5', '']","['2', '']","['0', '']","['2', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r528,All institutions -> Barnard C.,All institutions,Barnard C.,2,527,"['17', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']","['6', '']","['*', '']","['0', '']"
7843,r529,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,528,"['17', '']","['*', '']","['1', '']","['15', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']"
7843,r530,All institutions -> Troy U.,All institutions,Troy U.,2,529,"['17', '']","['0', '']","['2', '']","['1', '']","['*', '']","['1', '']","['4', '']","['1', '']","['2', '']","['3', '']","['1', '']","['1', '']","['0', '']"
7843,r531,All institutions -> U. of St. Thomas (MN),All institutions,U. of St. Thomas (MN),2,530,"['17', '']","['0', '']","['5', '']","['*', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['2', '']","['0', '']","['0', '']"
7843,r532,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,531,"['17', '']","['*', '']","['5', '']","['2', '']","['0', '']","['*', '']","['2', '']","['*', '']","['1', '']","['3', '']","['1', '']","['2', '']","['0', '']"
7843,r533,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,532,"['16', '']","['2', '']","['5', '']","['3', '']","['4', '']","['2', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r534,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,533,"['16', 'i']","['0', 'i']","['5', 'i']","['1', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['*', 'i']","['2', 'i']","['3', 'i']","['2', 'i']","['1', 'i']","['0', 'i']"
7843,r535,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,534,"['16', '']","['0', '']","['7', '']","['*', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['5', '']","['3', '']","['0', '']","['0', '']"
7843,r536,All institutions -> Pace U.,All institutions,Pace U.,2,535,"['16', '']","['0', '']","['9', '']","['2', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['2', '']","['1', '']","['0', '']","['0', '']"
7843,r537,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,536,"['15', '']","['3', '']","['3', '']","['0', '']","['3', '']","['3', '']","['1', '']","['*', '']","['*', '']","['2', '']","['*', '']","['*', '']","['0', '']"
7843,r538,"All institutions -> California State U., Maritime Academy",All institutions,"California State U., Maritime Academy",2,537,"['15', '']","['1', '']","['2', '']","['1', '']","['5', '']","['2', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
7843,r539,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,538,"['15', '']","['0', '']","['7', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']","['5', '']","['*', '']","['1', '']","['0', '']"
7843,r540,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,539,"['15', '']","['*', '']","['9', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']","['3', '']","['2', '']","['0', '']","['0', '']"
7843,r541,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,540,"['15', '']","['2', '']","['*', '']","['*', '']","['*', '']","['2', '']","['0', '']","['*', '']","['2', '']","['7', '']","['*', '']","['*', '']","['0', '']"
7843,r542,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,541,"['14', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['6', '']","['0', '']","['2', '']","['0', '']"
7843,r543,All institutions -> Stockton U.,All institutions,Stockton U.,2,542,"['14', '']","['*', '']","['5', '']","['*', '']","['*', '']","['2', '']","['*', '']","['*', '']","['2', '']","['4', '']","['*', '']","['*', '']","['0', '']"
7843,r544,All institutions -> Keene State C.,All institutions,Keene State C.,2,543,"['14', '']","['0', '']","['4', '']","['*', '']","['1', '']","['0', '']","['2', '']","['*', '']","['2', '']","['3', '']","['1', '']","['1', '']","['*', '']"
7843,r545,All institutions -> Fisk U.,All institutions,Fisk U.,2,544,"['14', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['1', '']","['0', '']"
7843,r546,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,545,"['13', '']","['1', '']","['2', '']","['2', '']","['4', '']","['0', '']","['1', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']"
7843,r547,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,546,"['13', '']","['1', '']","['4', '']","['1', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
7843,r548,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,547,"['13', '']","['0', '']","['6', '']","['*', '']","['*', '']","['0', '']","['0', '']","['0', '']","['2', '']","['4', '']","['*', '']","['0', '']","['0', '']"
7843,r549,All institutions -> Elizabeth City State U.,All institutions,Elizabeth City State U.,2,548,"['12', '']","['0', '']","['5', '']","['3', '']","['2', '']","['1', '']","['1', '']","['*', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
7843,r550,All institutions -> Black Hills State U.,All institutions,Black Hills State U.,2,549,"['12', '']","['2', '']","['4', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['5', '']","['2', '']","['0', '']","['0', '']"
7843,r551,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,550,"['12', '']","['0', '']","['2', '']","['1', '']","['0', '']","['*', '']","['2', '']","['*', '']","['1', '']","['1', '']","['2', '']","['3', '']","['0', '']"
