table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12859,r095,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['0', '']","['0', '']","['9,144', '']","['0', '']","['7,827', '']","['25,626', '']","['0', '']","['0', '']","['0', '']","['108,777', '']","['0', '']","['0', '']"
12859,r096,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['5,549', '']","['55,083', '']","['6,314', '']","['31,207', '']","['96,519', '']","['51,108', '']","['27,513', '']","['0', '']","['11,830', '']","['236,400', '']","['0', '']","['0', '']"
12859,r097,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r098,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['2,860', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r099,Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>b</sup>,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>b</sup>,3,"['0', '']","['59,480', '']","['13,260', '']","['0', '']","['8,398', '']","['0', '']","['110,849', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r100,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['0', '']","['13,377', '']","['126,425', '']","['0', '']","['81,500', '']","['35,352', '']","['9,199', '']","['0', '']","['0', '']","['97,542', '']","['0', '']","['0', '']"
12859,r101,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['5,026', '']","['0', '']","['0', '']","['10,588', '']","['0', '']","['0', '']","['3,079', '']","['0', '']","['3,293', '']","['3,293', '']","['0', '']","['0', '']"
12859,r102,Colorado -> Public -> U. Colorado Denver,Colorado,Public,U. Colorado Denver,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r103,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r104,Colorado -> Private,Colorado,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r105,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['32,841', '']","['0', '']"
12859,r106,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['22,522', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']","['0', '']","['0', '']"
12859,r107,Connecticut,Connecticut,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r108,Connecticut -> Public,Connecticut,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r109,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['NA', '']","['0', '']","['ne', '']","['56,762', '']","['0', '']","['0', '']","['0', '']","['22,800', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r110,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['0', '']","['0', '']","['0', '']","['5,439', '']","['119,803', '']","['0', '']","['3,338', '']","['94,695', '']","['0', '']","['2,088', '']","['0', '']","['0', '']"
12859,r111,Connecticut -> Private,Connecticut,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r112,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['NA', '']","['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r113,Connecticut -> Private -> Sacred Heart U.,Connecticut,Private,Sacred Heart U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r114,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['1,705', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r115,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r116,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['3,467', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r117,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['87,385', '']","['0', '']","['0', '']","['0', '']"
12859,r118,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['17,025', '']","['33,492', '']","['0', '']","['0', '']","['0', '']","['261,337', '']","['0', '']","['31,031', '']","['0', '']","['864,000', '']","['1,444,645', '']","['0', '']"
12859,r119,Delaware,Delaware,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r120,Delaware -> Public,Delaware,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r121,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['11,970', '']","['0', '']","['0', '']","['1,561', '']","['0', '']","['12,000', '']","['24,000', '']","['0', '']"
12859,r122,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['2,723', '']","['0', '']","['62,800', '']","['3,678', '']","['4,680', '']","['0', '']","['81,192', '']","['0', '']","['95,926', '']","['193,100', '']","['0', '']","['328,826', '']"
12859,r123,District of Columbia,District of Columbia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r124,District of Columbia -> Public,District of Columbia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r125,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,800', '']","['0', '']","['0', '']"
12859,r126,District of Columbia -> Private,District of Columbia,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r127,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['0', '']","['10,500', '']","['0', '']","['0', '']","['4,058', '']","['0', '']","['12,973', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r128,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['0', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,880', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r129,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r130,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['0', '']","['0', '']","['49,646', '']","['32,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r131,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['0', '']","['0', '']","['26,658', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,382', '']","['27,890', '']","['0', '']","['0', '']","['0', '']"
12859,r132,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['0', '']","['0', '']","['0', '']","['39,290', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r133,Florida,Florida,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r134,Florida -> Public,Florida,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r135,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['27,564', '']","['988', '']","['582', '']","['0', '']","['0', '']","['31,820', '']","['0', '']","['0', '']"
12859,r136,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['641', '']","['21,877', '']","['14,587', '']","['0', '']","['0', '']","['487', '']","['0', '']","['43,312', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r137,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['0', '']","['4,362', '']","['2,900', '']","['0', '']","['1,375', '']","['0', '']","['0', '']","['14,905', '']","['0', '']","['28,890', '']","['0', '']","['0', '']"
12859,r138,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['0', '']","['13,101', '']","['38,668', '']","['7,379', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,522', '']","['0', '']","['4,000', '']"
12859,r139,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['14,032', '']","['0', '']","['0', '']","['10,100', '']","['0', '']","['0', '']"
12859,r140,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['0', '']","['85,000', '']","['24,000', '']","['0', '']","['0', '']","['21,380', '']","['4,700', '']","['0', '']","['130,000', '']","['6,046', '']","['0', '']","['0', '']"
12859,r141,Florida -> Public -> New C. Florida,Florida,Public,New C. Florida,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['3,849', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r142,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['0', '']","['202,244', '']","['0', '']","['1,012', '']","['1,926', '']","['60,584', '']","['0', '']","['0', '']","['0', '']","['68,000', '']","['0', '']","['0', '']"
12859,r143,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['82,556', '']","['58,006', '']","['70,452', '']","['5,743', '']","['21,320', '']","['30,765', '']","['7,640', '']","['18,788', '']","['2,540', '']","['29,367', '']","['0', '']","['0', '']"
12859,r144,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['NA', '']","['0', '']","['35,443', '']","['0', '']","['0', '']","['4,054', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r145,Florida -> Public -> U. South Florida<sup>c</sup>,Florida,Public,U. South Florida<sup>c</sup>,3,"['430', '']","['25,877', '']","['11,400', '']","['0', '']","['0', '']","['0', '']","['44,648', '']","['0', '']","['0', '']","['80,343', '']","['0', '']","['0', '']"
12859,r146,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['0', '']","['12,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45,249', '']","['0', '']","['0', '']"
12859,r147,Florida -> Private,Florida,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r148,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['4,417', '']","['31,925', '']","['4,222', '']","['0', '']","['0', '']","['2,400', '']","['0', '']","['0', '']"
12859,r149,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['0', '']","['4,484', '']","['0', '']","['0', '']","['1,567', '']","['0', '']","['0', '']","['21,120', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r150,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['0', '']","['0', '']","['30,000', '']","['0', '']","['20,774', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r151,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['180,000', '']","['8,400', '']","['0', '']","['40,272', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['217,565', '']","['0', '']","['0', '']"
12859,r152,Georgia,Georgia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r153,Georgia -> Public,Georgia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r154,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['0', '']","['0', '']","['33,375', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r155,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['0', '']","['19,278', '']","['0', '']","['0', '']","['5,100', '']","['0', '']","['6,502', '']","['0', '']","['1,575', '']","['0', '']","['0', '']","['0', '']"
12859,r156,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['56,376', '']","['1,100', '']","['24,750', '']","['113,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,739', '']","['0', '']","['386,400', '']"
12859,r157,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['0', '']","['0', '']","['12,733', '']","['0', '']","['0', '']","['0', '']","['18,350', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r158,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['1,371', '']","['44,629', '']","['1,389', '']","['0', '']","['26,510', '']","['0', '']","['0', '']","['0', '']","['23,400', '']","['0', '']","['0', '']","['0', '']"
12859,r159,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['ne', '']","['ne', '']","['18,159', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,100', '']","['0', '']","['0', '']"
12859,r160,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r161,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['2,290', '']","['19,920', '']","['0', '']","['8,051', '']","['5,277', '']","['16,184', '']","['51,883', '']","['24,321', '']","['23,834', '']","['10,667', '']","['0', '']","['0', '']"
12859,r162,Georgia -> Private,Georgia,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r163,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r164,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['0', '']","['130,522', '']","['62,000', '']","['25,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90,000', '']","['0', '']","['0', '']","['0', '']"
