table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r116,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['ne', '']","['216', '']","['ne', '']","['ne', '']","['1,459', '']","['1,149', '']","['1,209', '']","['1,228', '']","['1,100', '']","['1,659', '']"
3180,r117,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['3,840', '']","['4,083', '']","['3,526', '']","['2,012', '']","['5,465', '']","['5,482', '']","['3,243', '']","['2,493', '']","['2,763', '']","['4,627', '']"
3180,r118,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['237,908', '']","['253,792', '']","['256,854', '']","['242,251', '']","['258,056', '']","['259,397', '']","['265,522', '']","['267,647', '']","['269,685', '']","['285,764', '']"
3180,r119,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r120,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['1,532', '']","['1,801', '']","['1,740', '']","['1,842', '']","['1,966', '']","['1,900', '']","['1,972', '']","['1,875', '']","['1,349', '']","['1,894', '']"
3180,r121,Connecticut -> Private -> Fairfield U.,Connecticut,Private,Fairfield U.,3,"['9,294', '']","['9,892', '']","['9,331', 'i']","['8,769', '']","['9,155', '']","['5,750', '']","['6,174', '']","['8,749', '']","['1,742', '']","['1,279', '']"
3180,r122,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['1,875', '']","['1,934', '']","['2,102', '']","['1,786', '']","['2,131', '']","['1,717', '']","['1,598', '']","['2,856', '']","['1,672', '']","['1,858', '']"
3180,r123,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,3,"['1,137', '']","['2,419', '']","['2,007', '']","['1,807', '']","['1,606', '']","['1,701', '']","['1,803', '']","['1,801', '']","['1,073', '']","['1,528', '']"
3180,r124,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['ne', '']","['2,009', '']","['2,723', '']","['1,400', '']","['1,616', 'i']","['1,832', '']","['3,822', '']","['5,005', '']","['5,585', '']","['5,062', '']"
3180,r125,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['8,397', '']","['10,367', '']","['8,945', '']","['8,120', '']","['7,262', '']","['7,223', '']","['7,740', '']","['8,945', '']","['10,662', '']","['9,958', '']"
3180,r126,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['623,510', '']","['656,967', '']","['656,555', '']","['788,784', '']","['772,840', '']","['803,004', '']","['881,765', '']","['951,084', '']","['990,399', '']","['1,072,309', '']"
3180,r127,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r128,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r129,Delaware -> Public -> Delaware State U.,Delaware,Public,Delaware State U.,3,"['15,200', '']","['19,019', '']","['15,668', '']","['17,295', '']","['17,679', '']","['15,980', '']","['21,320', '']","['20,793', '']","['21,377', '']","['23,017', '']"
3180,r130,Delaware -> Public -> U. Delaware,Delaware,Public,U. Delaware,3,"['153,311', '']","['169,746', '']","['170,174', '']","['179,967', '']","['175,563', '']","['175,724', '']","['176,295', '']","['183,428', '']","['186,192', '']","['206,270', '']"
3180,r131,District of Columbia,District of Columbia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r132,District of Columbia -> Public,District of Columbia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r133,District of Columbia -> Public -> National Defense U.,District of Columbia,Public,National Defense U.,3,"['ne', '']","['ne', '']","['ne', '']","['5,865', '']","['7,682', '']","['5,542', '']","['6,447', '']","['6,293', '']","['4,276', '']","['4,231', '']"
3180,r134,District of Columbia -> Public -> U. of the District of Columbia,District of Columbia,Public,U. of the District of Columbia,3,"['5,012', '']","['4,422', '']","['4,030', '']","['3,073', '']","['2,361', '']","['2,043', '']","['3,469', '']","['3,733', '']","['2,960', '']","['4,800', '']"
3180,r135,District of Columbia -> Private,District of Columbia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r136,District of Columbia -> Private -> American U.,District of Columbia,Private,American U.,3,"['39,747', '']","['46,611', '']","['43,526', '']","['61,087', '']","['63,628', '']","['58,325', '']","['57,064', '']","['56,034', '']","['61,741', '']","['71,053', '']"
3180,r137,District of Columbia -> Private -> Catholic U. of America,District of Columbia,Private,Catholic U. of America,3,"['21,454', '']","['25,397', '']","['24,971', '']","['23,235', '']","['22,331', '']","['24,265', '']","['25,139', '']","['24,282', '']","['25,497', '']","['24,484', '']"
3180,r138,District of Columbia -> Private -> Gallaudet U.,District of Columbia,Private,Gallaudet U.,3,"['7,652', '']","['7,161', '']","['6,765', '']","['6,769', '']","['5,655', '']","['4,477', '']","['6,947', '']","['7,603', '']","['7,617', '']","['5,382', '']"
3180,r139,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['196,917', '']","['197,621', '']","['196,448', '']","['202,428', '']","['227,995', '']","['241,117', '']","['231,829', '']","['245,519', '']","['260,656', '']","['269,799', '']"
3180,r140,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['159,355', '']","['169,916', '']","['180,308', '']","['178,995', '']","['172,726', '']","['176,131', '']","['183,788', '']","['212,319', '']","['221,449', '']","['240,960', '']"
3180,r141,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['40,080', '']","['42,341', '']","['45,486', '']","['42,789', '']","['40,771', '']","['47,322', '']","['41,038', '']","['45,768', '']","['45,965', '']","['44,163', '']"
3180,r142,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r143,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r144,Florida -> Public -> Florida A&M U.,Florida,Public,Florida A&M U.,3,"['53,474', '']","['53,326', '']","['52,263', '']","['51,149', '']","['46,367', '']","['46,522', '']","['45,390', '']","['37,578', '']","['39,682', '']","['42,470', '']"
3180,r145,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['56,472', '']","['62,024', '']","['65,377', '']","['23,967', '']","['22,997', '']","['21,214', '']","['26,750', '']","['46,025', '']","['48,024', '']","['51,085', '']"
3180,r146,Florida -> Public -> Florida Gulf Coast U.,Florida,Public,Florida Gulf Coast U.,3,"['13,906', '']","['17,051', '']","['14,393', '']","['14,204', '']","['9,626', '']","['8,992', '']","['7,335', '']","['6,025', '']","['5,115', '']","['5,907', '']"
3180,r147,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['110,271', '']","['110,006', '']","['118,058', '']","['128,070', '']","['132,531', '']","['163,033', '']","['170,846', '']","['177,292', '']","['196,180', '']","['225,864', '']"
3180,r148,Florida -> Public -> Florida Polytechnic U.,Florida,Public,Florida Polytechnic U.,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['212', '']","['ne', '']","['ne', '']","['ne', '']","['2,006', '']"
3180,r149,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['227,329', '']","['230,411', '']","['225,378', '']","['250,877', '']","['252,548', '']","['256,449', '']","['268,288', '']","['282,901', '']","['297,661', '']","['329,205', '']"
3180,r150,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['117,985', '']","['109,190', '']","['116,891', '']","['126,681', '']","['185,555', '']","['215,519', '']","['198,211', '']","['200,387', '']","['215,332', '']","['225,085', '']"
3180,r151,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['681,548', '']","['739,931', '']","['696,985', '']","['695,063', '']","['708,526', '']","['739,522', '']","['791,294', '']","['801,418', '']","['865,093', '']","['928,639', '']"
3180,r152,Florida -> Public -> U. North Florida,Florida,Public,U. North Florida,3,"['8,041', '']","['9,379', '']","['7,031', '']","['4,480', '']","['3,674', '']","['3,689', '']","['5,141', '']","['6,476', '']","['9,994', '']","['12,341', '']"
3180,r153,"Florida -> Public -> U. South Florida, Saint Petersburg",Florida,Public,"U. South Florida, Saint Petersburg",3,"['4,425', '']","['3,978', '']","['5,488', '']","['6,905', '']","['6,908', '']","['7,292', '']","['7,116', '']","['8,661', '']","['8,478', '']","['11,686', '']"
3180,r154,"Florida -> Public -> U. South Florida, Sarasota-Manatee",Florida,Public,"U. South Florida, Sarasota-Manatee",3,"['732', '']","['914', '']","['ne', '']","['ne', '']","['1,026', '']","['1,595', '']","['1,827', '']","['1,883', '']","['1,934', '']","['1,872', '']"
3180,r155,"Florida -> Public -> U. South Florida, Tampa",Florida,Public,"U. South Florida, Tampa",3,"['385,029', '']","['394,963', '']","['443,206', '']","['459,409', '']","['488,641', '']","['485,354', '']","['505,965', '']","['557,889', '']","['385,686', '']","['391,325', '']"
3180,r156,Florida -> Public -> U. West Florida,Florida,Public,U. West Florida,3,"['17,757', '']","['21,710', '']","['16,221', '']","['19,332', '']","['19,579', '']","['31,232', '']","['40,815', '']","['35,054', '']","['41,035', '']","['41,977', '']"
3180,r157,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r158,Florida -> Private -> Bethune-Cookman U.,Florida,Private,Bethune-Cookman U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,137', '']","['735', '']"
3180,r159,Florida -> Private -> Embry-Riddle Aeronautical U.,Florida,Private,Embry-Riddle Aeronautical U.,3,"['12,189', '']","['16,289', '']","['19,376', '']","['16,484', '']","['15,393', '']","['11,942', '']","['16,761', '']","['13,335', '']","['16,767', '']","['12,478', '']"
3180,r160,Florida -> Private -> Florida Institute of Technology,Florida,Private,Florida Institute of Technology,3,"['12,054', '']","['14,523', '']","['17,100', '']","['13,298', '']","['14,255', '']","['14,282', '']","['18,860', '']","['18,180', '']","['17,378', '']","['17,876', '']"
3180,r161,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['10,116', '']","['12,322', '']","['12,908', '']","['12,712', '']","['13,716', '']","['14,775', '']","['19,559', '']","['22,508', '']","['23,296', '']","['24,567', '']"
3180,r162,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['280,671', '']","['323,486', '']","['365,301', '']","['344,757', '']","['345,805', '']","['331,036', '']","['358,441', '']","['367,877', '']","['357,104', '']","['360,716', '']"
3180,r163,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r164,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r165,Georgia -> Public -> Albany State U.,Georgia,Public,Albany State U.,3,"['740', '']","['1,416', '']","['2,225', '']","['1,658', '']","['1,549', '']","['1,356', '']","['1,496', '']","['1,393', '']","['1,301', '']","['1,491', '']"
3180,r166,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['na', '']","['na', '']","['na', '']","['64,033', '']","['64,118', '']","['67,737', '']","['71,338', '']","['99,661', '']","['99,081', '']","['96,502', '']"
3180,r167,Georgia -> Public -> Fort Valley State U.,Georgia,Public,Fort Valley State U.,3,"['5,310', '']","['3,850', '']","['3,665', '']","['3,688', '']","['4,547', '']","['4,320', '']","['5,138', '']","['5,374', '']","['3,916', '']","['4,563', '']"
3180,r168,Georgia -> Public -> Georgia Institute of Technology,Georgia,Public,Georgia Institute of Technology,3,"['615,833', '']","['655,375', '']","['688,905', '']","['730,488', '']","['725,550', '']","['765,370', '']","['790,706', '']","['804,301', '']","['891,728', '']","['960,167', '']"
3180,r169,Georgia -> Public -> Georgia Southern U.,Georgia,Public,Georgia Southern U.,3,"['3,704', '']","['3,912', '']","['5,719', '']","['18,069', '']","['20,245', '']","['17,152', '']","['17,395', '']","['16,084', '']","['12,978', '']","['11,166', '']"
3180,r170,Georgia -> Public -> Georgia State U.,Georgia,Public,Georgia State U.,3,"['81,015', '']","['92,725', '']","['91,148', '']","['111,999', '']","['123,915', '']","['139,596', '']","['161,314', '']","['200,171', '']","['201,235', '']","['195,572', '']"
3180,r171,Georgia -> Public -> Kennesaw State U.,Georgia,Public,Kennesaw State U.,3,"['1,854', '']","['1,961', '']","['3,511', 'i']","['5,062', '']","['2,192', '']","['4,762', '']","['8,279', '']","['9,510', '']","['11,214', '']","['30,381', '']"
3180,r172,Georgia -> Public -> Savannah State U.,Georgia,Public,Savannah State U.,3,"['1,874', '']","['2,700', '']","['1,996', '']","['2,613', '']","['2,210', '']","['1,801', '']","['2,267', '']","['1,407', '']","['1,793', '']","['1,720', '']"
3180,r173,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['295,339', '']","['335,901', '']","['351,395', '']","['350,225', '']","['355,471', '']","['374,264', '']","['410,345', '']","['455,432', '']","['453,249', '']","['477,536', '']"
3180,r174,Georgia -> Public -> U. North Georgia,Georgia,Public,U. North Georgia,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,064', '']","['2,465', '']","['2,068', '']"
3180,r175,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r176,Georgia -> Private -> Clark Atlanta U.,Georgia,Private,Clark Atlanta U.,3,"['8,515', '']","['8,245', '']","['10,406', '']","['9,159', '']","['9,192', '']","['9,945', '']","['8,513', '']","['8,007', '']","['7,833', '']","['9,048', '']"
3180,r177,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['529,453', '']","['547,316', '']","['565,766', '']","['575,943', '']","['558,600', '']","['585,210', '']","['614,527', '']","['664,888', '']","['712,417', '']","['794,928', '']"
3180,r178,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['27,298', '']","['29,039', '']","['31,376', '']","['28,892', '']","['30,209', '']","['32,838', '']","['31,735', '']","['29,447', '']","['34,197', '']","['44,128', '']"
3180,r179,Georgia -> Private -> Morehouse C.,Georgia,Private,Morehouse C.,3,"['7,857', '']","['8,485', 'i']","['9,113', '']","['9,581', '']","['7,349', '']","['6,180', '']","['4,315', '']","['3,667', '']","['4,531', '']","['4,564', '']"
3180,r180,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['30,669', 'i']","['33,946', '']","['37,586', '']","['36,638', '']","['41,858', '']","['33,367', '']","['38,774', '']","['36,925', '']","['33,215', '']","['31,289', '']"
3180,r181,Georgia -> Private -> Spelman C.,Georgia,Private,Spelman C.,3,"['3,181', '']","['2,273', '']","['2,148', '']","['1,602', '']","['1,595', '']","['1,524', '']","['1,929', '']","['2,079', '']","['2,350', '']","['2,751', '']"
