table_id,row_id,time_period,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_1,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_2,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_3,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_4,total_employed_in_all_survey_cycles_2015_2017_and_2019_hierarchy_depth,value
6336,r672,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",In field in 2015,Out of field in 2019,Involuntarily,SE,4,475
6336,r673,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,In field in 2017,Number,,3,17250
6336,r674,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,In field in 2017,SE,,3,725
6336,r675,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,12500
6336,r676,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,600
6336,r677,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,7500
6336,r678,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,525
6336,r679,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,In field in 2019,Number,,3,18550
6336,r680,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,In field in 2019,SE,,3,800
6336,r681,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,12350
6336,r682,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,650
6336,r683,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,6400
6336,r684,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> U.S. citizen and permanent resident",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,425
6336,r685,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,231500
6336,r686,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1600
6336,r687,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,In field in 2017,Number,,3,212550
6336,r688,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,In field in 2017,SE,,3,1650
6336,r689,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2017,Voluntarily,Number,4,3150
6336,r690,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2017,Voluntarily,SE,4,300
6336,r691,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2017,Involuntarily,Number,4,2450
6336,r692,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2017,Involuntarily,SE,4,325
6336,r693,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,In field in 2019,Number,,3,210050
6336,r694,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,In field in 2019,SE,,3,1725
6336,r695,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2019,Voluntarily,Number,4,5350
6336,r696,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2019,Voluntarily,SE,4,425
6336,r697,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2019,Involuntarily,Number,4,2700
6336,r698,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",In field in 2015,Out of field in 2019,Involuntarily,SE,4,325
6336,r699,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,In field in 2017,Number,,3,6300
6336,r700,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,In field in 2017,SE,,3,575
6336,r701,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,3800
6336,r702,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,400
6336,r703,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,3250
6336,r704,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,400
6336,r705,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,In field in 2019,Number,,3,6600
6336,r706,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,In field in 2019,SE,,3,525
6336,r707,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,4050
6336,r708,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,475
6336,r709,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,2650
6336,r710,"All employed for all survey cycles (2015, 2017, and 2019) -> Citizenship at graduation -> Temporary visa holder",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,350
