table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r116,United States -> Connecticut -> Public -> Central Connecticut State U.,United States,Connecticut,Public,Central Connecticut State U.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
3189,r117,United States -> Connecticut -> Public -> Eastern Connecticut State U.,United States,Connecticut,Public,Eastern Connecticut State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r118,United States -> Connecticut -> Public -> Southern Connecticut State U.,United States,Connecticut,Public,Southern Connecticut State U.,4,"['125', '']","['48', '']","['0', '']","['77', '']","['0', '']","['123', '']","['46', '']","['0', '']","['77', '']","['0', '']"
3189,r119,United States -> Connecticut -> Public -> U. Connecticut,United States,Connecticut,Public,U. Connecticut,4,"['23,659', '']","['16,262', '']","['2,228', '']","['4,215', '']","['954', '']","['19,155', '']","['13,737', '']","['1,625', '']","['3,420', '']","['373', '']"
3189,r120,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r121,United States -> Connecticut -> Private -> Connecticut C.,United States,Connecticut,Private,Connecticut C.,4,"['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3189,r122,United States -> Connecticut -> Private -> Fairfield U.,United States,Connecticut,Private,Fairfield U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r123,"United States -> Connecticut -> Private -> Trinity C., Hartford",United States,Connecticut,Private,"Trinity C., Hartford",4,"['57', '']","['57', '']","['0', '']","['0', '']","['0', '']","['57', '']","['57', '']","['0', '']","['0', '']","['0', '']"
3189,r124,United States -> Connecticut -> Private -> U. Hartford,United States,Connecticut,Private,U. Hartford,4,"['214', '']","['214', '']","['0', '']","['0', '']","['0', '']","['214', '']","['214', '']","['0', '']","['0', '']","['0', '']"
3189,r125,United States -> Connecticut -> Private -> U. New Haven,United States,Connecticut,Private,U. New Haven,4,"['93', '']","['68', '']","['22', '']","['3', '']","['0', '']","['93', '']","['68', '']","['22', '']","['3', '']","['0', '']"
3189,r126,United States -> Connecticut -> Private -> Wesleyan U.,United States,Connecticut,Private,Wesleyan U.,4,"['200', '']","['200', '']","['0', '']","['0', '']","['0', '']","['159', '']","['159', '']","['0', '']","['0', '']","['0', '']"
3189,r127,United States -> Connecticut -> Private -> Yale U.,United States,Connecticut,Private,Yale U.,4,"['59,850', '']","['31,343', '']","['1,075', '']","['21,324', '']","['6,108', '']","['54,174', '']","['29,320', '']","['966', '']","['18,695', '']","['5,193', '']"
3189,r128,United States -> Delaware,United States,Delaware,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r129,United States -> Delaware -> Public,United States,Delaware,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r130,United States -> Delaware -> Public -> Delaware State U.,United States,Delaware,Public,Delaware State U.,4,"['1,841', '']","['1,841', '']","['0', '']","['0', '']","['0', '']","['1,841', '']","['1,841', '']","['0', '']","['0', '']","['0', '']"
3189,r131,United States -> Delaware -> Public -> U. Delaware,United States,Delaware,Public,U. Delaware,4,"['23,524', '']","['15,642', '']","['6,501', '']","['970', '']","['411', '']","['19,464', '']","['13,696', '']","['4,456', '']","['964', '']","['348', '']"
3189,r132,United States -> District of Columbia,United States,District of Columbia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r133,United States -> District of Columbia -> Public,United States,District of Columbia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r134,United States -> District of Columbia -> Public -> National Defense U.,United States,District of Columbia,Public,National Defense U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r135,United States -> District of Columbia -> Public -> U. of the District of Columbia,United States,District of Columbia,Public,U. of the District of Columbia,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r136,United States -> District of Columbia -> Private,United States,District of Columbia,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r137,United States -> District of Columbia -> Private -> American U.,United States,District of Columbia,Private,American U.,4,"['3,515', '']","['1,905', '']","['216', '']","['845', '']","['549', '']","['2,767', '']","['1,450', '']","['216', '']","['619', '']","['482', '']"
3189,r138,United States -> District of Columbia -> Private -> Catholic U. of America,United States,District of Columbia,Private,Catholic U. of America,4,"['1,751', '']","['1,424', '']","['68', '']","['212', '']","['47', '']","['1,751', '']","['1,424', '']","['68', '']","['212', '']","['47', '']"
3189,r139,United States -> District of Columbia -> Private -> Gallaudet U.,United States,District of Columbia,Private,Gallaudet U.,4,"['637', '']","['419', '']","['NA', '']","['218', '']","['NA', '']","['637', '']","['419', '']","['0', '']","['218', '']","['0', '']"
3189,r140,United States -> District of Columbia -> Private -> George Washington U.,United States,District of Columbia,Private,George Washington U.,4,"['57,694', '']","['35,982', '']","['3,374', '']","['16,114', '']","['2,224', '']","['51,509', '']","['33,543', '']","['2,468', '']","['13,878', '']","['1,620', '']"
3189,r141,United States -> District of Columbia -> Private -> Georgetown U.,United States,District of Columbia,Private,Georgetown U.,4,"['22,102', '']","['10,404', '']","['3,547', '']","['6,542', '']","['1,609', '']","['17,908', '']","['9,029', '']","['2,267', '']","['5,751', '']","['861', '']"
3189,r142,United States -> District of Columbia -> Private -> Howard U.,United States,District of Columbia,Private,Howard U.,4,"['2,172', '']","['1,529', '']","['176', '']","['467', '']","['0', '']","['1,452', '']","['1,267', '']","['54', '']","['131', '']","['0', '']"
3189,r143,United States -> Florida,United States,Florida,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r144,United States -> Florida -> Public,United States,Florida,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r145,United States -> Florida -> Public -> Florida A&M U.,United States,Florida,Public,Florida A&M U.,4,"['5,711', '']","['5,264', '']","['393', '']","['8', '']","['46', '']","['5,386', '']","['5,157', '']","['175', '']","['8', '']","['46', '']"
3189,r146,United States -> Florida -> Public -> Florida Atlantic U.,United States,Florida,Public,Florida Atlantic U.,4,"['3,053', '']","['2,206', '']","['86', '']","['0', '']","['761', '']","['2,749', '']","['2,120', '']","['1', '']","['0', '']","['628', '']"
3189,r147,United States -> Florida -> Public -> Florida Gulf Coast U.,United States,Florida,Public,Florida Gulf Coast U.,4,"['310', '']","['239', '']","['0', '']","['0', '']","['71', '']","['239', '']","['239', '']","['0', '']","['0', '']","['0', '']"
3189,r148,United States -> Florida -> Public -> Florida International U.,United States,Florida,Public,Florida International U.,4,"['14,661', '']","['5,499', '']","['5,828', '']","['1,731', '']","['1,603', '']","['11,967', '']","['4,297', '']","['5,483', '']","['1,103', '']","['1,084', '']"
3189,r149,United States -> Florida -> Public -> Florida Polytechnic U.,United States,Florida,Public,Florida Polytechnic U.,4,"['883', '']","['0', '']","['883', '']","['0', '']","['0', '']","['105', '']","['0', '']","['105', '']","['0', '']","['0', '']"
3189,r150,United States -> Florida -> Public -> Florida State U.,United States,Florida,Public,Florida State U.,4,"['30,549', '']","['16,455', '']","['2,724', '']","['1,807', '']","['9,563', '']","['28,781', '']","['15,249', '']","['2,714', '']","['1,578', '']","['9,240', '']"
3189,r151,United States -> Florida -> Public -> U. Central Florida,United States,Florida,Public,U. Central Florida,4,"['19,872', '']","['7,815', '']","['9,396', '']","['1,986', '']","['675', '']","['16,728', '']","['6,680', '']","['8,780', '']","['964', '']","['304', '']"
3189,r152,United States -> Florida -> Public -> U. Florida,United States,Florida,Public,U. Florida,4,"['69,413', '']","['45,859', '']","['3,748', '']","['17,924', '']","['1,882', '']","['54,413', '']","['35,215', '']","['1,815', '']","['15,563', '']","['1,820', '']"
3189,r153,United States -> Florida -> Public -> U. North Florida,United States,Florida,Public,U. North Florida,4,"['360', '']","['360', '']","['0', '']","['0', '']","['0', '']","['26', '']","['26', '']","['0', '']","['0', '']","['0', '']"
3189,r154,"United States -> Florida -> Public -> U. South Florida, Saint Petersburg",United States,Florida,Public,"U. South Florida, Saint Petersburg",4,"['311', '']","['222', '']","['0', '']","['12', '']","['77', '']","['271', '']","['194', '']","['0', '']","['0', '']","['77', '']"
3189,r155,"United States -> Florida -> Public -> U. South Florida, Sarasota-Manatee",United States,Florida,Public,"U. South Florida, Sarasota-Manatee",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r156,"United States -> Florida -> Public -> U. South Florida, Tampa",United States,Florida,Public,"U. South Florida, Tampa",4,"['45,247', '']","['28,725', '']","['5,902', '']","['5,317', '']","['5,303', '']","['37,624', '']","['24,376', '']","['4,838', '']","['5,240', '']","['3,170', '']"
3189,r157,United States -> Florida -> Public -> U. West Florida,United States,Florida,Public,U. West Florida,4,"['8,278', '']","['6,596', '']","['283', '']","['0', '']","['1,399', '']","['5,582', '']","['5,582', '']","['0', '']","['0', '']","['0', '']"
3189,r158,United States -> Florida -> Private,United States,Florida,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r159,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['12', '']","['12', '']","['0', '']","['0', '']","['0', '']","['12', '']","['12', '']","['0', '']","['0', '']","['0', '']"
3189,r160,United States -> Florida -> Private -> Embry-Riddle Aeronautical U.,United States,Florida,Private,Embry-Riddle Aeronautical U.,4,"['2,400', '']","['383', '']","['2,017', '']","['0', '']","['0', '']","['2,292', '']","['275', '']","['2,017', '']","['0', '']","['0', '']"
3189,r161,United States -> Florida -> Private -> Florida Institute of Technology,United States,Florida,Private,Florida Institute of Technology,4,"['879', '']","['456', '']","['396', '']","['19', '']","['8', '']","['796', '']","['455', '']","['333', '']","['0', '']","['8', '']"
3189,r162,United States -> Florida -> Private -> Nova Southeastern U.,United States,Florida,Private,Nova Southeastern U.,4,"['1,485', '']","['955', '']","['261', '']","['242', '']","['27', '']","['861', '']","['645', '']","['0', '']","['216', '']","['0', '']"
3189,r163,United States -> Florida -> Private -> U. Miami,United States,Florida,Private,U. Miami,4,"['44,562', '']","['28,733', '']","['3,879', '']","['11,926', '']","['24', '']","['35,745', '']","['22,885', '']","['2,069', '']","['10,767', '']","['24', '']"
3189,r164,United States -> Georgia,United States,Georgia,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r165,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r166,United States -> Georgia -> Public -> Albany State U.,United States,Georgia,Public,Albany State U.,4,"['291', '']","['291', '']","['0', '']","['0', '']","['0', '']","['291', '']","['291', '']","['0', '']","['0', '']","['0', '']"
3189,r167,United States -> Georgia -> Public -> Augusta U.,United States,Georgia,Public,Augusta U.,4,"['5,716', '']","['4,604', '']","['0', '']","['1,112', '']","['0', '']","['4,716', '']","['4,009', '']","['0', '']","['707', '']","['0', '']"
3189,r168,United States -> Georgia -> Public -> Fort Valley State U.,United States,Georgia,Public,Fort Valley State U.,4,"['10', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['0', '']"
3189,r169,United States -> Georgia -> Public -> Georgia Institute of Technology,United States,Georgia,Public,Georgia Institute of Technology,4,"['79,238', '']","['3,455', '']","['74,996', '']","['657', '']","['130', '']","['78,993', '']","['3,395', '']","['74,939', '']","['657', '']","['2', '']"
3189,r170,United States -> Georgia -> Public -> Georgia Southern U.,United States,Georgia,Public,Georgia Southern U.,4,"['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['38', '']","['38', '']","['0', '']","['0', '']","['0', '']"
3189,r171,United States -> Georgia -> Public -> Georgia State U.,United States,Georgia,Public,Georgia State U.,4,"['17,659', '']","['12,169', '']","['1,830', '']","['1,940', '']","['1,720', '']","['16,024', '']","['11,671', '']","['1,262', '']","['1,642', '']","['1,449', '']"
3189,r172,United States -> Georgia -> Public -> Kennesaw State U.,United States,Georgia,Public,Kennesaw State U.,4,"['67', '']","['55', '']","['0', '']","['11', '']","['1', '']","['11', '']","['0', '']","['0', '']","['11', '']","['0', '']"
3189,r173,United States -> Georgia -> Public -> Savannah State U.,United States,Georgia,Public,Savannah State U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
