table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2016,field_2017,field_2018,field_2019_total,field_2019_principal_investigators,field_2019_other_personnel
3191,r658,"Tennessee -> Public -> U. Tennessee, Knoxville",Tennessee,Public,"U. Tennessee, Knoxville",3,"['3,708', '']","['3,768', '']","['4,351', '']","['4,358', '']","['445', '']","['3,913', '']"
3191,r659,"Tennessee -> Public -> U. Tennessee, Knoxville, Institute of Agriculture",Tennessee,Public,"U. Tennessee, Knoxville, Institute of Agriculture",3,"['1,404', '']","['1,436', '']","['1,442', '']","['1,431', '']","['142', '']","['1,289', '']"
3191,r660,Tennessee -> Private,Tennessee,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r661,Tennessee -> Private -> Fisk U.,Tennessee,Private,Fisk U.,3,"['47', '']","['32', 'i']","['32', '']","['51', '']","['10', '']","['41', '']"
3191,r662,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['145', '']","['176', '']","['184', '']","['141', '']","['30', '']","['111', '']"
3191,r663,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['6,162', 'i']","['6,603', 'i']","['6,643', 'i']","['6,906', 'i']","['1,142', 'i']","['5,764', 'i']"
3191,r664,Texas,Texas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r665,Texas -> Public,Texas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r666,Texas -> Public -> Lamar U.,Texas,Public,Lamar U.,3,"['135', '']","['146', '']","['271', '']","['279', '']","['96', '']","['183', '']"
3191,r667,Texas -> Public -> Prairie View A&M U.,Texas,Public,Prairie View A&M U.,3,"['431', '']","['485', '']","['503', '']","['503', '']","['117', '']","['386', '']"
3191,r668,Texas -> Public -> Sam Houston State U.,Texas,Public,Sam Houston State U.,3,"['202', '']","['269', '']","['359', '']","['429', '']","['98', '']","['331', '']"
3191,r669,Texas -> Public -> Stephen F. Austin State U.,Texas,Public,Stephen F. Austin State U.,3,"['269', '']","['198', '']","['192', '']","['182', '']","['53', '']","['129', '']"
3191,r670,Texas -> Public -> Sul Ross State U.,Texas,Public,Sul Ross State U.,3,"['84', '']","['88', '']","['84', '']","['81', '']","['6', '']","['75', '']"
3191,r671,Texas -> Public -> Tarleton State U.,Texas,Public,Tarleton State U.,3,"['190', '']","['187', '']","['176', '']","['172', '']","['40', '']","['132', '']"
3191,r672,Texas -> Public -> Texas A&M International U.,Texas,Public,Texas A&M International U.,3,"['56', '']","['58', '']","['51', '']","['51', 'i']","['1', 'i']","['50', 'i']"
3191,r673,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['12,996', '']","['13,016', '']","['13,189', '']","['13,778', '']","['2,524', '']","['11,254', '']"
3191,r674,Texas -> Public -> Texas A&M U.-Central Texas,Texas,Public,Texas A&M U.-Central Texas,3,"['ne', '']","['ne', '']","['37', '']","['12', '']","['8', '']","['4', '']"
3191,r675,Texas -> Public -> Texas A&M U.-Commerce,Texas,Public,Texas A&M U.-Commerce,3,"['196', '']","['100', '']","['119', '']","['250', '']","['32', '']","['218', '']"
3191,r676,Texas -> Public -> Texas A&M U.-Corpus Christi,Texas,Public,Texas A&M U.-Corpus Christi,3,"['565', '']","['527', '']","['566', '']","['573', '']","['139', '']","['434', '']"
3191,r677,Texas -> Public -> Texas A&M U.-Kingsville,Texas,Public,Texas A&M U.-Kingsville,3,"['691', '']","['671', '']","['597', '']","['596', '']","['70', '']","['526', '']"
3191,r678,Texas -> Public -> Texas Southern U.,Texas,Public,Texas Southern U.,3,"['46', '']","['38', '']","['60', '']","['36', '']","['16', '']","['20', '']"
3191,r679,Texas -> Public -> Texas State U.,Texas,Public,Texas State U.,3,"['1,157', '']","['1,146', '']","['1,056', '']","['1,293', '']","['200', '']","['1,093', '']"
3191,r680,Texas -> Public -> Texas Tech U.,Texas,Public,Texas Tech U.,3,"['3,702', '']","['3,593', '']","['3,760', '']","['3,785', '']","['334', '']","['3,451', '']"
3191,r681,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['877', '']","['787', '']","['758', '']","['806', '']","['112', '']","['694', '']"
3191,r682,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['207', '']","['191', '']","['156', '']","['155', '']","['29', '']","['126', '']"
3191,r683,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['151', '']","['149', '']","['148', '']","['100', '']","['26', '']","['74', '']"
3191,r684,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['2,007', '']","['2,395', '']","['2,292', '']","['2,511', '']","['319', '']","['2,192', '']"
3191,r685,Texas -> Public -> U. Houston-Clear Lake,Texas,Public,U. Houston-Clear Lake,3,"['133', '']","['82', '']","['70', '']","['70', '']","['6', '']","['64', '']"
3191,r686,Texas -> Public -> U. Houston-Downtown,Texas,Public,U. Houston-Downtown,3,"['86', '']","['71', '']","['63', '']","['109', '']","['13', '']","['96', '']"
3191,r687,"Texas -> Public -> U. North Texas, Denton",Texas,Public,"U. North Texas, Denton",3,"['602', '']","['615', '']","['1,261', '']","['1,675', '']","['190', '']","['1,485', '']"
3191,r688,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['497', '']","['581', '']","['650', '']","['543', '']","['148', '']","['395', '']"
3191,r689,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['3,721', '']","['3,906', '']","['3,761', '']","['3,889', '']","['846', '']","['3,043', '']"
3191,r690,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['1,827', '']","['1,831', '']","['1,805', '']","['1,807', '']","['297', '']","['1,510', '']"
3191,r691,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['114', '']","['93', '']","['93', 'i']","['275', 'i']","['50', 'i']","['225', 'i']"
3191,r692,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['6,738', '']","['6,739', '']","['6,817', '']","['6,748', '']","['743', '']","['6,005', '']"
3191,r693,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['1,617', '']","['1,540', '']","['1,578', '']","['1,509', '']","['254', '']","['1,255', '']"
3191,r694,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['1,251', '']","['1,257', '']","['1,205', '']","['1,913', '']","['148', '']","['1,765', '']"
3191,r695,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['4,604', '']","['4,490', '']","['4,046', '']","['4,763', '']","['829', '']","['3,934', '']"
3191,r696,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['1,428', '']","['1,810', '']","['1,802', '']","['1,777', '']","['412', '']","['1,365', '']"
3191,r697,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['3,825', '']","['3,777', '']","['3,753', '']","['3,753', 'i']","['829', 'i']","['2,924', 'i']"
3191,r698,"Texas -> Public -> U. Texas, Dallas",Texas,Public,"U. Texas, Dallas",3,"['2,153', '']","['2,191', '']","['2,277', '']","['2,522', '']","['304', '']","['2,218', '']"
3191,r699,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['1,757', '']","['1,881', '']","['2,860', '']","['2,147', '']","['230', '']","['1,917', '']"
3191,r700,"Texas -> Public -> U. Texas, San Antonio",Texas,Public,"U. Texas, San Antonio",3,"['824', '']","['2,621', '']","['1,763', '']","['1,818', '']","['332', '']","['1,486', '']"
3191,r701,"Texas -> Public -> U. Texas, Tyler",Texas,Public,"U. Texas, Tyler",3,"['142', '']","['133', '']","['121', '']","['117', '']","['45', '']","['72', '']"
3191,r702,Texas -> Public -> West Texas A&M U.,Texas,Public,West Texas A&M U.,3,"['141', '']","['195', '']","['187', '']","['226', '']","['31', '']","['195', '']"
3191,r703,Texas -> Private,Texas,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r704,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['5,605', '']","['5,268', '']","['4,237', '']","['4,608', '']","['1,559', '']","['3,049', '']"
3191,r705,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['546', '']","['690', '']","['638', '']","['697', '']","['100', '']","['597', '']"
3191,r706,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['2,551', '']","['2,517', '']","['2,634', '']","['2,675', '']","['255', '']","['2,420', '']"
3191,r707,Texas -> Private -> Southern Methodist U.,Texas,Private,Southern Methodist U.,3,"['520', 'i']","['475', 'i']","['465', 'i']","['540', 'i']","['106', 'i']","['434', 'i']"
3191,r708,Texas -> Private -> St. Edward's U.,Texas,Private,St. Edward's U.,3,"['102', '']","['105', '']","['149', '']","['263', '']","['34', '']","['229', '']"
3191,r709,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['273', '']","['268', '']","['247', '']","['255', '']","['33', '']","['222', '']"
3191,r710,Texas -> Private -> Trinity U.,Texas,Private,Trinity U.,3,"['72', '']","['78', '']","['98', '']","['80', '']","['16', '']","['64', '']"
3191,r711,Texas -> Private -> U. of the Incarnate Word,Texas,Private,U. of the Incarnate Word,3,"['ne', '']","['ne', '']","['22', '']","['21', '']","['10', '']","['11', '']"
3191,r712,Utah,Utah,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r713,Utah -> Public,Utah,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r714,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['7,140', '']","['5,491', '']","['7,390', '']","['7,974', '']","['1,228', '']","['6,746', '']"
3191,r715,Utah -> Public -> Utah State U.,Utah,Public,Utah State U.,3,"['3,403', '']","['3,381', '']","['3,392', '']","['3,459', '']","['404', '']","['3,055', '']"
3191,r716,Utah -> Private,Utah,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r717,"Utah -> Private -> Brigham Young U., Provo",Utah,Private,"Brigham Young U., Provo",3,"['1,969', '']","['1,935', '']","['1,708', '']","['1,726', '']","['212', '']","['1,514', '']"
3191,r718,Vermont,Vermont,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r719,Vermont -> Public,Vermont,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r720,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['1,587', '']","['1,572', '']","['1,528', '']","['1,530', '']","['339', '']","['1,191', '']"
3191,r721,Vermont -> Private,Vermont,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r722,Vermont -> Private -> Middlebury C.,Vermont,Private,Middlebury C.,3,"['60', '']","['118', '']","['132', '']","['123', '']","['25', '']","['98', '']"
3191,r723,Vermont -> Private -> Saint Michael's C.,Vermont,Private,Saint Michael's C.,3,"['121', '']","['86', '']","['122', '']","['108', '']","['26', '']","['82', '']"
3191,r724,Virginia,Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r725,Virginia -> Public,Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r726,Virginia -> Public -> Christopher Newport U.,Virginia,Public,Christopher Newport U.,3,"['121', '']","['170', '']","['137', '']","['130', '']","['38', '']","['92', '']"
3191,r727,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['285', '']","['282', '']","['245', '']","['243', '']","['42', '']","['201', '']"
3191,r728,Virginia -> Public -> George Mason U.,Virginia,Public,George Mason U.,3,"['1,958', '']","['2,183', '']","['2,333', '']","['2,421', '']","['491', '']","['1,930', '']"
3191,r729,Virginia -> Public -> James Madison U.,Virginia,Public,James Madison U.,3,"['386', 'i']","['382', 'i']","['414', 'i']","['451', 'i']","['94', 'i']","['357', 'i']"
3191,r730,Virginia -> Public -> Norfolk State U.,Virginia,Public,Norfolk State U.,3,"['151', '']","['190', '']","['55', '']","['69', '']","['25', '']","['44', '']"
3191,r731,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['1,272', '']","['1,405', '']","['1,614', '']","['1,141', '']","['335', '']","['806', '']"
3191,r732,Virginia -> Public -> U. of Mary Washington,Virginia,Public,U. of Mary Washington,3,"['ne', '']","['ne', '']","['50', '']","['47', '']","['24', '']","['23', '']"
3191,r733,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['5,589', '']","['6,321', '']","['7,047', '']","['7,574', '']","['1,188', '']","['6,386', '']"
3191,r734,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['2,971', '']","['3,631', '']","['3,285', '']","['3,206', '']","['654', '']","['2,552', '']"
3191,r735,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['8,086', '']","['8,116', '']","['8,251', '']","['8,395', '']","['1,156', '']","['7,239', '']"
3191,r736,Virginia -> Public -> Virginia State U.,Virginia,Public,Virginia State U.,3,"['158', '']","['144', '']","['154', '']","['190', '']","['42', '']","['148', '']"
3191,r737,Virginia -> Public -> William & Mary,Virginia,Public,William & Mary,3,"['1,167', '']","['1,128', '']","['1,035', '']","['1,377', '']","['251', '']","['1,126', '']"
3191,r738,Virginia -> Private,Virginia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r739,Virginia -> Private -> Edward Via C. of Osteopathic Medicine,Virginia,Private,Edward Via C. of Osteopathic Medicine,3,"['75', '']","['39', '']","['69', '']","['88', '']","['37', '']","['51', '']"
3191,r740,Virginia -> Private -> Hampton U.,Virginia,Private,Hampton U.,3,"['505', '']","['323', '']","['428', '']","['335', '']","['45', '']","['290', '']"
3191,r741,Virginia -> Private -> Liberty U.,Virginia,Private,Liberty U.,3,"['ne', '']","['ne', '']","['ne', '']","['109', 'i']","['73', 'i']","['36', 'i']"
3191,r742,Virginia -> Private -> U. Richmond,Virginia,Private,U. Richmond,3,"['141', '']","['159', '']","['156', '']","['126', '']","['24', '']","['102', '']"
3191,r743,Washington,Washington,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r744,Washington -> Public,Washington,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r745,Washington -> Public -> Central Washington U.,Washington,Public,Central Washington U.,3,"['293', '']","['338', '']","['142', '']","['138', '']","['33', '']","['105', '']"
3191,r746,Washington -> Public -> Eastern Washington U.,Washington,Public,Eastern Washington U.,3,"['108', 'i']","['123', 'i']","['109', 'i']","['107', 'i']","['20', '']","['87', 'i']"
3191,r747,Washington -> Public -> Northwest Indian C.,Washington,Public,Northwest Indian C.,3,"['ne', '']","['ne', '']","['50', '']","['51', '']","['7', '']","['44', '']"
3191,r748,"Washington -> Public -> U. Washington, Bothell",Washington,Public,"U. Washington, Bothell",3,"['149', '']","['160', '']","['129', '']","['143', '']","['28', '']","['115', '']"
3191,r749,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['14,372', '']","['13,694', '']","['13,804', '']","['14,224', '']","['2,142', '']","['12,082', '']"
3191,r750,"Washington -> Public -> U. Washington, Tacoma",Washington,Public,"U. Washington, Tacoma",3,"['116', '']","['90', '']","['94', '']","['98', '']","['21', '']","['77', '']"
3191,r751,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['5,383', '']","['5,912', '']","['5,472', '']","['5,283', '']","['1,036', '']","['4,247', '']"
3191,r752,Washington -> Public -> Western Washington U.,Washington,Public,Western Washington U.,3,"['382', '']","['541', '']","['468', '']","['403', '']","['87', '']","['316', '']"
3191,r753,Washington -> Private,Washington,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r754,Washington -> Private -> Seattle U.,Washington,Private,Seattle U.,3,"['317', '']","['128', '']","['144', '']","['135', '']","['60', '']","['75', '']"
3191,r755,Washington -> Private -> Whitman C.,Washington,Private,Whitman C.,3,"['ne', '']","['ne', '']","['ne', '']","['108', '']","['21', '']","['87', '']"
3191,r756,West Virginia,West Virginia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r757,West Virginia -> Public,West Virginia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r758,West Virginia -> Public -> Marshall U.,West Virginia,Public,Marshall U.,3,"['485', '']","['417', '']","['418', '']","['416', '']","['46', '']","['370', '']"
3191,r759,West Virginia -> Public -> West Virginia State U.,West Virginia,Public,West Virginia State U.,3,"['115', '']","['113', '']","['109', '']","['116', '']","['33', '']","['83', '']"
3191,r760,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['3,659', '']","['3,575', '']","['3,557', '']","['3,504', '']","['533', '']","['2,971', '']"
3191,r761,Wisconsin,Wisconsin,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r762,Wisconsin -> Public,Wisconsin,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r763,Wisconsin -> Public -> U. Wisconsin-Eau Claire,Wisconsin,Public,U. Wisconsin-Eau Claire,3,"['145', '']","['141', '']","['140', '']","['129', '']","['29', '']","['100', '']"
3191,r764,Wisconsin -> Public -> U. Wisconsin-Green Bay,Wisconsin,Public,U. Wisconsin-Green Bay,3,"['2', 'i']","['363', 'i']","['384', 'i']","['381', 'i']","['83', 'i']","['298', 'i']"
3191,r765,Wisconsin -> Public -> U. Wisconsin-La Crosse,Wisconsin,Public,U. Wisconsin-La Crosse,3,"['282', '']","['247', '']","['279', '']","['267', '']","['116', '']","['151', '']"
3191,r766,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['17,147', '']","['17,396', '']","['17,391', '']","['17,123', '']","['2,980', '']","['14,143', '']"
3191,r767,Wisconsin -> Public -> U. Wisconsin-Milwaukee,Wisconsin,Public,U. Wisconsin-Milwaukee,3,"['1,569', '']","['1,491', '']","['1,732', '']","['1,792', '']","['237', '']","['1,555', '']"
3191,r768,Wisconsin -> Public -> U. Wisconsin-Oshkosh,Wisconsin,Public,U. Wisconsin-Oshkosh,3,"['ne', '']","['113', 'i']","['385', 'i']","['376', 'i']","['82', 'i']","['294', 'i']"
3191,r769,Wisconsin -> Public -> U. Wisconsin-Platteville,Wisconsin,Public,U. Wisconsin-Platteville,3,"['ne', '']","['117', 'i']","['ne', '']","['110', 'i']","['23', 'i']","['87', 'i']"
3191,r770,Wisconsin -> Public -> U. Wisconsin-Stevens Point,Wisconsin,Public,U. Wisconsin-Stevens Point,3,"['204', '']","['204', 'i']","['403', 'i']","['395', 'i']","['85', 'i']","['310', 'i']"
3191,r771,Wisconsin -> Public -> U. Wisconsin-Superior,Wisconsin,Public,U. Wisconsin-Superior,3,"['ne', '']","['ne', '']","['32', '']","['93', '']","['11', '']","['82', '']"
3191,r772,Wisconsin -> Private,Wisconsin,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r773,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['996', '']","['1,226', '']","['1,274', '']","['1,272', '']","['140', '']","['1,132', '']"
3191,r774,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['2,044', '']","['2,050', '']","['2,195', '']","['2,391', '']","['493', '']","['1,898', '']"
3191,r775,Wisconsin -> Private -> Milwaukee School of Engineering,Wisconsin,Private,Milwaukee School of Engineering,3,"['81', '']","['81', '']","['86', '']","['39', '']","['13', '']","['26', '']"
3191,r776,Wyoming,Wyoming,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r777,Wyoming -> Public,Wyoming,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r778,Wyoming -> Public -> U. Wyoming,Wyoming,Public,U. Wyoming,3,"['1,232', '']","['2,809', '']","['2,678', '']","['780', '']","['338', '']","['442', '']"
3191,r779,American Samoa,American Samoa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r780,American Samoa -> Public,American Samoa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r781,American Samoa -> Public -> American Samoa Community C.,American Samoa,Public,American Samoa Community C.,3,"['36', '']","['ne', '']","['ne', '']","['28', '']","['3', '']","['25', '']"
3191,r782,Guam,Guam,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r783,Guam -> Public,Guam,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r784,Guam -> Public -> U. Guam,Guam,Public,U. Guam,3,"['241', '']","['226', '']","['254', '']","['189', '']","['42', '']","['147', '']"
3191,r785,Puerto Rico,Puerto Rico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r786,Puerto Rico -> Public,Puerto Rico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r787,"Puerto Rico -> Public -> U. Puerto Rico, Cayey",Puerto Rico,Public,"U. Puerto Rico, Cayey",3,"['18', '']","['40', '']","['55', '']","['51', '']","['9', '']","['42', '']"
3191,r788,"Puerto Rico -> Public -> U. Puerto Rico, Humacao",Puerto Rico,Public,"U. Puerto Rico, Humacao",3,"['ne', '']","['ne', '']","['21', '']","['33', '']","['10', '']","['23', '']"
3191,r789,"Puerto Rico -> Public -> U. Puerto Rico, Mayaguez",Puerto Rico,Public,"U. Puerto Rico, Mayaguez",3,"['468', '']","['222', '']","['216', '']","['224', '']","['116', '']","['108', '']"
3191,r790,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['268', '']","['377', '']","['359', '']","['375', '']","['142', '']","['233', '']"
3191,r791,"Puerto Rico -> Public -> U. Puerto Rico, Rio Piedras",Puerto Rico,Public,"U. Puerto Rico, Rio Piedras",3,"['388', '']","['350', '']","['354', '']","['424', '']","['63', '']","['361', '']"
3191,r792,Puerto Rico -> Private,Puerto Rico,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r793,Puerto Rico -> Private -> Polytechnic U. Puerto Rico,Puerto Rico,Private,Polytechnic U. Puerto Rico,3,"['ne', '']","['ne', '']","['ne', '']","['33', 'i']","['7', '']","['26', 'i']"
3191,r794,Puerto Rico -> Private -> Ponce Health Sciences U.,Puerto Rico,Private,Ponce Health Sciences U.,3,"['137', '']","['149', '']","['126', '']","['150', '']","['25', '']","['125', '']"
3191,r795,"Puerto Rico -> Private -> U. Ana G. Mendez, Cupey",Puerto Rico,Private,"U. Ana G. Mendez, Cupey",3,"['168', '']","['98', '']","['118', '']","['56', '']","['4', '']","['52', '']"
3191,r796,"Puerto Rico -> Private -> U. Ana G. Mendez, Gurabo",Puerto Rico,Private,"U. Ana G. Mendez, Gurabo",3,"['168', '']","['182', '']","['109', '']","['145', '']","['41', '']","['104', '']"
3191,r797,Puerto Rico -> Private -> U. Central del Caribe,Puerto Rico,Private,U. Central del Caribe,3,"['133', '']","['132', '']","['112', '']","['135', '']","['32', '']","['103', '']"
3191,r798,Virgin Islands,Virgin Islands,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r799,Virgin Islands -> Public,Virgin Islands,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r800,Virgin Islands -> Public -> U. of the Virgin Islands,Virgin Islands,Public,U. of the Virgin Islands,3,"['455', '']","['261', '']","['38', '']","['241', '']","['25', '']","['216', '']"
