table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12705,r458,All institutions -> Lincoln U.,All institutions,Lincoln U.,2,457,"['ne', '']","['ne', '']","['286', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['158', '']","['0', '']","['76', '']"
12705,r459,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,458,"['16,133', 'i']","['30,663', '']","['279', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['279', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r460,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,459,"['0', 'i']","['238', 'i']","['271', 'i']","['17', 'i']","['0', 'i']","['152', 'i']","['14', 'i']","['0', 'i']","['21', 'i']","['1', 'i']","['66', 'i']"
12705,r461,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,460,"['51', '']","['ne', '']","['270', '']","['0', '']","['0', '']","['16', '']","['254', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r462,All institutions -> Central Connecticut State U.,All institutions,Central Connecticut State U.,2,461,"['307', '']","['204', '']","['268', '']","['22', '']","['0', '']","['171', '']","['64', '']","['0', '']","['5', '']","['6', '']","['0', '']"
12705,r463,All institutions -> U. of the Incarnate Word,All institutions,U. of the Incarnate Word,2,462,"['87', '']","['275', '']","['267', '']","['36', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['231', '']"
12705,r464,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,463,"['386', '']","['72', '']","['265', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['265', '']"
12705,r465,All institutions -> Macalester C.,All institutions,Macalester C.,2,464,"['147', '']","['268', '']","['260', '']","['0', '']","['0', '']","['0', '']","['255', '']","['0', '']","['0', '']","['5', '']","['0', '']"
12705,r466,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,464,"['138', '']","['145', '']","['260', '']","['0', '']","['0', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']","['103', '']"
12705,r467,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,466,"['103', '']","['159', '']","['258', '']","['258', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r468,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,467,"['89', '']","['ne', '']","['250', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r469,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,467,"['194', 'i']","['226', 'i']","['250', 'i']","['68', 'i']","['0', 'i']","['140', 'i']","['34', 'i']","['0', 'i']","['0', 'i']","['8', 'i']","['0', 'i']"
12705,r470,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,469,"['165', '']","['261', '']","['249', '']","['36', '']","['5', '']","['178', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30', '']"
12705,r471,All institutions -> Clark U.,All institutions,Clark U.,2,470,"['181', '']","['243', '']","['246', '']","['0', '']","['0', '']","['184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['62', '']"
12705,r472,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,470,"['223', '']","['232', '']","['246', '']","['23', '']","['13', '']","['5', '']","['174', '']","['0', '']","['0', '']","['8', '']","['23', '']"
12705,r473,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,470,"['656', '']","['402', '']","['246', '']","['0', '']","['0', '']","['0', '']","['246', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r474,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,473,"['185', '']","['237', '']","['241', '']","['0', '']","['0', '']","['10', '']","['177', '']","['0', '']","['2', '']","['0', '']","['52', '']"
12705,r475,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,473,"['957', '']","['778', '']","['241', '']","['174', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['60', '']"
12705,r476,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,475,"['0', '']","['32', '']","['240', '']","['0', '']","['155', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['85', '']"
12705,r477,"All institutions -> St. John's U., New York",All institutions,"St. John's U., New York",2,476,"['244', '']","['347', '']","['237', '']","['0', '']","['2', '']","['72', '']","['40', '']","['11', '']","['0', '']","['0', '']","['112', '']"
12705,r478,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,477,"['0', '']","['136', '']","['233', '']","['0', '']","['0', '']","['0', '']","['205', '']","['0', '']","['0', '']","['28', '']","['0', '']"
12705,r479,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,477,"['32', '']","['57', '']","['233', '']","['0', '']","['0', '']","['233', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r480,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,479,"['162', '']","['ne', '']","['232', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['222', '']"
12705,r481,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,480,"['79', '']","['43', '']","['228', '']","['0', '']","['0', '']","['169', '']","['27', '']","['0', '']","['20', '']","['4', '']","['8', '']"
12705,r482,"All institutions -> Union C., Schenectady",All institutions,"Union C., Schenectady",2,481,"['43', '']","['170', '']","['217', '']","['0', '']","['0', '']","['0', '']","['131', '']","['0', '']","['0', '']","['86', '']","['0', '']"
12705,r483,All institutions -> United Tribes Technical C.,All institutions,United Tribes Technical C.,2,482,"['ne', '']","['ne', '']","['216', '']","['0', '']","['0', '']","['216', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r484,All institutions -> Liberty U.,All institutions,Liberty U.,2,483,"['215', '']","['ne', '']","['215', '']","['44', '']","['52', '']","['0', '']","['113', '']","['0', '']","['0', '']","['0', '']","['6', '']"
12705,r485,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,484,"['156', '']","['256', '']","['213', '']","['0', '']","['0', '']","['0', '']","['126', '']","['0', '']","['0', '']","['36', '']","['51', '']"
12705,r486,All institutions -> Norwich U.,All institutions,Norwich U.,2,485,"['ne', '']","['ne', '']","['210', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['208', '']"
12705,r487,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,486,"['180', '']","['12', '']","['207', '']","['0', '']","['0', '']","['199', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']"
12705,r488,All institutions -> U. Scranton,All institutions,U. Scranton,2,487,"['ne', '']","['ne', '']","['202', '']","['24', '']","['5', '']","['0', '']","['168', '']","['0', '']","['0', '']","['0', '']","['5', '']"
12705,r489,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,488,"['79', '']","['85', '']","['201', '']","['6', '']","['0', '']","['99', '']","['36', '']","['0', '']","['0', '']","['2', '']","['58', '']"
12705,r490,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,488,"['139', '']","['200', '']","['201', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['87', '']","['111', '']"
12705,r491,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,490,"['4', '']","['14', '']","['198', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['198', '']"
12705,r492,All institutions -> Oberlin C.,All institutions,Oberlin C.,2,491,"['74', '']","['ne', '']","['197', '']","['0', '']","['20', '']","['0', '']","['83', '']","['0', '']","['0', '']","['92', '']","['2', '']"
12705,r493,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,492,"['127', 'i']","['197', 'i']","['195', 'i']","['37', 'i']","['8', 'i']","['66', 'i']","['22', 'i']","['0', 'i']","['12', 'i']","['0', 'i']","['50', 'i']"
12705,r494,All institutions -> C. Wooster,All institutions,C. Wooster,2,493,"['246', 'i']","['274', '']","['193', '']","['0', '']","['21', '']","['0', '']","['81', '']","['0', '']","['0', '']","['75', '']","['16', '']"
12705,r495,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,494,"['156', '']","['81', '']","['187', '']","['83', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['0', '']","['62', '']"
12705,r496,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,495,"['124', '']","['161', '']","['180', '']","['0', '']","['0', '']","['0', '']","['180', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r497,"All institutions -> U. Puerto Rico, Ponce",All institutions,"U. Puerto Rico, Ponce",2,495,"['ne', '']","['ne', '']","['180', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['180', '']"
12705,r498,All institutions -> St. Olaf C.,All institutions,St. Olaf C.,2,497,"['89', '']","['ne', '']","['177', '']","['0', '']","['0', '']","['29', '']","['82', '']","['0', '']","['0', '']","['40', '']","['26', '']"
12705,r499,All institutions -> Gettysburg C.,All institutions,Gettysburg C.,2,498,"['ne', '']","['ne', '']","['176', '']","['0', '']","['0', '']","['0', '']","['137', '']","['0', '']","['0', '']","['39', '']","['0', '']"
12705,r500,All institutions -> Whitman C.,All institutions,Whitman C.,2,498,"['ne', '']","['169', '']","['176', '']","['0', '']","['0', '']","['0', '']","['156', '']","['0', '']","['0', '']","['20', '']","['0', '']"
12705,r501,All institutions -> Langston U.,All institutions,Langston U.,2,500,"['255', '']","['233', '']","['174', '']","['0', '']","['0', '']","['73', '']","['0', '']","['0', '']","['57', '']","['0', '']","['44', '']"
12705,r502,"All institutions -> U. South Carolina, Beaufort",All institutions,"U. South Carolina, Beaufort",2,500,"['ne', '']","['ne', '']","['174', '']","['5', '']","['0', '']","['0', '']","['164', '']","['0', '']","['0', '']","['0', '']","['5', '']"
12705,r503,All institutions -> Vassar C.,All institutions,Vassar C.,2,502,"['108', '']","['366', '']","['170', '']","['0', '']","['0', '']","['3', '']","['138', '']","['0', '']","['0', '']","['29', '']","['0', '']"
12705,r504,All institutions -> William Paterson U.,All institutions,William Paterson U.,2,503,"['3,867', '']","['3,635', '']","['167', '']","['95', '']","['0', '']","['39', '']","['17', '']","['0', '']","['2', '']","['2', '']","['12', '']"
12705,r505,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,504,"['156', '']","['94', '']","['156', '']","['8', '']","['3', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['97', '']"
12705,r506,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,505,"['66', '']","['129', '']","['152', '']","['42', '']","['0', '']","['1', '']","['0', '']","['0', '']","['11', '']","['52', '']","['46', '']"
12705,r507,All institutions -> U.S. Coast Guard Academy,All institutions,U.S. Coast Guard Academy,2,505,"['ne', '']","['ne', '']","['152', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']","['0', '']","['0', '']","['86', '']"
12705,r508,All institutions -> Gustavus Adolphus C.,All institutions,Gustavus Adolphus C.,2,507,"['ne', '']","['ne', '']","['148', '']","['0', '']","['46', '']","['64', '']","['19', '']","['0', '']","['0', '']","['19', '']","['0', '']"
12705,r509,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,508,"['317', '']","['88', '']","['147', '']","['0', '']","['0', '']","['75', '']","['2', '']","['0', '']","['0', '']","['0', '']","['70', '']"
12705,r510,All institutions -> Ithaca C.,All institutions,Ithaca C.,2,509,"['64', '']","['91', '']","['145', '']","['0', '']","['11', '']","['20', '']","['16', '']","['0', '']","['0', '']","['29', '']","['69', '']"
12705,r511,All institutions -> Franklin W. Olin C. of Engineering,All institutions,Franklin W. Olin C. of Engineering,2,510,"['691', '']","['174', '']","['138', '']","['0', '']","['0', '']","['138', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r512,All institutions -> U. New Haven,All institutions,U. New Haven,2,510,"['54', '']","['147', '']","['138', '']","['39', '']","['0', '']","['99', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r513,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,512,"['38', '']","['61', '']","['129', '']","['0', '']","['1', '']","['5', '']","['0', '']","['0', '']","['87', '']","['28', '']","['8', '']"
12705,r514,All institutions -> Manhattan C.,All institutions,Manhattan C.,2,512,"['342', '']","['323', '']","['129', '']","['0', '']","['0', '']","['113', '']","['0', '']","['0', '']","['0', '']","['16', '']","['0', '']"
12705,r515,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,514,"['73', '']","['107', '']","['128', '']","['11', '']","['0', '']","['79', '']","['3', '']","['0', '']","['0', '']","['0', '']","['35', '']"
12705,r516,All institutions -> Virginia Military Institute,All institutions,Virginia Military Institute,2,515,"['ne', '']","['60', '']","['127', '']","['0', '']","['0', '']","['0', '']","['127', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r517,All institutions -> Butler U.,All institutions,Butler U.,2,516,"['ne', '']","['198', '']","['126', '']","['18', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['48', '']"
12705,r518,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,516,"['0', '']","['2', '']","['126', '']","['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['61', '']"
12705,r519,"All institutions -> SUNY, Cobleskill",All institutions,"SUNY, Cobleskill",2,518,"['ne', '']","['0', '']","['125', '']","['125', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r520,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,519,"['55', '']","['144', '']","['117', '']","['3', '']","['7', '']","['13', '']","['51', '']","['0', '']","['0', '']","['29', '']","['14', '']"
12705,r521,All institutions -> U. Puget Sound,All institutions,U. Puget Sound,2,520,"['ne', '']","['62', '']","['116', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['2', '']","['110', '']"
12705,r522,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,521,"['43', '']","['73', '']","['114', '']","['81', '']","['0', '']","['16', '']","['1', '']","['0', '']","['0', '']","['16', '']","['0', '']"
12705,r523,All institutions -> Des Moines U.,All institutions,Des Moines U.,2,521,"['253', 'i']","['227', '']","['114', '']","['0', '']","['0', '']","['53', '']","['19', '']","['7', '']","['0', '']","['0', '']","['35', '']"
12705,r524,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,523,"['37', '']","['24', '']","['110', '']","['24', '']","['4', '']","['44', '']","['3', '']","['0', '']","['0', '']","['35', '']","['0', '']"
12705,r525,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,524,"['0', '']","['10', '']","['104', '']","['9', '']","['0', '']","['72', '']","['5', '']","['0', '']","['18', '']","['0', '']","['0', '']"
12705,r526,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,525,"['886', '']","['150', 'i']","['102', '']","['0', '']","['0', '']","['0', '']","['102', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r527,All institutions -> Bryant U.,All institutions,Bryant U.,2,526,"['ne', '']","['ne', '']","['101', '']","['86', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['5', '']","['0', '']"
12705,r528,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,527,"['0', '']","['0', '']","['99', '']","['0', '']","['0', '']","['99', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r529,All institutions -> Merrimack C.,All institutions,Merrimack C.,2,528,"['ne', '']","['ne', '']","['95', '']","['6', '']","['2', '']","['12', '']","['11', '']","['0', '']","['0', '']","['0', '']","['64', '']"
12705,r530,All institutions -> Bates C.,All institutions,Bates C.,2,529,"['43', '']","['91', '']","['82', '']","['0', '']","['0', '']","['40', '']","['10', '']","['0', '']","['0', '']","['32', '']","['0', '']"
12705,r531,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,530,"['2', '']","['39', '']","['81', '']","['0', '']","['0', '']","['81', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r532,All institutions -> Occidental C.,All institutions,Occidental C.,2,531,"['64', '']","['71', 'i']","['80', 'i']","['0', 'i']","['0', 'i']","['80', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r533,All institutions -> Wright State U.,All institutions,Wright State U.,2,531,"['407', '']","['223', '']","['80', '']","['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']"
12705,r534,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,533,"['29', '']","['83', '']","['76', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['8', '']","['33', '']","['2', '']"
12705,r535,All institutions -> Furman U.,All institutions,Furman U.,2,534,"['655', '']","['33', '']","['74', '']","['0', '']","['0', '']","['68', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']"
12705,r536,All institutions -> New C. Florida,All institutions,New C. Florida,2,535,"['ne', '']","['ne', '']","['73', '']","['0', '']","['0', '']","['0', '']","['65', '']","['0', '']","['0', '']","['8', '']","['0', '']"
12705,r537,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,536,"['75', '']","['34', '']","['66', '']","['0', '']","['0', '']","['23', '']","['22', '']","['0', '']","['21', '']","['0', '']","['0', '']"
12705,r538,All institutions -> Ferris State U.,All institutions,Ferris State U.,2,537,"['ne', '']","['ne', '']","['64', '']","['0', '']","['0', '']","['64', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r539,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,538,"['84', '']","['163', '']","['63', '']","['8', '']","['4', '']","['22', '']","['19', '']","['0', '']","['0', '']","['10', '']","['0', '']"
12705,r540,"All institutions -> Pennsylvania State U., Altoona",All institutions,"Pennsylvania State U., Altoona",2,539,"['ne', '']","['ne', '']","['62', '']","['0', '']","['0', '']","['0', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r541,All institutions -> Harvey Mudd C.,All institutions,Harvey Mudd C.,2,540,"['31', '']","['55', '']","['49', '']","['0', '']","['0', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r542,All institutions -> U. Hartford,All institutions,U. Hartford,2,540,"['5', '']","['35', '']","['49', '']","['0', '']","['14', '']","['0', '']","['26', '']","['0', '']","['0', '']","['9', '']","['0', '']"
12705,r543,All institutions -> Kenyon C.,All institutions,Kenyon C.,2,542,"['ne', '']","['69', '']","['46', '']","['0', '']","['0', '']","['0', '']","['36', '']","['0', '']","['0', '']","['10', '']","['0', '']"
12705,r544,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,543,"['3', '']","['8', '']","['35', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['1', '']","['22', '']"
12705,r545,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,544,"['10', '']","['42', '']","['34', '']","['15', '']","['5', '']","['8', '']","['0', '']","['3', '']","['0', '']","['0', '']","['3', '']"
12705,r546,"All institutions -> SUNY, Buffalo State U.",All institutions,"SUNY, Buffalo State U.",2,545,"['27', '']","['52', '']","['33', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r547,"All institutions -> SUNY, C. Brockport",All institutions,"SUNY, C. Brockport",2,546,"['3', '']","['53', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30', '']"
12705,r548,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,546,"['63', '']","['41', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30', '']"
12705,r549,All institutions -> Murray State U.,All institutions,Murray State U.,2,548,"['87', '']","['26', '']","['24', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['11', '']"
12705,r550,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,549,"['139', '']","['15', '']","['22', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['18', '']"
12705,r551,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,550,"['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['12', '']","['0', '']","['9', '']","['0', '']","['0', '']"
12705,r552,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,550,"['29', '']","['6', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21', '']"
12705,r553,All institutions -> Lincoln Memorial U.,All institutions,Lincoln Memorial U.,2,552,"['ne', '']","['ne', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']"
12705,r554,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,552,"['6', '']","['61', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r555,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,554,"['0', '']","['44', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']"
12705,r556,All institutions -> U. New England,All institutions,U. New England,2,555,"['5', '']","['23', '']","['16', '']","['6', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r557,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,556,"['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r558,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,556,"['15', 'i']","['14', 'i']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14', '']"
12705,r559,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,556,"['32', '']","['46', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r560,All institutions -> Albany State U.,All institutions,Albany State U.,2,559,"['182', '']","['ne', '']","['12', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r561,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,559,"['76', '']","['78', '']","['12', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r562,All institutions -> St. Mary's C. Maryland,All institutions,St. Mary's C. Maryland,2,559,"['ne', '']","['ne', '']","['12', '']","['0', '']","['0', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r563,All institutions -> Framingham State U.,All institutions,Framingham State U.,2,562,"['288', 'i']","['148', 'i']","['7', '']","['0', '']","['4', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r564,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,562,"['485', '']","['83', '']","['7', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['4', '']","['0', '']"
12705,r565,All institutions -> Utah Valley U.,All institutions,Utah Valley U.,2,564,"['ne', '']","['45', '']","['6', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r566,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,565,"['241', '']","['19', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r567,"All institutions -> Touro U., New York<sup>d</sup>",All institutions,"Touro U., New York<sup>d</sup>",2,565,"['ne', '']","['ne', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']"
12705,r568,All institutions -> Hawaii Pacific U.,All institutions,Hawaii Pacific U.,2,567,"['32', '']","['828', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']"
12705,r569,All institutions -> Fisk U.,All institutions,Fisk U.,2,568,"['177', '']","['123', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r570,All institutions -> West Virginia School of Osteopathic Medicine,All institutions,West Virginia School of Osteopathic Medicine,2,568,"['10', '']","['2', '']","['2', 'i']","['0', 'i']","['0', 'i']","['2', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r571,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,570,"['0', '']","['0', '']","['1', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']"
12705,r572,All institutions -> All other surveyed institutions,All institutions,All other surveyed institutions,2,-,"['61,081', '']","['54,577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
