table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3049,r443,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,442,"['44', '']","['2', '']","['14', '']","['15', '']","['5', '']","['0', '']","['0', '']","['2', '']","['2', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3049,r444,All institutions -> Reed C.,All institutions,Reed C.,2,443,"['44', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['7', '']","['0', '']","['0', '']"
3049,r445,All institutions -> Calvin C.,All institutions,Calvin C.,2,444,"['44', '']","['0', '']","['9', '']","['5', '']","['13', '']","['2', '']","['1', '']","['*', '']","['*', '']","['9', '']","['2', '']","['2', '']","['0', '']"
3049,r446,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,445,"['44', 'i']","['0', 'i']","['5', 'i']","['5', 'i']","['3', 'i']","['1', 'i']","['4', 'i']","['4', 'i']","['2', 'i']","['4', 'i']","['9', 'i']","['6', 'i']","['0', 'i']"
3049,r447,All institutions -> Mount Holyoke C.,All institutions,Mount Holyoke C.,2,446,"['44', '']","['0', '']","['11', '']","['2', '']","['0', '']","['5', '']","['0', '']","['1', '']","['*', '']","['13', '']","['11', '']","['*', '']","['0', '']"
3049,r448,All institutions -> Davidson C.,All institutions,Davidson C.,2,447,"['43', '']","['0', '']","['8', '']","['2', '']","['0', '']","['0', '']","['0', '']","['*', '']","['1', '']","['14', '']","['17', '']","['*', '']","['0', '']"
3049,r449,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,448,"['42', '']","['0', '']","['6', '']","['2', '']","['9', '']","['0', '']","['20', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3049,r450,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,449,"['42', '']","['1', '']","['26', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['5', '']","['0', '']","['0', '']"
3049,r451,All institutions -> Haverford C.,All institutions,Haverford C.,2,450,"['41', '']","['0', '']","['9', '']","['4', '']","['0', '']","['2', '']","['0', '']","['3', '']","['0', '']","['18', '']","['6', '']","['0', '']","['0', '']"
3049,r452,All institutions -> Northwestern State U. Louisiana,All institutions,Northwestern State U. Louisiana,2,451,"['41', '']","['0', '']","['6', '']","['4', '']","['12', '']","['0', '']","['5', '']","['3', '']","['0', '']","['6', '']","['3', '']","['3', '']","['0', '']"
3049,r453,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,452,"['41', '']","['2', '']","['8', '']","['5', '']","['8', '']","['7', '']","['0', '']","['1', '']","['5', '']","['4', '']","['0', '']","['1', '']","['0', '']"
3049,r454,"All institutions -> Wheaton C., Wheaton",All institutions,"Wheaton C., Wheaton",2,453,"['41', '']","['0', '']","['15', '']","['1', '']","['0', '']","['6', '']","['4', '']","['1', '']","['2', '']","['8', '']","['2', '']","['2', '']","['0', '']"
3049,r455,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,454,"['41', '']","['6', '']","['4', '']","['3', '']","['7', '']","['0', '']","['3', '']","['5', '']","['0', '']","['9', '']","['4', '']","['0', '']","['0', '']"
3049,r456,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,455,"['40', '']","['0', '']","['7', '']","['0', '']","['2', '']","['19', '']","['1', '']","['1', '']","['*', '']","['7', '']","['2', '']","['1', '']","['0', '']"
3049,r457,All institutions -> U. San Diego,All institutions,U. San Diego,2,456,"['40', '']","['0', '']","['19', '']","['0', '']","['4', '']","['5', '']","['6', '']","['*', '']","['0', '']","['3', '']","['4', '']","['*', '']","['0', '']"
3049,r458,All institutions -> A. T. Still U.,All institutions,A. T. Still U.,2,457,"['40', '']","['0', '']","['34', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3', '']"
3049,r459,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,458,"['40', '']","['0', '']","['20', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['1', '']","['17', '']","['1', '']","['0', '']","['0', '']"
3049,r460,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,459,"['40', '']","['11', '']","['6', '']","['0', '']","['14', '']","['2', '']","['1', '']","['0', '']","['0', '']","['3', '']","['0', '']","['3', '']","['0', '']"
3049,r461,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,460,"['39', '']","['1', '']","['8', '']","['*', '']","['0', '']","['0', '']","['0', '']","['4', '']","['2', '']","['6', '']","['8', '']","['10', '']","['0', '']"
3049,r462,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,461,"['39', '']","['0', '']","['11', '']","['1', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['2', '']","['0', '']"
3049,r463,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,462,"['39', '']","['0', '']","['6', '']","['6', '']","['18', '']","['2', '']","['0', '']","['1', '']","['1', '']","['5', '']","['1', '']","['1', '']","['0', '']"
3049,r464,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,463,"['39', '']","['0', '']","['23', '']","['*', '']","['0', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r465,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,464,"['38', '']","['0', '']","['16', '']","['1', '']","['1', '']","['*', '']","['2', '']","['*', '']","['0', '']","['8', '']","['8', '']","['2', '']","['0', '']"
3049,r466,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,465,"['38', '']","['*', '']","['16', '']","['1', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']","['12', '']","['1', '']","['4', '']","['0', '']"
3049,r467,"All institutions -> Minnesota State U., Mankato",All institutions,"Minnesota State U., Mankato",2,466,"['38', '']","['*', '']","['6', '']","['0', '']","['19', '']","['2', '']","['0', '']","['*', '']","['*', '']","['7', '']","['2', '']","['1', '']","['0', '']"
3049,r468,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,467,"['38', '']","['0', '']","['9', '']","['1', '']","['1', '']","['2', '']","['10', '']","['1', '']","['0', '']","['6', '']","['4', '']","['4', '']","['0', '']"
3049,r469,"All institutions -> SUNY, Geneseo",All institutions,"SUNY, Geneseo",2,468,"['37', '']","['0', '']","['5', '']","['0', '']","['0', '']","['8', '']","['0', '']","['*', '']","['0', '']","['11', '']","['8', '']","['5', '']","['0', '']"
3049,r470,All institutions -> Williams C.,All institutions,Williams C.,2,469,"['37', 'i']","['0', 'i']","['7', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4', 'i']","['1', 'i']","['12', 'i']","['5', 'i']","['6', 'i']","['0', 'i']"
3049,r471,All institutions -> Providence C.,All institutions,Providence C.,2,470,"['36', '']","['0', '']","['14', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11', '']","['8', '']","['0', '']","['0', '']"
3049,r472,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,471,"['36', '']","['0', '']","['29', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']"
3049,r473,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,472,"['35', '']","['0', '']","['8', '']","['1', '']","['3', '']","['0', '']","['0', '']","['2', '']","['1', '']","['8', '']","['3', '']","['9', '']","['2', '']"
3049,r474,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,473,"['35', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['28', '']","['0', '']"
3049,r475,"All institutions -> U. Texas, Tyler",All institutions,"U. Texas, Tyler",2,474,"['35', '']","['0', '']","['16', '']","['0', '']","['9', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['1', '']","['0', '']","['0', '']"
3049,r476,All institutions -> Milwaukee School of Engineering,All institutions,Milwaukee School of Engineering,2,475,"['34', '']","['0', '']","['1', '']","['14', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['0', '']"
3049,r477,All institutions -> Kenyon C.,All institutions,Kenyon C.,2,476,"['34', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['8', '']","['1', '']","['0', '']","['0', '']"
3049,r478,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,477,"['34', '']","['6', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']"
3049,r479,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,478,"['33', '']","['3', '']","['12', '']","['3', '']","['1', '']","['1', '']","['6', '']","['1', '']","['0', '']","['4', '']","['4', '']","['0', '']","['0', '']"
3049,r480,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,479,"['33', '']","['3', '']","['12', '']","['3', '']","['5', '']","['0', '']","['1', '']","['2', '']","['*', '']","['4', '']","['1', '']","['0', '']","['1', '']"
3049,r481,All institutions -> U. Houston-Clear Lake,All institutions,U. Houston-Clear Lake,2,480,"['33', '']","['0', '']","['12', '']","['5', '']","['5', '']","['1', '']","['3', '']","['1', '']","['2', '']","['2', '']","['3', '']","['0', '']","['0', '']"
3049,r482,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,481,"['33', '']","['1', '']","['15', '']","['3', '']","['1', '']","['0', '']","['0', '']","['*', '']","['0', '']","['2', '']","['10', '']","['1', '']","['0', '']"
3049,r483,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,482,"['32', '']","['0', '']","['4', '']","['0', '']","['20', '']","['0', '']","['3', '']","['0', '']","['4', '']","['1', '']","['*', '']","['0', '']","['0', '']"
3049,r484,All institutions -> Babson C.,All institutions,Babson C.,2,483,"['32', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['2', 'i']","['9', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
3049,r485,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,484,"['32', '']","['2', '']","['*', '']","['1', '']","['12', '']","['*', '']","['10', '']","['*', '']","['1', '']","['5', '']","['1', '']","['*', '']","['0', '']"
3049,r486,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,485,"['32', '']","['0', '']","['7', '']","['0', '']","['9', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2', '']","['4', '']","['8', '']","['0', '']"
3049,r487,"All institutions -> CUNY, York C.",All institutions,"CUNY, York C.",2,486,"['31', '']","['0', '']","['4', '']","['2', '']","['1', '']","['*', '']","['15', '']","['1', '']","['0', '']","['5', '']","['2', '']","['1', '']","['0', '']"
3049,r488,All institutions -> Bates C.,All institutions,Bates C.,2,487,"['31', '']","['0', '']","['9', '']","['0', '']","['0', '']","['3', '']","['0', '']","['*', '']","['1', '']","['10', '']","['2', '']","['2', '']","['5', '']"
3049,r489,All institutions -> Fairfield U.,All institutions,Fairfield U.,2,488,"['31', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['9', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
3049,r490,All institutions -> Canisius C.,All institutions,Canisius C.,2,489,"['30', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['9', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
3049,r491,All institutions -> Manhattan C.,All institutions,Manhattan C.,2,490,"['30', 'i']","['0', 'i']","['6', 'i']","['3', 'i']","['*', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['1', 'i']","['9', 'i']","['4', 'i']","['4', 'i']","['0', 'i']"
3049,r492,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,491,"['29', '']","['2', '']","['7', '']","['2', '']","['0', '']","['1', '']","['7', '']","['0', '']","['0', '']","['3', '']","['8', '']","['0', '']","['0', '']"
3049,r493,All institutions -> U. Central del Caribe,All institutions,U. Central del Caribe,2,492,"['29', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
3049,r494,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,493,"['29', '']","['1', '']","['6', '']","['*', '']","['1', '']","['*', '']","['1', '']","['1', '']","['7', '']","['10', '']","['1', '']","['*', '']","['0', '']"
3049,r495,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,494,"['29', '']","['0', '']","['11', '']","['2', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['7', '']","['7', '']","['1', '']","['0', '']"
3049,r496,All institutions -> Edward Via C. of Osteopathic Medicine,All institutions,Edward Via C. of Osteopathic Medicine,2,495,"['28', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r497,All institutions -> Alfred U.,All institutions,Alfred U.,2,496,"['28', '']","['0', '']","['0', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r498,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,497,"['28', '']","['0', '']","['5', '']","['2', '']","['11', '']","['0', '']","['*', '']","['0', '']","['4', '']","['3', '']","['1', '']","['1', '']","['0', '']"
3049,r499,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,498,"['28', '']","['1', '']","['10', '']","['1', '']","['3', '']","['1', '']","['1', '']","['1', '']","['1', '']","['4', '']","['1', '']","['5', '']","['*', '']"
3049,r500,All institutions -> Macalester C.,All institutions,Macalester C.,2,499,"['27', '']","['0', '']","['6', '']","['1', '']","['0', '']","['4', '']","['0', '']","['1', '']","['2', '']","['6', '']","['5', '']","['3', '']","['0', '']"
3049,r501,All institutions -> Hobart and William Smith Colleges,All institutions,Hobart and William Smith Colleges,2,500,"['26', '']","['0', '']","['10', '']","['*', '']","['0', '']","['3', '']","['0', '']","['*', '']","['*', '']","['8', '']","['3', '']","['1', '']","['0', '']"
3049,r502,All institutions -> U. Wisconsin-La Crosse,All institutions,U. Wisconsin-La Crosse,2,501,"['26', '']","['1', '']","['5', '']","['*', '']","['0', '']","['1', '']","['3', '']","['0', '']","['3', '']","['10', '']","['2', '']","['0', '']","['0', '']"
3049,r503,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,502,"['26', '']","['0', '']","['5', '']","['0', '']","['4', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['0', '']"
3049,r504,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,503,"['26', '']","['2', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['3', '']","['0', '']","['0', '']"
3049,r505,All institutions -> Albany C. of Pharmacy and Health Sciences,All institutions,Albany C. of Pharmacy and Health Sciences,2,504,"['26', '']","['0', '']","['17', '']","['1', '']","['1', '']","['0', '']","['*', '']","['0', '']","['0', '']","['4', '']","['0', '']","['3', '']","['0', '']"
3049,r506,All institutions -> New Jersey City U.,All institutions,New Jersey City U.,2,505,"['26', '']","['0', '']","['11', '']","['0', '']","['0', '']","['4', '']","['2', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']"
3049,r507,All institutions -> C. Wooster,All institutions,C. Wooster,2,506,"['26', '']","['1', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['3', '']","['8', '']","['1', '']","['*', '']"
3049,r508,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,507,"['25', '']","['5', '']","['10', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['2', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3049,r509,All institutions -> Philadelphia C. of Osteopathic Medicine,All institutions,Philadelphia C. of Osteopathic Medicine,2,508,"['25', '']","['0', '']","['20', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']"
3049,r510,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,509,"['25', '']","['1', '']","['5', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['9', '']","['7', '']","['0', '']","['0', '']"
3049,r511,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,510,"['24', '']","['21', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']"
3049,r512,"All institutions -> U. Ana G. Mendez, Recinto de Gurabo",All institutions,"U. Ana G. Mendez, Recinto de Gurabo",2,511,"['24', '']","['0', '']","['1', '']","['0', '']","['18', '']","['0', '']","['2', '']","['0', '']","['0', '']","['1', '']","['2', '']","['0', '']","['0', '']"
3049,r513,All institutions -> U. New Haven,All institutions,U. New Haven,2,512,"['24', '']","['0', '']","['6', '']","['1', '']","['6', '']","['*', '']","['*', '']","['*', '']","['1', '']","['7', '']","['1', '']","['1', '']","['0', '']"
3049,r514,All institutions -> Gettysburg C.,All institutions,Gettysburg C.,2,513,"['24', '']","['0', '']","['5', '']","['1', '']","['0', '']","['1', '']","['2', '']","['1', '']","['1', '']","['6', '']","['5', '']","['1', '']","['0', '']"
3049,r515,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,514,"['23', '']","['*', '']","['4', '']","['5', '']","['*', '']","['*', '']","['3', '']","['*', '']","['1', '']","['1', '']","['6', '']","['1', '']","['1', '']"
3049,r516,All institutions -> Claflin U.,All institutions,Claflin U.,2,515,"['23', '']","['2', '']","['13', '']","['2', '']","['1', '']","['1', '']","['0', '']","['1', '']","['1', '']","['3', '']","['0', '']","['0', '']","['0', '']"
3049,r517,All institutions -> Grambling State U.,All institutions,Grambling State U.,2,516,"['23', '']","['0', '']","['3', '']","['1', '']","['10', '']","['1', '']","['0', '']","['3', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']"
3049,r518,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,517,"['22', '']","['0', '']","['3', '']","['*', '']","['0', '']","['10', '']","['*', '']","['0', '']","['0', '']","['5', '']","['4', '']","['*', '']","['0', '']"
3049,r519,All institutions -> Des Moines U.,All institutions,Des Moines U.,2,518,"['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r520,All institutions -> New School,All institutions,New School,2,519,"['22', '']","['0', '']","['3', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['12', '']","['0', '']"
3049,r521,All institutions -> Claremont Graduate U.,All institutions,Claremont Graduate U.,2,520,"['21', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['9', '']","['*', '']","['0', '']","['0', '']","['4', '']","['8', '']","['0', '']"
3049,r522,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,521,"['21', '']","['0', '']","['5', '']","['0', '']","['6', '']","['0', '']","['2', '']","['0', '']","['0', '']","['7', '']","['1', '']","['0', '']","['0', '']"
3049,r523,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,522,"['21', '']","['2', '']","['4', '']","['2', '']","['6', '']","['1', '']","['*', '']","['*', '']","['1', '']","['2', '']","['0', '']","['2', '']","['0', '']"
3049,r524,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,523,"['20', '']","['6', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['2', '']","['2', '']","['0', '']","['0', '']"
3049,r525,All institutions -> Biola U.,All institutions,Biola U.,2,524,"['20', '']","['0', '']","['7', '']","['*', '']","['1', '']","['0', '']","['5', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
3049,r526,All institutions -> Keck Graduate Institute,All institutions,Keck Graduate Institute,2,525,"['20', '']","['0', '']","['10', '']","['0', '']","['1', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r527,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,526,"['18', '']","['1', '']","['4', '']","['*', '']","['0', '']","['0', '']","['*', '']","['0', '']","['5', '']","['7', '']","['*', '']","['1', '']","['0', '']"
3049,r528,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,527,"['17', '']","['10', '']","['*', '']","['*', '']","['*', '']","['1', '']","['0', '']","['*', '']","['*', '']","['6', '']","['0', '']","['*', '']","['0', '']"
3049,r529,All institutions -> Barnard C.,All institutions,Barnard C.,2,528,"['17', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['1', '']","['6', '']","['*', '']","['0', '']"
3049,r530,All institutions -> Andrews U.,All institutions,Andrews U.,2,529,"['17', '']","['0', '']","['7', '']","['1', '']","['1', '']","['0', '']","['1', '']","['*', '']","['0', '']","['4', '']","['1', '']","['2', '']","['0', '']"
3049,r531,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,530,"['17', '']","['0', '']","['5', '']","['*', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['7', '']","['4', '']","['*', '']","['0', '']"
3049,r532,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,531,"['17', '']","['0', '']","['1', '']","['15', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r533,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,532,"['16', '']","['0', '']","['7', '']","['*', '']","['0', '']","['1', '']","['0', '']","['*', '']","['0', '']","['5', '']","['3', '']","['0', '']","['0', '']"
3049,r534,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,533,"['16', '']","['0', '']","['1', '']","['*', '']","['0', '']","['2', '']","['3', '']","['0', '']","['0', '']","['7', '']","['*', '']","['2', '']","['0', '']"
3049,r535,All institutions -> Augustana U.,All institutions,Augustana U.,2,534,"['15', '']","['0', '']","['8', '']","['*', '']","['0', '']","['0', '']","['*', '']","['*', '']","['0', '']","['6', '']","['*', '']","['*', '']","['0', '']"
3049,r536,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,535,"['15', '']","['3', '']","['3', '']","['0', '']","['3', '']","['3', '']","['1', '']","['*', '']","['*', '']","['2', '']","['*', '']","['*', '']","['0', '']"
3049,r537,"All institutions -> California State U., Maritime Academy",All institutions,"California State U., Maritime Academy",2,536,"['15', '']","['1', '']","['2', '']","['1', '']","['5', '']","['2', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['1', '']","['0', '']"
3049,r538,All institutions -> Hampton U.,All institutions,Hampton U.,2,537,"['15', '']","['0', '']","['2', '']","['0', '']","['3', '']","['3', '']","['2', '']","['0', '']","['1', '']","['4', '']","['0', '']","['0', '']","['0', '']"
3049,r539,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,538,"['15', '']","['2', '']","['3', '']","['2', '']","['0', '']","['3', '']","['*', '']","['*', '']","['2', '']","['1', '']","['1', '']","['*', '']","['0', '']"
3049,r540,All institutions -> Vassar C.,All institutions,Vassar C.,2,539,"['15', '']","['0', '']","['7', '']","['0', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['1', '']","['2', '']","['0', '']"
3049,r541,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,540,"['15', '']","['0', '']","['7', '']","['*', '']","['0', '']","['*', '']","['*', '']","['*', '']","['0', '']","['5', '']","['*', '']","['1', '']","['0', '']"
3049,r542,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,541,"['14', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['6', '']","['0', '']","['2', '']","['0', '']"
3049,r543,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,542,"['14', '']","['0', '']","['3', '']","['1', '']","['0', '']","['4', '']","['1', '']","['0', '']","['0', '']","['2', '']","['2', '']","['1', '']","['0', '']"
3049,r544,All institutions -> Pace U.,All institutions,Pace U.,2,543,"['14', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['2', '']","['1', '']","['0', '']","['0', '']"
3049,r545,All institutions -> Stockton U.,All institutions,Stockton U.,2,544,"['14', '']","['0', '']","['5', '']","['0', '']","['*', '']","['2', '']","['*', '']","['*', '']","['2', '']","['4', '']","['*', '']","['*', '']","['0', '']"
3049,r546,All institutions -> Fisk U.,All institutions,Fisk U.,2,545,"['13', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['2', '']","['0', '']","['0', '']"
3049,r547,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,546,"['13', '']","['0', '']","['6', '']","['*', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['4', '']","['*', '']","['0', '']","['0', '']"
3049,r548,All institutions -> Albany State U.,All institutions,Albany State U.,2,547,"['13', '']","['0', '']","['5', '']","['2', '']","['1', '']","['0', '']","['1', '']","['1', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']"
3049,r549,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,548,"['12', '']","['2', '']","['5', '']","['3', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']"
3049,r550,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,549,"['12', '']","['0', '']","['5', '']","['1', '']","['1', '']","['1', '']","['*', '']","['0', '']","['2', '']","['1', '']","['1', '']","['1', '']","['0', '']"
3049,r551,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,550,"['12', '']","['0', '']","['4', '']","['2', '']","['0', '']","['*', '']","['1', '']","['1', '']","['*', '']","['1', '']","['4', '']","['*', '']","['0', '']"
3049,r552,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,551,"['12', '']","['0', '']","['6', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['*', '']","['0', '']","['0', '']"
3049,r553,All institutions -> Salus U.,All institutions,Salus U.,2,552,"['12', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r554,All institutions -> Benedict C.,All institutions,Benedict C.,2,553,"['11', '']","['0', '']","['3', '']","['2', '']","['3', '']","['0', '']","['0', '']","['1', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']"
